Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876),SX(882),H3NO3(822),HNO(87),H2NOX(203),CH3NX(670),CH2NX(679),HNO2(94),HONO(92),SX(685),HNO(549),SX(1060),SX(540),SX(1177),SX(858),SX(1228),SX(1291)
1.6956148229703877e-23,0.135789383521573,0.0,0.33716503928406566,0.031075110263184432,0.3194096818763549,0.3504847921395392,0.20701222018021495,0.09201819554070595,9.790010010515705e-114,4.086036020071647e-52,7.914959019959284e-17,3.77528361135358e-47,6.525061929278082e-80,8.679074252550158e-82,6.298166074578388e-34,1.5548626638201993e-55,7.22978183870316e-39,2.732731798015703e-59,7.324675762295206e-34,5.813123254600156e-22,6.6353544340849054e-96,2.9510495758548097e-18,9.256808133319494e-60,7.391531804853975e-51,6.578498545044392e-88,7.915017474073852e-17,6.058463834578535e-75,4.05307526356255e-17,1.385365109586096e-17,1.194396694444586e-17,1.1005878449971093e-17,9.116063031743364e-18,4.433168350725008e-18,3.9950603314323195e-18,3.0234111803679547e-30,2.654104610378391e-16,5.0896606044519376e-42,1.2019963276476791e-29,1.9402694423156193e-29,1.1634243130587855e-18,4.375710255244891e-18,2.5416213233412647e-30,9.373923096467686e-38,1.6839219612498652e-42,1.5341263586845714e-63,7.060051451159606e-42,6.305660534528573e-52,6.406304153592396e-50,1.9400423591915817e-32,1.0379656527928201e-86,3.117552734318433e-18,1.8770178311752527e-18,2.5340439346622006e-48,5.9451596294305144e-89,1.7609405519984825e-18,2.6362283900385575e-16,1.332667182546557e-53,4.439480936702131e-97,2.069559993601664e-95,9.797620292947886e-33,4.715778598935415e-33,2.2165841753487384e-18,2.923467023113545e-63,1.3490184329913677e-67,2.862391228583321e-32,1.4046671317459592e-33,3.115340135498591e-68,5.859895018387238e-35,2.919962706944191e-50,2.224851113112826e-60,8.122739513055499e-100,4.964607159020568e-66,5.216363375779724e-99,1.4370086894722235e-142
3.392702812598439e-23,0.135789383521573,0.0,0.33716503928406555,0.03107511026318443,0.3194096818763546,0.35048479213953887,0.20701222018021495,0.09201819554070591,3.1342696919482043e-112,3.272142737086914e-51,1.583679463333294e-16,3.0225618022056714e-46,5.220152186684278e-79,2.7807325978101234e-80,2.5209077860267168e-33,1.2448355542317756e-54,2.8937968710048604e-38,2.188401781423056e-58,2.9317791705103966e-33,1.1631297007249486e-21,2.1264918102062695e-94,5.904663052296796e-18,7.412954108397068e-59,5.917719811655216e-50,2.1077184981424046e-86,1.5836911592347581e-16,9.70472715481702e-74,8.109671878292809e-17,2.7719338378474918e-17,2.389831092376514e-17,2.2021318914195174e-17,1.8240046187709817e-17,8.870188281310106e-18,7.993591610127445e-18,1.210152395846596e-29,5.310515132668487e-16,4.0748232151111603e-41,4.811117803430318e-29,7.766134257337008e-29,2.3278594204966014e-18,8.755222170133035e-18,1.0173108574398915e-29,7.504837960107844e-37,1.3482135362457834e-41,4.915452043264568e-62,2.825860482345711e-41,5.048362538133523e-51,5.1289556307017825e-49,7.7652253330677e-32,6.654671494741258e-85,6.237814028788274e-18,3.7556664336791866e-18,2.0287759549360335e-47,3.8117327533101827e-87,3.5234110262836675e-18,5.27474716095464e-16,2.1347489299353473e-52,1.1394483817779095e-94,5.311929981566286e-93,3.921601450717289e-32,1.887540406956209e-32,4.4350941405999574e-18,9.366643873286916e-62,4.3223602706989244e-66,1.1457024521160117e-31,5.6223291951779804e-33,9.981775585991401e-67,2.345485140095315e-34,2.3377456278838393e-49,3.563904472990037e-59,2.0848597618891424e-97,1.590584716064626e-64,1.3384091286779551e-96,5.907630507320421e-139
6.786878791854541e-23,0.135789383521573,0.0,0.3371650392840653,0.03107511026318442,0.31940968187635405,0.35048479213953815,0.20701222018021492,0.09201819554070582,1.0032683696632673e-110,2.619040405909302e-50,3.168046586008018e-16,2.418983810258035e-45,4.1764502737505526e-78,8.903834488694642e-79,1.0086914832550961e-32,9.962467745011033e-54,1.157895682899794e-37,1.7516083956085273e-57,1.1730935501244402e-32,2.3267644512548144e-21,6.809863568139962e-93,1.1811890005180736e-17,5.9333677950515625e-58,4.735974365178993e-49,6.748860595585215e-85,3.1680699828895006e-16,1.5536517237242443e-72,1.6222865107572024e-16,5.545071294332953e-17,4.78069988829118e-17,4.4052199842526576e-17,3.6488012499509806e-17,1.7744228142658232e-17,1.59906541674344e-17,4.8421858799281815e-29,1.0623336177248664e-15,3.2610969940656964e-40,1.925073798491153e-28,3.1074652887486736e-28,4.656729635417097e-18,1.7514245999894035e-17,4.0705682381823085e-29,6.006150819608489e-36,1.079063923222854e-40,1.5740347881891328e-60,1.1307122778106248e-40,4.0402243292707386e-50,4.104730113724293e-48,3.1071016006661203e-31,4.262734693008747e-83,1.2478336617727824e-17,7.512963638603964e-18,1.6236373503936401e-46,2.4418258900156843e-85,7.048351974854028e-18,1.0551784702786781e-15,3.4175847395022905e-51,2.9207587419425438e-92,1.3616863742377974e-90,1.5691513925311634e-31,7.552620263149316e-32,8.872114071108665e-18,2.9991751466030033e-60,1.384118649633218e-64,4.5843021550165995e-31,2.2496640203639e-32,3.1963819153888777e-65,9.38499569645892e-34,1.8709069909224848e-48,5.705563482942218e-58,5.344432513846437e-95,5.092929918435908e-63,3.430198349048001e-94,2.424208609516179e-135
1.3575230750366746e-22,0.135789383521573,0.0,0.3371650392840649,0.03107511026318441,0.3194096818763529,0.3504847921395367,0.20701222018021487,0.09201819554070566,3.2118054847657027e-109,2.095762940794415e-49,6.336780831357443e-16,1.9355608762785982e-44,3.3422117608775947e-77,2.8501057875245375e-77,4.0354227966693686e-32,7.971487846027864e-53,4.632336707988101e-37,1.401641591331705e-56,4.6931380731339985e-32,4.654033952314546e-21,2.1799710539732987e-91,2.3626343910948462e-17,4.747896332914718e-57,3.7894990522286126e-48,2.160301459679733e-83,6.336827630198971e-16,2.4865592921496864e-71,3.244925156540524e-16,1.1091346207154557e-16,9.562437480323756e-17,8.811396169872229e-17,7.298394512257815e-17,3.54923078660662e-17,3.198477928171512e-17,1.9371896562200895e-28,2.1248978266408945e-15,2.6093730699300906e-39,7.701548726777222e-28,1.2431884614724398e-27,9.314470065437537e-18,3.503229365935489e-17,1.6284921144528125e-28,4.805832524755876e-35,8.635484627901752e-40,5.039230761404819e-59,4.523585382851643e-40,3.2327933120766832e-49,3.284410493109852e-47,1.2430429625719062e-30,2.7293491778855333e-81,2.4959381795606407e-17,1.5027558048121178e-17,1.299156567620956e-45,1.563675461454295e-83,1.40982338719947e-17,2.110585978645099e-15,5.469725265254023e-50,7.481972999805041e-90,3.488550229168433e-88,6.277627340150771e-31,3.02153990242687e-31,1.774615393215116e-17,9.600319127690604e-59,4.431249753627343e-63,1.834019373835815e-30,9.000120974700904e-32,1.0233132194749711e-63,3.754609392965403e-33,1.497009848914991e-47,9.131555503158544e-57,1.3692081841228519e-92,1.630227158015768e-61,8.786265987651137e-92,9.938669001929798e-132
2.715193466739116e-22,0.135789383521573,0.0,0.337165039284064,0.03107511026318439,0.31940968187635055,0.3504847921395339,0.20701222018021476,0.09201819554070534,1.0290985306882009e-107,1.6768226249770625e-48,1.2674249322056193e-15,1.548598248428607e-43,2.6771347805928766e-76,9.121744780353503e-76,1.614300526677412e-31,6.3777958049296215e-52,1.853085489212423e-36,1.1214552403350538e-55,1.8774080146554987e-31,9.308572954434004e-21,6.977211190713387e-90,4.7255251722483335e-17,3.7987979637903804e-56,3.0318870965584057e-47,6.914030577419099e-82,1.2674342924817848e-15,3.9790681872093775e-70,6.490202447817083e-16,2.2183896032200485e-16,1.9125912665201876e-16,1.7623748540924537e-16,1.4597581036658817e-16,7.098846731572903e-17,6.397302950894382e-17,7.749389278527733e-28,4.250026244472925e-15,2.0876966670183867e-38,3.080870215149626e-27,4.973158566568292e-27,1.862995092619622e-17,7.006838897803202e-17,6.514496691856973e-28,3.8450299959917208e-34,6.911177892394841e-39,1.6132927775273263e-57,1.8095814155437324e-39,2.5864802121459873e-48,2.6277790210487267e-46,4.972576523714376e-30,1.7471672408367783e-79,4.9921472151361474e-17,3.00567468658262e-17,1.039423939590471e-44,1.0012539270489819e-81,2.8197997666275847e-17,4.2214009953779055e-15,8.752832378576459e-49,1.916003656379501e-87,8.935524223659652e-86,2.511255304620095e-30,1.2087143274513652e-30,3.549423365433647e-17,3.0725749526609756e-57,1.4186692159608125e-61,7.336674561519842e-30,3.6003413894002217e-31,3.276102847737055e-62,1.501965988864455e-32,1.1977215937401235e-46,1.4612612297934306e-55,3.5070708753890785e-90,5.217510377586662e-60,2.249918959366803e-89,4.0727457842873934e-128
5.430534250143998e-22,0.135789383521573,0.0,0.3371650392840623,0.031075110263184345,0.31940968187634594,0.35048479213952816,0.20701222018021453,0.09201819554070469,3.3093774397680857e-106,1.3415430141012319e-47,2.5349186303453306e-15,1.2389384210076487e-42,2.1524777167231062e-75,2.919183352020977e-74,6.457465139479464e-31,5.102478873588479e-51,7.412643579624063e-36,8.972209826423022e-55,7.509937640261125e-31,1.861765095867291e-20,2.232916214192665e-88,9.451306734555073e-17,3.0392307417577103e-55,2.4256248252936217e-46,2.2126603454678016e-80,2.534937351405537e-15,6.366967792292874e-69,1.2980757029209858e-15,4.436899567990322e-16,3.825286303820999e-16,3.524845328228184e-16,2.919595408461018e-16,1.419807862264423e-16,1.2794952995807022e-16,3.0998818468229694e-27,8.500283080136876e-15,1.670236622326717e-37,1.2323982327502283e-26,1.9893443735742013e-26,3.726091265058481e-17,1.401405796144079e-16,2.6059031736740538e-27,3.0761682983691776e-33,5.532619718598217e-38,5.166072995307623e-56,7.238620178220771e-39,2.0692823948185245e-47,2.1023235350301356e-45,1.989111547051233e-29,1.1183098548242612e-77,9.984565286286329e-17,6.011512449591868e-17,8.315786280252426e-44,6.4123359988364405e-80,5.63975252548374e-17,8.443031028843385e-15,1.4005549453076934e-47,4.905761287598286e-85,2.2888628527731186e-83,1.0045429970160931e-29,4.835054050109602e-30,7.09903930991084e-17,9.832992349000516e-56,4.5429758658645567e-60,2.934789242094732e-29,1.4401951577549887e-30,1.049070984496066e-60,6.008108428298702e-32,9.582227632487458e-46,2.338187861249872e-54,8.983473224873704e-88,1.66972868725566e-58,5.760605302764814e-87,1.6685791419223726e-124
1.086121581695376e-21,0.135789383521573,0.0,0.33716503928405883,0.031075110263184255,0.31940968187633667,0.3504847921395168,0.2070122201802141,0.09201819554070338,1.0797139679075269e-104,1.0732683779653637e-46,5.069906026624597e-15,9.911746664798821e-42,1.7564469522597891e-74,9.341746778603638e-73,2.583038829196993e-30,4.0820800020601487e-50,2.9651177574789846e-35,7.177995029568242e-54,3.004036173484351e-30,3.7235806967150673e-20,7.145665716308047e-87,1.8902869859167608e-16,2.4314615440447255e-54,1.9405459206624848e-45,7.080786015071072e-79,5.069943469252946e-15,1.0187515436563214e-67,2.5961866187354066e-15,8.873919496575217e-16,7.650676379723372e-16,7.049786276200716e-16,5.839270017711033e-16,2.839654240934192e-16,2.559025308349991e-16,1.2399779664137458e-26,1.700079675146435e-14,1.3362210142692405e-36,4.9296932263043705e-26,7.957539390505092e-26,7.45228361108468e-17,2.8028496088324637e-16,1.0423812463125751e-26,2.4609902861721017e-32,4.4316648351809404e-37,1.65521555266994e-54,2.895506960148281e-38,1.6554651987233882e-46,1.6818990558939048e-44,7.956608066204422e-29,7.157576121723643e-76,1.996940142858335e-16,1.2023187973483332e-16,6.652786934582246e-43,4.1087376374670565e-78,1.127965804319575e-16,1.6886291095773807e-14,2.2409693278333936e-46,1.2559762666740398e-82,5.865078851217807e-81,4.0182537398617095e-29,1.9340609690755338e-29,1.419827119902574e-16,3.1466753333023834e-54,1.4556543984165389e-58,1.1739395807601239e-28,5.760897837131462e-30,3.361235130281542e-59,2.403292267381982e-31,7.665964063618277e-45,3.741236499189706e-53,2.3019631308944925e-85,5.343332393783421e-57,1.4748190004252117e-84,6.835283578995506e-121
2.1722578950573286e-21,0.135789383521573,0.0,0.3371650392840519,0.031075110263184078,0.31940968187631813,0.350484792139494,0.20701222018021323,0.09201819554070079,3.7200538975368337e-103,8.586282892532652e-46,1.0139880819182504e-14,7.929493053787649e-41,1.515446652202184e-73,2.9894165787543155e-71,1.0332262191854405e-29,3.2657027774318956e-49,1.186059168225302e-34,5.74248689241306e-53,1.2016266929497625e-29,7.447211898410598e-20,2.286666443587511e-85,3.7805996108388924e-16,1.9452000159608666e-53,1.5524551609131756e-44,2.265895191309218e-77,1.0139955704947385e-14,1.6300318279207314e-66,5.192408448507706e-15,1.7747959349922413e-15,1.5301456536731125e-15,1.4099668170950066e-15,1.1678619234850033e-15,5.679347000095744e-16,5.118085325035612e-16,4.9599623226978156e-26,3.4001824094117575e-14,1.0689894982697274e-35,1.971897349870778e-25,3.1830481352778163e-25,1.4904668307731026e-16,5.605737234052701e-16,4.1695575559755174e-26,1.9688111687112805e-31,3.5541164208660516e-36,5.309646295333719e-53,1.158214549617971e-37,1.3243878591826646e-45,1.3455354953091018e-43,3.182675602359231e-28,4.580974498424798e-74,3.993907371316408e-16,2.4046539012758137e-16,5.3222927138645975e-42,2.6355744842224657e-76,2.2559469078618576e-16,3.3772811229632515e-14,3.585616058841257e-45,3.2154290126455333e-80,1.5041407660997988e-78,1.6073178464543788e-28,7.736322577228974e-29,2.8396734977897615e-16,1.006953272790289e-52,4.669998997961786e-57,4.695806091307621e-28,2.3043825763116853e-29,1.0782263078861106e-57,9.613266867514426e-31,6.132844034506197e-44,5.986087140314977e-52,5.903546562423312e-83,1.709898461512836e-55,3.775669821428367e-82,2.7998926091439317e-117
4.344530521781234e-21,0.135789383521573,0.0,0.337165039284038,0.03107511026318372,0.31940968187628105,0.35048479213944844,0.2070122201802115,0.0920181955406956,1.5295549578247568e-101,6.869080661963084e-45,2.0279830404295826e-14,6.343632735208779e-40,1.5652852881816465e-72,9.566225228023212e-70,4.132927313696783e-29,2.612577754747416e-48,4.744260803479564e-34,4.594025861711104e-52,4.806531218789806e-29,1.4894474301801582e-19,7.317418083611237e-84,7.561224860681652e-16,1.5561723251526349e-52,1.2419714984788644e-43,7.2509344790593e-76,2.027998017633474e-14,2.6080744112620965e-65,1.0384852100626139e-14,3.549603904132642e-15,3.060301687155865e-15,2.8199431955665903e-15,2.335731766368392e-15,1.1358732525706913e-15,1.0236205354995027e-15,1.9839950215122849e-25,6.800387877941714e-14,8.551966735862445e-35,7.88762951923778e-25,1.2732257295918372e-24,2.9809437719399487e-16,1.1211512483867042e-15,1.6678236299479613e-25,1.5750511997339776e-30,2.857297962873411e-35,1.7073300611891906e-51,4.632881631150614e-37,1.0595165464273906e-44,1.0764351512961351e-42,1.2730767161395115e-27,2.931863929831657e-72,7.987841828227219e-16,4.809324105727525e-16,4.2578594396652074e-41,1.694355935628596e-74,4.511909114945944e-16,6.75458514973413e-14,5.73703780437059e-44,8.2316643862394785e-78,3.864092572511535e-76,6.429304087019961e-28,3.0945447728773787e-28,5.679366253820968e-16,3.222267191198915e-51,1.5019758014804354e-55,1.878331990216973e-27,9.217577188598749e-29,3.4670636458033663e-56,3.8453263106829504e-30,4.906304340585485e-43,9.57782642647049e-51,1.516603447285535e-80,5.471726428080927e-54,9.665885216092314e-80,1.1468688751621247e-113
8.689075775229045e-21,0.135789383521573,0.0,0.33716503928401026,0.03107511026318301,0.31940968187620694,0.35048479213935735,0.20701222018020804,0.0920181955406852,9.235519070527873e-100,5.495286268825654e-44,4.0559729574512476e-14,5.0749215101159577e-39,2.381602329087165e-71,3.0612068209504036e-68,1.6531762623445803e-28,2.0900684527552232e-47,1.8977091475210742e-33,3.675235228536536e-51,1.922617376740883e-28,2.978899910858323e-19,2.341587461107767e-82,1.5122475360361163e-15,1.2449427850944242e-51,9.935801466056216e-43,2.320310211863216e-74,4.0560029119103375e-14,4.172937847051671e-64,2.076973937515834e-14,7.099219836297289e-15,6.1206137624461835e-15,5.639895950596615e-15,4.6714714499575205e-15,2.271750360608148e-15,2.0472445401266545e-15,7.9360002787980045e-25,1.3600798814998866e-13,6.8415936917586654e-34,3.1550598323668484e-24,5.0929158664514734e-24,5.96189766162395e-16,2.2423062980991204e-15,6.671248482673835e-25,1.2600333679015488e-29,2.3082256531367993e-34,5.516134088213304e-50,1.853157260174981e-36,8.476157071249042e-44,8.611512306882802e-42,5.09231981491057e-27,1.87640579603578e-70,1.5975710742027506e-15,9.61866450101795e-16,3.4062976622759293e-40,1.0940785379757143e-72,9.0238335291122e-16,1.3509193203272461e-13,9.179302182569977e-43,2.107327347839294e-75,9.960859065780993e-74,2.5717281750930457e-27,1.2378210589394091e-27,1.1358751766910704e-15,1.0311212975811227e-49,4.854740350758912e-54,7.51334706828211e-27,3.687040252310892e-28,1.1201576016074913e-54,1.538134440211591e-29,3.92505511664593e-42,1.5324591909200668e-49,3.909500948589487e-78,1.7509606718682232e-52,2.4744884355053394e-77,4.697642216230024e-110
1.7378166282124668e-20,0.135789383521573,0.0,0.3371650392839548,0.031075110263181587,0.31940968187605867,0.35048479213917516,0.20701222018020113,0.09201819554066443,8.511781251154199e-98,4.396237710775143e-43,8.111952791490585e-14,4.0599433449240385e-38,5.519286364490472e-70,9.795885422197086e-67,6.612722518632971e-28,1.6720573190965662e-46,7.59084624237623e-33,2.940193998507269e-50,7.6904792839517655e-28,5.957804872214523e-19,7.493101754580666e-81,3.0244976359696136e-15,9.959561980681469e-51,7.948652962768538e-42,7.425010562441962e-73,8.112012700461636e-14,6.676715585479226e-63,4.153951380540409e-14,1.4198451676161964e-14,1.2241237946326088e-14,1.1279801453004091e-14,9.34295080842519e-15,4.543504588343958e-15,4.094492543922035e-15,3.174404156343333e-24,2.720162068910215e-13,5.473283079635281e-33,1.2620255384446546e-23,2.0371689338752646e-23,1.1923805470393178e-15,4.484616396522142e-15,2.6684523849987853e-24,1.008010061489028e-28,1.8823911814260508e-33,1.7988633738820118e-48,7.41263762554327e-36,6.780934998745783e-43,6.889228805905648e-41,2.0369305159832694e-26,1.2009038321162187e-68,3.195144856954274e-15,1.9237345237146815e-15,2.7250421789739384e-39,7.126070473014564e-71,1.804768235743706e-15,2.7018409310335394e-13,1.4686916871648013e-41,5.394785240643018e-73,2.585157568189644e-71,1.0286925781197006e-26,4.951290546415922e-27,2.2717522797199448e-15,3.29953740507588e-48,1.5844924893058104e-52,3.00534264878702e-26,1.4748179764448201e-27,3.6529394417242927e-53,6.152545618286048e-29,3.1400487493098703e-41,2.4519402836080642e-48,1.0146390394172916e-75,5.603087285115081e-51,6.33471832170734e-75,1.9241680356592366e-106
3.475634729591591e-20,0.135789383521573,0.0,0.3371650392838439,0.03107511026317874,0.3194096818757622,0.3504847921388108,0.2070122201801873,0.09201819554062286,9.83598972268293e-96,3.516993646902809e-42,1.6223912459553274e-13,3.247957143540002e-37,1.5980255417171902e-68,3.1346871092551887e-65,2.645097937381785e-27,1.3376469697235665e-45,3.0363404274281136e-32,2.352157525079069e-49,3.076193667801387e-27,1.1915614794926415e-18,2.397796062116948e-79,6.048997835826988e-15,7.967657464521904e-50,6.358927083970223e-41,2.376006240686623e-71,1.6224032277554511e-13,1.068275695752424e-61,8.307906219062096e-14,2.8396915258032847e-14,2.4482486447283146e-14,2.2559612427208757e-14,1.8685909490518184e-14,9.087013090459163e-15,8.188988529677103e-15,1.2697624765185161e-23,5.440326443726465e-13,4.378629722186103e-32,5.04810536927098e-23,8.148680891491244e-23,2.3847621205536566e-15,8.96923658936095e-15,1.0673413137304098e-23,8.063796436293811e-28,1.5632037846023148e-32,5.972014586466615e-47,2.9650562627993407e-35,5.424750875675302e-42,5.5114010631049955e-40,8.14772724353927e-26,7.68579772747836e-67,6.390292422423186e-15,3.84747064915966e-15,2.1800353707273458e-38,4.719334066349341e-69,3.609538001405615e-15,5.403684152440634e-13,2.3499093771861864e-40,1.3810685126338938e-70,6.798056864932115e-69,4.11477292883734e-26,1.9805174895582186e-26,4.543506487421408e-15,1.055815678023341e-46,5.2685917764026635e-51,1.202137823799723e-25,5.899275657975102e-27,1.2127327554407588e-51,2.4610198392465547e-28,2.5120408591496545e-40,3.923108941802075e-47,2.6681447456390806e-73,1.7929900272863314e-49,1.6216914633742744e-72,7.881420503526496e-103
6.95127093234984e-20,0.135789383521573,0.0,0.33716503928362207,0.031075110263173045,0.3194096818751692,0.35048479213808204,0.20701222018015966,0.09201819554053975,1.2251163971385975e-93,2.813596308825637e-41,3.2447831795614737e-13,2.59836672245863e-36,4.979166831749609e-67,1.0031004781363665e-63,1.0580453092634278e-26,1.0701181682591926e-44,1.214536557081405e-31,1.881726950572709e-48,1.2304778570223557e-26,2.3831234640348146e-18,7.672952999817914e-78,1.2097998235503259e-14,6.374129123607768e-49,5.087143549130365e-40,7.603224542108529e-70,3.244807143170138e-13,1.709242073772309e-60,1.661581570599563e-13,5.679384203034074e-14,4.896498398198756e-14,4.511923425317693e-14,3.737182671533475e-14,1.8174030281263907e-14,1.6377980413844474e-14,5.0790515741677794e-23,1.0880655193341334e-12,3.502905093939896e-31,2.019242794417443e-22,3.259473372912156e-22,4.769525314624304e-15,1.7938476959009614e-14,4.2690440949892716e-23,6.45057552949164e-27,1.3422175104387847e-31,2.0490443146301725e-45,1.1860223442770703e-34,4.339800479108369e-41,4.409144750599238e-39,3.2590919329894416e-25,4.9189147822946225e-65,1.2780587553224469e-14,7.694942812926437e-15,1.7440289602234633e-37,3.223418803844974e-67,7.219077532717178e-15,1.0807370595232854e-12,3.75985716922479e-39,3.535539889331391e-68,1.8324761864346052e-66,1.6459096949604816e-25,7.922072571093208e-26,9.087014909399188e-15,3.37837182334556e-45,1.812791516524625e-49,4.808552823686484e-25,2.3597110145516305e-26,4.160978854615227e-50,9.844082704397985e-28,2.009633426885414e-39,6.276977978972675e-46,7.192220939386398e-71,5.737571405327415e-48,4.1515347113994795e-70,3.22823561960239e-99
1.3902543337866336e-19,0.135789383521573,0.0,0.33716503928317837,0.031075110263161655,0.3194096818739832,0.3504847921366245,0.20701222018010434,0.09201819554037352,1.7986111944425354e-91,2.2508776035654385e-40,6.489567046748197e-13,2.078693813955109e-35,1.8297389673604634e-65,3.2099224906917843e-62,4.2322282836969554e-26,8.56095006322159e-44,4.858147000662271e-31,1.5053819326615722e-47,4.921912200353585e-26,4.766247433118343e-18,2.45534585610703e-76,2.4195999034701888e-14,5.099304559679496e-48,4.069715586408114e-39,2.433032581639579e-68,6.489614973983959e-13,2.7347880829936656e-59,3.3231633919423366e-13,1.1358769400922109e-13,9.7929981182585e-14,9.023847741534861e-14,7.474366060749021e-14,3.634806540917065e-14,3.275596383280814e-14,2.031620995387281e-22,2.176131269250054e-12,2.8023246220331357e-30,8.07697249980545e-22,1.303789540526691e-21,9.539051890933494e-15,3.5876957634191124e-14,1.7073599502410987e-22,5.159719113103894e-26,1.2203900450904729e-30,7.439951587521116e-44,4.744085831140548e-34,3.4718381145315195e-40,3.5273520625791187e-38,1.3036369800323013e-24,4.1596709612979213e-63,2.5561177814280862e-14,1.5389886791967297e-14,1.395223453820086e-36,3.131339744949249e-65,1.443815659529129e-14,2.161474348072942e-12,6.015773278643511e-38,1.956366710640493e-65,1.2001231399743741e-63,6.583639827922715e-25,3.168829607710155e-25,1.8174031779654157e-14,1.080925496359778e-43,6.612549762588882e-48,1.9234214351060164e-24,9.438845568307908e-26,1.5108247148541418e-48,3.9376338820789345e-27,1.6077070304302158e-38,1.0043168027588993e-44,4.710322769791099e-68,1.836023357742957e-46,1.609556139653528e-67,4.427346683115664e-95
2.780508814889933e-19,0.135789383521573,0.0,0.337165039282291,0.03107511026313888,0.3194096818716113,0.35048479213370937,0.2070122201799937,0.09201819554004106,2.313759676204991e-89,1.8007023054278546e-39,1.2979134781019375e-12,1.6629552782593183e-34,5.8788067027618454e-64,1.0271753478983861e-60,1.6929285315105732e-25,6.84876569299871e-43,1.943258954825229e-30,1.2043056950098927e-46,1.9687650285626367e-25,9.532495371282123e-18,7.857108173395302e-75,4.83920006324835e-14,4.079444152055976e-47,3.255772758883235e-38,7.785705404928008e-67,1.2979230635549386e-12,4.375661533566213e-58,6.646326730452181e-13,2.2717539170404033e-13,1.9585998410865254e-13,1.8047696178063352e-13,1.4948732616189066e-13,7.269613865017292e-14,6.551192927325135e-14,8.1264849698097535e-22,4.352262769053683e-12,2.2418599490776753e-29,3.2307892873751092e-21,5.215158449600181e-21,1.9078105796223495e-14,7.175391872809092e-14,6.827377542813357e-22,4.1265885314079984e-25,1.2107995509005667e-29,2.9456758834109825e-42,1.8976310488047954e-33,2.777466161364927e-39,2.821938857799476e-37,5.214548331576319e-24,2.672305561763178e-61,5.1122358334208873e-14,3.077977335607835e-14,1.1161789096150292e-35,2.491196771929704e-63,2.887631472024346e-14,4.322948925137105e-12,9.625238933185743e-37,5.018812901899568e-63,3.816395191611804e-61,2.6334561417688977e-24,1.2675320042992303e-24,3.6348065625361764e-14,3.4579781079867794e-42,2.6352346623550502e-46,7.693686351157752e-24,3.7755385352457817e-25,5.981754203041282e-47,1.5750538175653743e-26,1.2861657288657828e-37,1.6069072345317217e-43,1.497885274128805e-65,5.875275411486165e-45,4.12593229898205e-65,1.8168488227075075e-91
5.561017777096531e-19,0.135789383521573,0.0,0.3371650392805163,0.031075110263093324,0.31940968186686736,0.35048479212787914,0.20701222017977247,0.09201819553937614,2.962097910821662e-87,1.4405619333301025e-38,2.595827024915264e-12,1.3303643977654274e-33,1.8814550578147018e-62,3.2869613365759173e-59,6.772010812515466e-25,5.4790208202669234e-42,7.773036129165398e-30,9.634446155589801e-46,7.875060362839851e-25,1.9064991247596578e-17,2.5142748448951883e-73,9.678400382558416e-14,3.263555523361759e-46,2.604618308473588e-37,2.4914258988810007e-65,2.595846195843138e-12,7.001058898518519e-57,1.3292652190769275e-12,4.543507620419159e-13,3.9172002406135633e-13,3.6095392267496967e-13,2.9897464835105e-13,1.4539229707292945e-13,1.3102385456420198e-13,3.250594391031766e-21,8.704525768548089e-12,1.793488112154748e-28,1.2923157908587906e-20,2.086063361155613e-20,3.815621661749052e-14,1.4350783989003758e-13,2.7293022797609825e-21,3.2993731055821815e-24,1.3435064759101733e-28,1.3038473448021866e-40,7.590497135374597e-33,2.2219660379684845e-38,2.2576422288210156e-36,2.085819413139177e-23,1.7103769150827717e-59,1.0224471936532512e-13,6.155954090841881e-14,8.929432379985021e-35,2.2086528130703468e-61,5.77526309693636e-14,8.64589807912483e-12,1.5400384414306517e-35,1.2848269020844783e-60,1.3546515467623264e-58,1.0533824996144336e-23,5.070128702511876e-24,7.26961337375677e-14,1.1059238284907972e-40,1.1752995627904502e-44,3.077474662186487e-23,1.510215480404698e-24,2.6477051413481543e-45,6.300216637087904e-26,1.0289326072258255e-36,2.5710521473836198e-42,5.316839048798077e-63,1.8800881448080766e-43,1.056244265844599e-62,7.44186726999815e-88
