Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202)
1.2395783967667845e-22,0.11302162890393913,0.0,0.28063270456848016,0.031075110263184415,0.31940968187635504,0.3504847921395394,0.20701222018021487,0.09201819554070571,0.0,5.505449871860328e-52,7.305355610347557e-17,8.960744577864001e-49,0.0,6.607143720779082e-87,1.7033571471454622e-34,2.9254004764873203e-56,1.747382618534454e-39,2.1096463147419277e-60,1.743730756448434e-33,3.3668171316723007e-23,4.064859083048707e-98,1.7183028355462287e-19,1.0067935132315861e-61,6.566602337865677e-57,7.027361556105349e-94,7.305358977164867e-17,1.8640428000439721e-75,2.7032071999923307e-16,9.239722175040329e-17,6.480641412888331e-17,7.340394129075562e-17,6.079977701208379e-17,2.9567110960942963e-17,1.4829936641381257e-17,7.090572789508943e-29,1.706404921133258e-19,4.527645588647056e-40,2.135114975436562e-28,4.978854127758376e-28,1.189791469940097e-21,2.918389296614321e-17,1.8674297038559712e-29,9.923338281415987e-36,2.9099800859169585e-41,2.4494984355293933e-60,5.238092604511424e-42,3.4201305758633155e-51,1.2564353162777304e-49,1.1942591306148358e-31,3.2074432960538035e-83,2.0792584519410703e-17,1.2518810498063926e-17
2.480233751306607e-22,0.11302162890393913,0.0,0.2806327045684795,0.031075110263184397,0.31940968187635493,0.35048479213953926,0.20701222018021478,0.09201819554070545,0.0,4.4088250138059097e-51,1.4617058184735352e-16,7.175863145923596e-48,0.0,2.1168966826322003e-85,6.817868836898042e-34,2.342099158544912e-55,6.994084284665302e-39,1.689428050241207e-59,6.979467319290119e-33,6.736559386829979e-23,1.3027020087040363e-96,3.4380985493161936e-19,8.062513560536822e-61,5.25727574198441e-56,2.2515324558210475e-92,1.4617064921295066e-16,2.9859374058626585e-74,5.408762972436987e-16,1.8487471910415506e-16,1.296691327040023e-16,1.4687165663925487e-16,1.216523774605495e-16,5.915991011658739e-17,2.967275767520446e-17,2.8380769724368173e-28,3.414292383467613e-19,3.624869473288235e-39,8.546024171984603e-28,1.9928391778888935e-27,2.380616703339452e-21,5.839314118243661e-17,7.474581504889791e-29,7.944700458145256e-35,2.333785624884901e-40,7.861439837728028e-59,2.0966021259028462e-41,2.7381840437795753e-50,1.0059359064506777e-48,4.780148851575587e-31,2.0563764721782802e-81,4.160323383856347e-17,2.504849745999165e-17
4.961544460386252e-22,0.11302162890393913,0.0,0.28063270456847816,0.03107511026318436,0.31940968187635466,0.350484792139539,0.20701222018021462,0.09201819554070491,0.0,3.528846930443236e-50,2.9240463333510865e-16,5.743598930889159e-47,0.0,6.77825154174107e-84,2.728036540787132e-33,1.8743911523912592e-54,2.798544735532512e-38,1.3522271740497051e-58,2.792696045431451e-32,1.3476043897145328e-22,4.171764455728535e-95,6.877689976856052e-19,6.453278626542016e-60,4.2074201418358314e-55,7.209352160266128e-91,2.9240476809555296e-16,4.780276807305633e-73,1.0819874516524819e-15,3.6982971380567084e-16,2.5939456986333623e-16,2.938070873340947e-16,2.4335757835295286e-16,1.1834550843084996e-16,5.935839974039792e-17,1.1356004656475964e-27,6.830067308139786e-19,2.9009972504970007e-38,3.419522840013284e-27,7.973952504417099e-27,4.762267353375825e-21,1.1681163761491063e-16,2.9908030320173676e-28,6.3581685503810445e-34,1.8741916885406487e-39,2.5257734275196402e-57,8.389139436493847e-41,2.1913794207008086e-49,8.050640993829473e-48,1.912682183851706e-30,1.3172381742404486e-79,8.322453247682652e-17,5.010787138230644e-17
9.924165878545542e-22,0.11302162890393913,0.0,0.2806327045684755,0.031075110263184286,0.3194096818763541,0.35048479213953837,0.20701222018021426,0.09201819554070383,0.0,2.823792486695654e-49,5.848727363106154e-16,4.59604279452285e-46,0.0,2.169711149887723e-82,1.0913930054954045e-32,1.4997977295610708e-53,1.1196001245023706e-37,1.0820556996808286e-57,1.1172602676156554e-31,2.6955012917775997e-22,1.3354637235363671e-93,1.3756872831935491e-18,5.163930331739936e-59,3.366578175947095e-54,2.3077061023671402e-89,5.848730058607507e-16,7.650665185185829e-72,2.164209760149457e-15,7.397397031847515e-16,5.188454442183882e-16,5.876779487151396e-16,4.867679801196478e-16,2.3671670507127e-16,1.1872968386097305e-16,4.5431413214290214e-27,1.3661617157497985e-18,2.3212385633616615e-37,1.3680318019776298e-26,3.190100234070862e-26,9.525569386399223e-21,2.336486304794074e-16,1.1965134183852666e-27,5.087490670035623e-33,1.5099662828819828e-38,8.139771976373843e-56,3.3562020282672973e-40,1.7534364767479192e-48,6.441777379566441e-47,7.651974199246386e-30,8.43402929553561e-78,1.664671297531827e-16,1.0022661922077347e-16
1.9849408714864122e-21,0.11302162890393913,0.0,0.28063270456847017,0.031075110263184137,0.319409681876353,0.3504847921395372,0.20701222018021354,0.09201819554070166,0.0,2.25932000120998e-48,1.1698089422616155e-15,3.677299752374218e-45,0.0,6.944157025692046e-81,4.3659333269965994e-32,1.1999521453992075e-52,4.478764984544285e-37,8.657541573010433e-57,4.46940479523582e-31,5.391295095903723e-22,4.274282642270251e-92,2.7515238542093248e-18,4.1316673014480754e-58,2.693522763610137e-53,7.385810290668675e-88,1.1698094813911188e-15,1.2242842421973476e-70,4.3286543758610415e-15,1.4795596818471087e-15,1.0377471930740283e-15,1.1754196714426905e-15,9.735887835805897e-16,4.734590983996899e-16,2.3747225206287633e-16,1.817404431005966e-26,2.7324716856269805e-18,1.857167174773721e-36,5.472572571673585e-26,1.2761439473044588e-25,1.9052176384248633e-20,4.673226162065961e-16,4.786422847156753e-27,4.0703626689219285e-32,1.2246142809181159e-37,2.6402085684102907e-54,1.3425900612510735e-39,1.4028823633448517e-47,5.1539322940071494e-46,3.0610387902048474e-29,5.3989646371476604e-76,3.329523243052153e-16,2.0046411487305722e-16
3.969989438750128e-21,0.11302162890393913,0.0,0.28063270456845946,0.03107511026318384,0.3194096818763508,0.3504847921395349,0.2070122201802121,0.09201819554069733,0.0,1.8075704126927781e-47,2.3396813541635617e-15,2.942026019967887e-44,0.0,2.2223084625867127e-79,1.746449195363599e-31,9.600073458873047e-52,1.79157889372027e-36,6.9264716753940155e-56,1.7878346656273146e-30,1.0782882704155926e-21,1.36789825549075e-90,5.503196996240429e-18,3.3055430683517366e-57,2.154927698361893e-52,2.3636492533445494e-86,2.3396824324517455e-15,1.958997049195101e-69,8.657543602154745e-15,2.959199638788606e-15,2.0755506913674543e-15,2.350903116759636e-15,1.9472303902126807e-15,9.46943885246848e-16,4.749573883096943e-16,7.269913540497914e-26,5.465091625403513e-18,1.485804273321024e-35,2.1891181046759007e-25,5.104783502522493e-25,3.8105402107157896e-20,9.346705876537535e-16,1.914630764305177e-26,3.256418612364824e-31,1.0061813711991195e-36,8.67384489351533e-53,5.370578684128108e-39,1.1223591529386096e-46,4.123357205016166e-45,1.2244653399560104e-28,3.455716899212195e-74,6.659227134065615e-16,4.009391060790236e-16
7.94008657327756e-21,0.11302162890393913,0.0,0.28063270456843803,0.031075110263183246,0.31940968187634644,0.35048479213953015,0.2070122201802092,0.09201819554068867,0.0,1.4461020962407214e-46,4.679426177967241e-15,2.353695305474554e-43,0.0,7.111705408683979e-78,6.985977320574041e-31,7.680241969179034e-51,7.166461377281687e-36,5.541352712461461e-55,7.151484160070714e-30,2.1566057920660153e-21,4.377478924434995e-89,1.1006543280300853e-17,2.6445181481128305e-56,1.723994583362536e-51,7.564018818173111e-85,4.679428334572561e-15,3.1345090926710678e-68,1.73153220342243e-14,5.918479551138735e-15,4.151157690282888e-15,4.701870006840902e-15,3.894513602317694e-15,1.8939134597024395e-15,9.49927660175377e-16,2.9080245814055023e-25,1.093033150504525e-17,1.1886716329729664e-34,8.756650574546236e-25,2.0419549432548527e-24,7.621190046181825e-20,1.8693665305191885e-15,7.658548617156789e-26,2.605154948578093e-30,8.472737217214816e-36,2.9194363161101217e-51,2.14827510744909e-38,8.97908606476887e-46,3.298781838155809e-44,4.897961009336794e-28,2.2117802733579658e-72,1.331863491598378e-15,8.018890880965517e-16
1.5880280842332424e-20,0.11302162890393913,0.0,0.2806327045683952,0.03107511026318206,0.31940968187633767,0.3504847921395208,0.20701222018020343,0.09201819554067135,0.0,1.1568999837063184e-45,9.358915825573736e-15,1.882986040633669e-42,0.0,2.2758178949409995e-76,2.7944500810031083e-30,6.144267943454433e-50,2.866613711652267e-35,4.4331523198979504e-54,2.8606227637238366e-29,4.3132408353667896e-21,1.4008259777912345e-87,2.201323584841454e-17,2.115647996373595e-55,1.3792304425230572e-50,2.420564460911705e-83,9.358920138812442e-15,5.0153056011754595e-67,3.463087881629199e-14,1.1837039369707528e-14,8.302371697428087e-15,9.40380378479294e-15,7.78908002189105e-15,3.78785261165872e-15,1.899868201394929e-15,1.1632216663954078e-24,2.1860811264683414e-17,9.509485925145302e-34,3.5026958618310724e-24,8.167902849013383e-24,1.5242508480650671e-19,3.738758416134542e-15,3.063346408491165e-25,2.0840818511934167e-29,7.455199027837037e-35,1.0262024883391437e-49,8.59318726023864e-38,7.18335364895804e-45,2.639082338078665e-43,1.959204333807167e-27,1.415578243017217e-70,2.6637450479385077e-15,1.6037890505539894e-15
3.176066938044215e-20,0.11302162890393913,0.0,0.2806327045683095,0.031075110263179686,0.31940968187632013,0.350484792139502,0.2070122201801919,0.09201819554063671,0.0,9.255273097061005e-45,1.871789512078329e-14,1.5064007510983068e-41,0.0,7.282868603177372e-75,1.1178102967050092e-29,4.9154458402913384e-49,1.146651316834709e-34,3.5465499161037398e-53,1.144254925393939e-28,8.626510921968056e-21,4.482695484785768e-86,4.40266209846133e-17,1.6925317883542392e-54,1.1034203535878084e-49,7.746084385236633e-82,1.87179037472852e-14,8.024561804538914e-66,6.926199205214169e-14,2.3674158982319242e-14,1.6604799748975836e-14,1.8807671331855037e-14,1.5578212842491066e-14,7.575730927751678e-15,3.7997492737867765e-15,4.652910338845882e-24,4.3721770785378504e-17,7.607633889108127e-33,1.40108547158786e-23,3.267177747488852e-23,3.0485220403735482e-19,7.477542186903173e-15,1.225261442187431e-24,1.6671684362204467e-28,7.047186294054627e-34,3.872406033432599e-48,3.4372919207502504e-37,5.746716297553292e-44,2.111318114357111e-42,7.83685719549097e-27,9.059825139502679e-69,5.327508160444751e-15,3.2075889691583906e-15
6.35214464566616e-20,0.11302162890393913,0.0,0.2806327045681382,0.03107511026317494,0.31940968187628505,0.3504847921394645,0.20701222018016885,0.09201819554056744,0.0,7.404247768719608e-44,3.743585371118863e-14,1.2051253683315057e-40,0.0,2.330645127956248e-73,4.4714491527152815e-29,3.9323720474248777e-48,4.5866169317118194e-34,2.837251156999613e-52,4.577031340925605e-28,1.7253051095169453e-20,1.4344709321236812e-84,8.805339125689638e-17,1.3540307872057515e-53,8.827860254146338e-49,2.4788891694162994e-80,3.7435870964202705e-14,1.2839357160380864e-64,1.3852421721069843e-13,4.7348398109439235e-14,3.320965600110105e-14,3.761540639061131e-14,3.1156478409504335e-14,1.5151487608659172e-14,7.599511378381453e-15,1.8611688745957115e-23,8.744368983244376e-17,6.08612517756659e-32,5.604356143471155e-23,1.3068744146670802e-22,6.09709444664971e-19,1.4955109726592154e-14,4.900391528978592e-24,1.333567635918745e-27,7.370234963121591e-33,1.615765053179289e-46,1.3749198934175966e-36,4.597385541704293e-43,1.6891225738437015e-41,3.134750850218595e-26,5.7983278982155645e-67,1.0655034384761184e-14,6.415188781125299e-15
1.270430006091005e-19,0.11302162890393913,0.0,0.2806327045677956,0.031075110263165444,0.3194096818762149,0.35048479213938943,0.20701222018012275,0.0920181955404289,0.0,5.923409931418182e-43,7.48717708919443e-14,9.641022016469876e-40,0.0,7.458824437103589e-72,1.7887391520538198e-28,3.1459082375312063e-47,1.8346491055614584e-33,2.2698054152543487e-51,1.8308148638549136e-27,3.450613144156772e-20,4.5903203860261915e-83,1.7610693180100465e-16,1.083226772377283e-52,7.063052656838273e-48,7.933297885905577e-79,7.487180539792565e-14,2.0543018071044603e-63,2.7704866227524144e-13,9.46968759712654e-14,6.641936910147249e-14,7.523087636665214e-14,6.231300924678378e-14,3.0303001165360465e-14,1.5199035426814737e-14,7.444685011663242e-23,1.7488752794927445e-16,4.86890737926344e-31,2.241745311516063e-22,5.227504242713529e-22,1.2194359345839843e-18,2.991024479857698e-14,1.9596259434402754e-23,1.0665820794930192e-26,8.66711957277286e-32,7.5797467995275e-45,5.4996836224702587e-36,3.6779121615131806e-42,1.3514007554497807e-40,1.2539019344552528e-25,3.710942601095597e-65,2.131008683060982e-14,1.2830388304091533e-14
2.5408610891397833e-19,0.11302162890393913,0.0,0.2806327045671103,0.031075110263146456,0.31940968187607455,0.35048479213923933,0.20701222018003052,0.0920181955401518,0.0,4.738732631702944e-42,1.4974360525323546e-13,7.712825241062327e-39,0.0,2.3873016148185054e-70,7.156217940885295e-28,2.5167379490739054e-46,7.338601087998193e-33,1.815846128066167e-50,7.323264107288483e-27,6.901229213434613e-20,1.4689046680473626e-81,3.522140128873899e-16,8.665822749471574e-52,5.651652680203873e-47,2.539191780349155e-77,1.497436742649233e-13,3.286886619189191e-62,5.540975313940472e-13,1.893938301252625e-13,1.3283879768674482e-13,1.5046181575284702e-13,1.246260697343544e-13,6.060602905830828e-14,3.039808288065705e-14,2.977875935446191e-22,3.4977520427373665e-16,3.895128815203279e-30,8.966986975860802e-22,2.0910029760666488e-21,2.4389369490784175e-18,5.982051491297407e-14,7.834246716568875e-23,8.528288396538344e-26,1.1363881119773763e-30,3.966328439244843e-43,2.1998725429135305e-35,2.942329624012084e-41,1.0812823213772571e-39,5.015610926251248e-25,3.138156348901362e-63,4.2620191711170156e-14,2.566078694615369e-14
5.08172325523734e-19,0.11302162890393913,0.0,0.2806327045657398,0.03107511026310848,0.3194096818757939,0.3504847921389391,0.20701222017984608,0.0920181955395976,0.0,3.7909879799697135e-41,2.9948727397493724e-13,6.170263243929119e-38,0.0,7.642409258659263e-69,2.8634919953935945e-27,2.0134062936163666e-45,2.9354413683470524e-32,1.4526776207969328e-49,2.929306570806931e-26,1.3802461351983046e-19,4.700498368976579e-80,7.044281750528349e-16,6.932661627751279e-51,4.52325400336876e-46,8.128832347141516e-76,2.9948741199712583e-13,5.259021568682849e-61,1.1081951855905502e-12,3.7878773215463615e-13,2.656776643956021e-13,3.0092369226168963e-13,2.4925218596154264e-13,1.2121208796238456e-13,6.079617521624495e-14,1.1911507828333868e-21,6.995505572858645e-16,3.1161042440566126e-29,3.586795953563834e-21,8.364014159542367e-21,4.878131116702757e-18,1.1964105502347797e-13,3.130295235216921e-22,6.815644239197165e-25,1.6168858724924751e-29,2.253887818890945e-41,8.799475563305215e-35,2.3538636320923543e-40,8.652832363964839e-39,2.006245007940983e-24,2.0160529839052585e-61,8.524040142774306e-14,5.1321582614796874e-14
1.0163447587432453e-18,0.11302162890393913,0.0,0.28063270456299877,0.031075110263032522,0.31940968187523255,0.3504847921383387,0.20701222017947718,0.09201819553848921,0.0,3.0327911337855304e-40,5.989746114148186e-13,4.936211815452459e-37,0.0,2.447516973731442e-67,1.1461976868546599e-26,1.61074963381575e-44,1.174176733966036e-31,1.1621423839729432e-48,1.1717228119151174e-25,2.760492562905091e-19,1.5041600270633645e-78,1.4088564993544225e-15,5.546130673456647e-50,3.621692166068799e-45,2.603411939273391e-74,5.989748874543595e-13,8.414436878583018e-60,2.2163901578192245e-12,7.575755110989026e-13,5.313554359683427e-13,6.018474362251867e-13,4.985043994241087e-13,2.4242421824325817e-13,1.2159234959903622e-13,4.7646041286327855e-21,1.3991012647629333e-15,2.4928839154678596e-28,1.434718627875744e-20,3.3456058727253285e-20,9.757288006572021e-18,2.3928213477132477e-13,1.2494030039570531e-21,5.4413668479319664e-24,2.4225875831042756e-28,1.3495722481578468e-39,3.5197792103384305e-34,1.883106064122925e-39,6.926367996264543e-38,8.024981304679146e-24,1.2903507053514332e-59,1.7048082068269737e-13,1.0264316749015948e-13
1.5245171919627566e-18,0.11302162890393913,0.0,0.28063270456025774,0.031075110262956566,0.3194096818746712,0.3504847921377383,0.20701222017910828,0.09201819553738082,0.0,9.003599311040244e-40,8.984619488511775e-13,1.4654379856622266e-36,0.0,1.1454030763517188e-66,2.4368445916310175e-26,4.605783776763839e-44,2.4951256763168005e-31,3.450110444856385e-48,2.489911087830608e-25,4.1407389906089776e-19,7.196172386491143e-78,2.113284823626709e-15,1.6465076593805641e-49,1.0361663589993944e-44,1.2183834794130638e-73,8.984623629044218e-13,3.207797779663354e-59,3.3245847938836705e-12,1.1363632649286896e-12,7.970332456961058e-13,9.027711711344956e-13,7.477565938948656e-13,3.6363636099685124e-13,1.8238851369344514e-13,1.0124784599445224e-20,2.098651973692815e-15,7.128090380140539e-28,3.04877725425717e-20,7.109412337638393e-20,1.4637213451142843e-17,3.5892321404601055e-13,2.6510034089850134e-21,1.554063649833442e-23,8.777447216077178e-28,7.440389031372908e-39,7.479518489675524e-34,5.3845624611780275e-39,1.9881683381778474e-37,1.705308606578993e-23,6.403362523180637e-59,2.5572123975945965e-13,1.5396474590359925e-13
2.032689625182268e-18,0.11302162890393913,0.0,0.2806327045575167,0.03107511026288061,0.3194096818741099,0.3504847921371379,0.20701222017873938,0.09201819553627243,0.0,1.9618369778736796e-39,1.1979492862840144e-12,3.193112365068732e-36,0.0,3.6966769334944903e-66,4.1588119150288703e-26,9.71503986688655e-44,4.256390963884546e-31,7.517609363420758e-48,4.2474954830894265e-25,5.520985418309965e-19,2.381684949479125e-77,2.8177131478696926e-15,3.587653669334475e-49,2.1869438229605178e-44,3.932304603162339e-73,1.1979498383473125e-12,8.628481660998184e-59,4.432779093783989e-12,1.5151509936439991e-12,1.0627110935824334e-12,1.2036948969896168e-12,9.970087693738153e-13,4.848485162231622e-13,2.4318466749947416e-13,1.7271692352443367e-20,2.7982026840755097e-15,1.5035207610252593e-27,5.20085548611772e-20,1.2127820599161403e-19,1.951790745049166e-17,4.785642928475352e-13,4.5160650225887944e-21,3.2744805344373006e-23,2.20481125467444e-27,2.780690231582862e-38,1.2759168486169435e-33,1.1357806715453486e-38,4.208119117376928e-37,2.90905592895374e-23,2.7088610720877838e-58,3.4096165865802953e-13,2.0528631785511697e-13
3.0490344916212905e-18,0.11302162890393913,0.0,0.2806327045520346,0.031075110262728696,0.3194096818729873,0.3504847921359371,0.20701222017800158,0.09201819553405566,0.0,5.694607768538664e-39,1.7969239611414215e-12,9.268620524842333e-36,0.0,2.037317243125834e-65,8.61664493649475e-26,2.653544241953462e-43,8.81231704309186e-31,2.1821301751999685e-47,8.793900058512082e-25,8.281478273705132e-19,1.3896371873295707e-76,4.2265697962868905e-15,1.0413852265468163e-48,5.981543236812954e-44,2.1673247449401832e-72,1.7969247892162636e-12,3.48733566225056e-58,6.649166904628316e-12,2.2727263921324833e-12,1.594066878918927e-12,1.8055423274502357e-12,1.4955130757591094e-12,7.272728559484848e-13,3.6477695096534163e-13,3.575884788629557e-20,4.197304108250564e-15,4.1065816950150306e-27,1.0767711060702484e-19,2.510911007046076e-19,2.9281099200439655e-17,7.178464493401049e-13,9.328452246416093e-21,8.927784165248689e-23,7.6257770033511e-27,1.9931473797800565e-37,2.641627918897786e-33,3.102388311994661e-38,1.1570339015838389e-36,6.022830926636061e-23,2.439972777923702e-57,5.114424960369612e-13,3.0792944659241954e-13
4.065379358060313e-18,0.11302162890393913,0.0,0.2806327045465525,0.031075110262576783,0.3194096818718647,0.35048479213473627,0.20701222017726378,0.09201819553183889,0.0,1.2453465187052255e-38,2.3958986359858757e-12,2.026942815509704e-35,0.0,6.54353772718037e-65,1.466491322803921e-25,5.552226536507467e-43,1.4987443365523226e-30,4.772072682678232e-47,1.4956120864003688e-24,1.1041971129089634e-18,4.623491069117616e-76,5.635426444596335e-15,2.277392086056631e-48,1.2531185291471719e-43,6.96141212680725e-72,2.3958997400588426e-12,9.443287975892404e-58,8.865553479278098e-12,3.030301698266089e-12,2.1254228045926817e-12,2.40738972461538e-12,1.9940173123047657e-12,9.696972415404267e-13,4.863691965971861e-13,6.081643819359388e-20,5.596405537768131e-15,8.592342825670652e-27,1.831305671336166e-19,4.2704016052410035e-19,3.904711720107043e-17,9.571286040926928e-13,1.583058060404756e-20,1.865058018267926e-22,1.8925657798652112e-26,7.28807972620167e-37,4.4927350002367304e-33,6.491795718869472e-38,2.43332551195114e-36,1.0243258037796403e-22,9.624433145880854e-57,6.819233327606117e-13,4.105725515669371e-13
5.081724224499335e-18,0.11302162890393913,0.0,0.28063270454107037,0.03107511026242487,0.3194096818707421,0.35048479213353545,0.20701222017652599,0.09201819552962212,0.0,2.3364395843144704e-38,2.9948733108164524e-12,3.8028206270868844e-35,0.0,1.711312534041985e-64,2.242066557097211e-25,1.0107849036724988e-42,2.2897427091392284e-30,8.953057922200242e-47,2.284957333295383e-24,1.380246398446271e-18,1.246662065601404e-75,7.044283092790331e-15,4.27269754964615e-48,2.284211538506861e-43,1.820687353218341e-71,2.9948746908731666e-12,2.1210092106545585e-57,1.1081938729434405e-11,3.7878769054480535e-12,2.6567788806394045e-12,3.009237086106802e-12,2.492521474022248e-12,1.212121676275165e-12,6.079614016925924e-13,9.291378109650144e-20,6.995506973009818e-15,1.564203221061487e-26,2.7978213244690266e-19,6.524208116632627e-19,4.881616332795882e-17,1.1964107569810144e-12,2.4131493051895167e-20,3.3898487731098974e-22,3.9939565926673967e-26,2.158004103315485e-36,6.863935337767151e-33,1.1819574559493048e-37,4.4463794911043034e-36,1.5649383840808267e-22,3.034524063016907e-56,8.524041687821725e-13,5.132156310813333e-13
7.11441395737738e-18,0.11302162890393913,0.0,0.2806327045301062,0.031075110262121047,0.31940968186849683,0.3504847921311338,0.20701222017505042,0.09201819552518858,0.0,6.392924468307199e-38,4.1928226604351005e-12,1.04052102170548e-34,0.0,9.604601245551296e-64,4.3184944036636315e-25,2.6689221307452595e-42,4.403094041311127e-30,2.4497197977258478e-46,4.393891909437727e-24,1.932344969517387e-18,7.349524626925068e-75,9.861996388824718e-15,1.169087910298225e-47,6.050290702508005e-43,1.0220323799142209e-70,4.192824592415273e-12,8.224546124758554e-57,1.551470517307424e-11,5.30302701674156e-12,3.719491493375944e-12,4.212931699827678e-12,3.489529568272487e-12,1.6969706962598233e-12,8.51145687727933e-13,1.7866992816848968e-19,9.79370986102511e-15,4.129958062011383e-26,5.380111369010228e-19,1.254581797280071e-18,6.836353017336558e-17,1.6749750570477567e-12,4.616465320482086e-20,8.911400021209137e-22,1.4473712484864495e-25,1.7610479497735832e-35,1.319963284180964e-32,3.122899657752813e-37,1.1801258997190152e-35,3.0093210215537365e-22,2.500759800877625e-55,1.193365838674902e-12,7.185017121305433e-13
9.147103690255426e-18,0.11302162890393913,0.0,0.280632704519142,0.031075110261817224,0.31940968186625157,0.3504847921287322,0.20701222017357485,0.09201819552075508,0.0,1.3477062620364214e-37,5.3907720099973824e-12,2.1935449161344513e-34,0.0,3.1818313849980913e-63,7.093529660753155e-25,5.533623508101329e-42,7.2210629174629e-30,5.164307396546346e-46,7.205971406869853e-24,2.484443540583863e-18,2.478903385590297e-74,1.2679709684390201e-14,2.464579560470985e-47,1.2579303576492573e-42,3.3862168678501814e-70,5.390774493842619e-12,2.188448038367219e-56,1.9947466237254338e-11,6.8181767261401655e-12,4.7822047170188815e-12,5.41662616865869e-12,4.486537358605996e-12,2.181819915839265e-12,1.0943298091235476e-12,2.9301825769447974e-19,1.2591912772289094e-14,8.562437591564284e-26,8.823369089343608e-19,2.0575104617768876e-18,8.792319585244027e-17,2.1535393495427256e-12,7.533091513189127e-20,1.8403285624298275e-21,3.7325209445426174e-25,7.066202136909865e-35,2.164876430921547e-32,6.480832734301398e-37,2.454058821648774e-35,4.935278741502694e-22,1.028345248283563e-54,1.5343275057160262e-12,9.237876897727911e-13
1.3212483156011516e-17,0.11302162890393913,0.0,0.28063270449721367,0.031075110261209578,0.3194096818617611,0.3504847921239289,0.2070122201706237,0.09201819551188804,0.0,4.110922189157733e-37,7.786670708952875e-12,6.690992482355594e-34,0.0,2.1434405916624493e-62,1.4755395197688929e-24,1.66288095263301e-41,1.4970556257160683e-29,1.5752739649194013e-45,1.4939268684572015e-23,3.588640682702894e-18,1.6958100584352278e-73,1.8315136274114652e-14,7.517732230006146e-47,3.803491417490002e-42,2.2818778500568515e-69,7.78667429635308e-12,9.809961492618042e-56,2.8812972229536844e-11,9.848474939422653e-12,6.907632997374363e-12,7.824014671712292e-12,6.480552027651428e-12,3.1515189536978424e-12,1.5806975580657716e-12,6.074794625484692e-19,1.8188318664553317e-14,2.572765207882495e-25,1.829242499954756e-18,4.265585490984272e-18,1.2707941855278203e-16,3.110667911820538e-12,1.545098064029179e-19,5.479137294707122e-21,1.6328969398619877e-24,7.136567005015301e-34,4.4894776496374825e-32,1.956545295121844e-36,7.405319341889815e-35,1.0231716406281338e-21,1.0274977340535754e-53,2.2162508312445093e-12,1.3343593348802695e-12
2.1343242087523695e-17,0.11302162890393913,0.0,0.2806327044533571,0.031075110259994283,0.3194096818527801,0.3504847921143223,0.20701222016472143,0.09201819549415406,0.0,1.7837642603508273e-36,1.2578468106187579e-11,2.903278803260715e-33,0.0,2.7001981691386527e-61,3.8626086543521076e-24,7.15094014599605e-41,3.89236992757322e-29,6.835248321321418e-45,3.88423501307617e-23,5.7970349668852785e-18,2.137026936345165e-72,2.958598944793755e-14,3.262008244228599e-46,1.6565839751107058e-41,2.876528100420248e-68,1.2578473899997077e-11,7.121845280381857e-55,4.654391967051136e-11,1.5909066543969914e-11,1.1158496893540301e-11,1.263878993939996e-11,1.046857771928749e-11,5.090919424191751e-12,2.5534310805745424e-12,1.5794577109745098e-18,2.9381130728024673e-14,1.106114900850832e-24,4.756062060305678e-18,1.1090583050312129e-17,2.0553942833701415e-16,5.0249249455283735e-12,3.9287866412841733e-19,2.308776435392927e-20,1.1764574662553346e-23,1.533905678336517e-32,1.1690859777719775e-31,8.638550252755423e-36,3.204527079971099e-34,2.6602635483708947e-21,2.123073519857398e-52,3.5800974480857076e-12,2.155501384398627e-12
3.760475995054806e-17,0.11302162890393913,0.0,0.2806327043656442,0.0310751102575637,0.3194096818348182,0.3504847920951092,0.2070122201529169,0.09201819545868634,0.0,1.0084620200380308e-35,2.2162062897951878e-11,1.641386404237301e-32,0.0,5.273043877561404e-60,1.2130155772592308e-23,4.028686544045421e-40,1.2064633195698897e-28,3.8643493899562534e-44,1.203941794803448e-22,1.0213823535027334e-17,4.094870126401259e-71,5.2127695773079566e-14,1.8441962860474365e-45,9.57063977418399e-41,5.6246327409925065e-67,2.2162073101777416e-11,7.307576916016359e-54,8.200555638197499e-11,2.8030230465181166e-11,1.9660254052760217e-11,2.2268333521159143e-11,1.8444614516885433e-11,8.96972994418083e-12,4.498890224194256e-12,4.8956289538139705e-18,5.1766755970729796e-14,6.228669403725016e-24,1.4741702710209752e-17,3.4375852450265357e-17,3.630497019245665e-16,8.853438649555914e-12,1.164455732689725e-18,1.2477427459255372e-19,1.1919671901754943e-22,5.345419802047773e-31,3.6582751972590846e-31,5.692885388465215e-35,1.8246808360631174e-33,8.245645784761418e-21,7.222091646476827e-51,6.307790544898303e-12,3.7977805207042305e-12
