Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648)
1.9982719895738878e-19,0.045450764422602166,0.0,0.11285424806069307,0.031075110263184432,0.3194096818762305,0.35048479213946454,0.20701222018012297,0.09201819554042964,0.0,2.2448449720599405e-68,1.4651687941529894e-23,2.2617017512518575e-67,0.0,3.2973954009066403e-106,1.5719661646059553e-36,2.4221319036108653e-76,1.1530151095587466e-55,-4.070936689288158e-91,1.8518216320705092e-39,1.0103630573628067e-40,-2.7304601292018886e-147,5.286303674865622e-35,-3.410265924416107e-97,4.3815867272799546e-73,4.720818635128505e-123,1.465168794140922e-23,1.6893819208262393e-99,2.763438140813704e-13,9.445595202220037e-14,6.006006571758673e-14,7.50394765709636e-14,6.21544751083169e-14,3.02259046466947e-14,1.3013125155877754e-20,1.7745400649508247e-25,6.469735241505819e-35,2.1028214127915433e-35,1.7745400647630069e-25,6.304291495333226e-28,3.5608793966393434e-33,2.983414805741072e-14,8.564862827465378e-31,5.052731800268472e-31,4.1894007853819094e-36,8.350413348863949e-48,1.4384225903198878e-51
3.996545673105366e-19,0.045450764422602166,0.0,0.11285424806006496,0.031075110263184432,0.3194096818761058,0.3504847921393895,0.207012220180031,0.0920181955401533,0.0,1.7958777537626153e-67,2.9303388303455897e-23,1.8093635357971907e-66,0.0,2.1103360301772088e-104,1.2575741657110954e-35,3.8662767902817712e-75,4.6120633705034224e-55,-3.2481639052036425e-90,7.407291237662352e-39,2.020726971221115e-40,-8.715555324474887e-146,1.0572614528561077e-34,-2.721020622104359e-96,7.010545549197724e-72,3.0213281992715036e-121,2.93033883029732e-23,2.7030141421073355e-98,5.526878561250725e-13,1.8891198411487198e-13,1.2012018234826412e-13,1.5007901675306972e-13,1.2430900288214298e-13,6.045183491512136e-14,2.6026614993030803e-20,7.0981647725143015e-25,1.5308021913057456e-34,1.6822583778348037e-34,7.098164771011894e-25,2.521747571956593e-27,1.4243509861023148e-32,5.966832140510305e-14,2.4699607767900428e-30,2.9770474624067796e-30,4.983258437223233e-35,3.981780473692892e-46,1.186765438367131e-50
7.993093040168322e-19,0.045450764422602166,0.0,0.11285424805880873,0.031075110263184432,0.31940968187585644,0.3504847921392394,0.20701222017984702,0.09201819553960061,0.0,1.4367029134556103e-66,5.860678902729535e-23,1.4474920969689017e-65,0.0,1.3506160108380398e-102,1.0060598224933463e-34,6.178735451772039e-74,1.844825934653588e-54,3.2057813849374604e-89,2.9629174369118676e-38,4.041454798935928e-40,3.245785236544332e-144,2.114524432866808e-34,2.6855163449106168e-95,1.121687830693483e-70,1.9336514147878675e-119,5.860678902536457e-23,4.32482508235778e-97,1.1053759213202078e-12,3.7782404829751737e-13,2.402404156081156e-13,3.0015809711529053e-13,2.4861805835918454e-13,1.2090369544865488e-13,5.205465561732145e-20,2.8392668114395957e-24,4.009023610454612e-34,1.3458072010592454e-33,2.8392668102376582e-24,1.008722845890612e-26,5.69740239915559e-32,1.1933666809910634e-13,6.267235724744359e-30,1.552047774513515e-29,5.257430441146973e-34,1.68491980373252e-44,1.6773793796088903e-49
1.5986187774294234e-18,0.045450764422602166,0.0,0.11285424805629626,0.031075110263184432,0.31940968187535773,0.35048479213893924,0.20701222017947907,0.09201819553849523,0.0,1.149362614941669e-65,1.172135904749241e-22,1.1579948479676907e-64,0.0,8.643945513927251e-101,8.048480522924797e-34,9.88013078902124e-73,7.379304911505901e-54,3.1450569574384073e-88,1.1851671631106393e-37,8.082910454358342e-40,1.3403810662994127e-142,4.229053629974643e-34,2.634646861623233e-94,1.7947009633017176e-69,1.2375373429399366e-117,1.172135904672009e-22,6.919722095623275e-96,2.210751976141407e-12,7.556481766520167e-13,4.804808821218053e-13,6.003162578317661e-13,4.972361690308254e-13,2.418074165024425e-13,1.0411498066460387e-19,1.13570690497578e-23,1.1807722788026581e-33,1.0766459599648708e-32,1.135706904014229e-23,4.035079996486037e-26,2.2789606504951824e-31,2.3867336148158714e-13,1.431777181022417e-29,7.283020670501261e-29,4.992185079932297e-33,6.416909047174029e-43,2.8419506575905437e-48
3.197237724254606e-18,0.045450764422602166,0.0,0.11285424805127135,0.031075110263184432,0.31940968187436025,0.35048479213833894,0.20701222017874316,0.09201819553628449,0.0,9.194902056224804e-65,2.344271933699808e-22,9.263974074272601e-64,0.0,5.5321261027635245e-99,6.4387851898143e-33,1.580353251271489e-71,2.9517221991702463e-53,2.574088990322887e-87,4.7406690289462186e-37,1.616582176517433e-39,4.415945835624786e-141,8.458124972536051e-34,2.1563410684354416e-93,2.8715218884241634e-68,7.9202403941431e-116,2.34427193339088e-22,1.1071556923633826e-94,4.4215037835075605e-12,1.5112964333178497e-12,9.609618151251324e-13,1.2006325792328536e-12,9.944723892443376e-13,4.836148585569007e-13,2.082526059441009e-19,4.542827980008159e-23,3.877414649962814e-33,8.613168469802963e-32,4.542827972315747e-23,1.6141825040839493e-25,9.11584198271721e-31,4.77346748224446e-13,3.0621369005117185e-29,3.17946552008279e-28,4.398946128358203e-32,2.266527462729883e-41,4.834659325387663e-47
4.795856671079788e-18,0.045450764422602166,0.0,0.11285424804624644,0.031075110263184432,0.31940968187336277,0.35048479213773864,0.20701222017800724,0.09201819553407374,0.0,2.7297366438481496e-64,3.5164079626483674e-22,2.7502447869463344e-63,0.0,3.1569316259845134e-98,1.911514418039796e-32,6.024651002911156e-71,6.272409819828232e-53,3.9418114124063997e-87,1.007392192161384e-36,2.424873307596147e-39,1.4993335646793048e-140,1.2687209263443198e-33,3.3020963395415256e-93,1.0947677503575174e-67,4.519719349144878e-115,3.516407961991896e-22,4.2210312164807114e-94,6.6322552885975135e-12,2.266944689940517e-12,1.441442748104407e-12,1.8009489006020777e-12,1.4917086083280798e-12,7.254223005582416e-13,3.124072063985269e-19,9.653509681760912e-23,7.710959556703023e-33,2.462827916570207e-31,9.653509659796336e-23,3.430358767797376e-25,1.9371163825188813e-30,7.160201349452021e-13,4.694745393323375e-29,6.937237959377768e-28,1.2907715381858903e-31,1.0806241573790534e-40,1.872378397397665e-46
6.39447561790497e-18,0.045450764422602166,0.0,0.11285424804122153,0.031075110263184432,0.3194096818723653,0.35048479213713835,0.20701222017727133,0.092018195531863,0.0,5.947952590856482e-64,4.688543991594919e-22,5.992644274446367e-63,0.0,1.2350782848530924e-97,4.165089387907873e-32,1.620899061769586e-70,1.0699993353113683e-52,9.263804899250145e-87,1.7184925840948875e-36,3.233164438671977e-39,3.923557948534072e-140,1.6916306502696076e-33,7.760385530307791e-93,2.9455534479828618e-67,1.768238240044268e-114,4.688543990475057e-22,1.1356996122843383e-93,8.843006491411305e-12,3.022592946520019e-12,1.921923681059629e-12,2.4012652219394378e-12,1.9889448262820526e-12,9.672297425064652e-13,4.165787820181398e-19,1.6467752009590523e-22,1.268140699895758e-32,5.194817419806611e-31,1.6467751963298885e-22,5.8521354756962705e-25,3.3044926177096784e-30,9.546935216438553e-13,6.327603582638734e-29,1.2001659027274866e-27,2.762817730458595e-31,3.5360741940267785e-40,5.0959180836410925e-46
9.591713511555336e-18,0.045450764422602166,0.0,0.11285424803117171,0.031075110263184432,0.3194096818703704,0.3504847921359377,0.2070122201757995,0.09201819552744149,0.0,1.726507183852672e-63,7.032816049483311e-22,1.7394831151901401e-62,0.0,1.0343693393449565e-96,1.208996984087118e-31,6.555633013071514e-70,2.2152977357444395e-52,3.907603436397259e-86,3.557920649679707e-36,4.849746700816866e-39,3.0582222245784122e-139,2.5374531370176507e-33,3.2734399629306565e-92,1.191379495651141e-66,1.48088703595389e-113,7.032816047164778e-22,4.5935314387403825e-93,1.3264508187615372e-11,4.533889459577714e-12,2.8828855469136242e-12,3.6018978645393756e-12,2.983417259538498e-12,1.450844626278249e-12,6.249617729003282e-19,3.409438915289795e-22,2.529054252783156e-32,1.4188657676125425e-30,3.409438902664095e-22,1.2117302180762172e-24,6.84153214617608e-30,1.432040294989288e-12,9.593378501113119e-29,2.519668116235378e-27,7.661836919482827e-31,1.984451064798839e-39,2.0912124955452142e-45
1.27889514052057e-17,0.045450764422602166,0.0,0.11285424802112189,0.031075110263184432,0.3194096818683755,0.35048479213473704,0.2070122201743277,0.09201819552301999,0.0,3.775676525465067e-63,9.37708810736432e-22,3.8040595492353706e-62,0.0,4.065179622875984e-96,2.6439400731721047e-31,1.7756932661355577e-69,3.7676412414523284e-52,9.478449275546223e-86,6.051091172359006e-36,6.466328962951148e-39,1.1803859093683732e-138,3.3832803853342305e-33,7.94019535252288e-92,3.227119550947662e-66,5.820040843884294e-113,9.377088103421104e-22,1.24426139585415e-92,1.7686008772242532e-11,6.045185972476674e-12,3.843847412679171e-12,4.802530507022139e-12,3.977889688640378e-12,1.9344595098547026e-12,8.334071874372075e-19,5.798562629941158e-22,4.208047416342344e-32,2.9687418101380954e-30,5.798562603555244e-22,2.0610297494609155e-24,1.1635654170342691e-29,1.909387068253441e-12,1.28591488268884e-28,4.3195477533069955e-27,1.61761934880348e-30,6.422372608009514e-39,5.705535194074916e-45
1.5986189298856065e-17,0.045450764422602166,0.0,0.11285424801107206,0.031075110263184432,0.3194096818663806,0.3504847921335364,0.20701222017285587,0.09201819551859848,0.0,7.083683052332756e-63,1.1721360165237417e-21,7.136945242377758e-62,0.0,1.276523699094437e-95,4.960391430540973e-31,3.988971314981572e-69,5.756104502804428e-52,1.8594233553670628e-85,9.244700041815206e-36,8.082911225074065e-39,3.3346143742629905e-138,4.229112735331384e-33,1.557658247193302e-91,7.249624280973766e-66,1.8275748568128622e-112,1.1721360159213075e-21,2.7951947537844346e-92,2.2107508165894705e-11,7.556482485205562e-12,4.8048092783499486e-12,6.003163149379358e-12,4.972362113290938e-12,2.4180743932218726e-12,1.0419194843952635e-18,8.858893487358802e-22,6.334983019862979e-32,5.404481038835554e-30,8.858893439365458e-22,3.1490911656495945e-24,1.7776650296501677e-29,2.3867338414305087e-12,1.6124937265001443e-28,6.634010174806377e-27,2.9634943350541655e-30,1.6889896019512547e-38,1.288235123926729e-44
2.2380665086156797e-17,0.045450764422602166,0.0,0.11285424799097242,0.031075110263184432,0.31940968186239077,0.35048479213113515,0.20701222016991222,0.09201819550975548,0.0,1.9382247499714493e-62,1.6409904280959385e-21,1.952806410044153e-61,0.0,1.1619685225368927e-94,1.3572534745186512e-30,1.5468352445781505e-68,1.1068784800886032e-51,5.301500132236543e-85,1.7777230286586485e-35,1.1316075749285092e-38,2.0806087375854761e-137,5.920793060825324e-33,4.441121694873141e-91,2.8113106997576186e-65,1.6635683754660704e-111,1.6409904269374789e-21,1.0839404400396949e-91,3.095050330546584e-11,1.057907551014243e-11,6.726733009401255e-12,8.40442843370928e-12,6.961306948958492e-12,3.3853041593152174e-12,1.4591489262927607e-18,1.7035337959483454e-21,1.1960818687304973e-31,1.4269423821883827e-29,1.7035337832901114e-21,6.056944314495602e-24,3.4183867654700715e-29,3.3414273875179168e-12,2.265649353607115e-28,1.2838281823820287e-26,7.895027017589359e-30,9.56419635756735e-38,5.03376579403341e-44
2.8775140873457525e-17,0.045450764422602166,0.0,0.11285424797087278,0.031075110263184432,0.31940968185840096,0.3504847921287339,0.20701222016696857,0.09201819550091249,0.0,4.0860135811715004e-62,2.1098448396649228e-21,4.116768805303858e-61,0.0,4.823144552857698e-94,2.8612554494383158e-30,4.115936580443061e-68,1.8152778582634728e-51,1.1338236769247038e-84,2.9154611908574355e-35,1.4549240273449962e-38,7.150884638229483e-137,7.61249410694809e-33,9.498158642178038e-91,7.480631595499631e-65,6.90520491130889e-111,2.109844837765052e-21,2.884262885376855e-91,3.979349360786048e-11,1.3601668534388543e-11,8.648656740067663e-12,1.0805693717529303e-11,8.950251766546876e-12,4.352533924558552e-12,1.8766500121560907e-18,2.7937910391092505e-21,1.9405986025238171e-31,2.958408846877569e-29,2.7937910128790397e-21,9.93553179961884e-24,5.606145461518068e-29,4.296120933251624e-12,2.9188050948062626e-28,2.113093207069386e-26,1.6450295081060537e-29,3.1785330802714245e-37,1.3445106606880454e-43
4.156409244805899e-17,0.045450764422602166,0.0,0.1128542479306735,0.031075110263184432,0.3194096818504213,0.35048479212393135,0.2070122201610813,0.09201819548322653,0.0,1.246360893189487e-61,3.047553662793254e-21,1.2557527438990563e-60,0.0,5.047580702386338e-93,8.727716696924776e-30,1.8448355404809906e-67,3.763395986704924e-51,3.4865598014257693e-84,6.044272997942635e-35,2.1015569321641237e-38,4.963510844522806e-136,1.0995958352344865e-32,2.920727339122289e-90,3.3529944846071535e-64,7.226525905514568e-110,3.047553658854482e-21,1.2927942560125709e-90,5.747945970317313e-11,1.9646854580808775e-11,1.2492504200245952e-11,1.560822428363986e-11,1.292814134749375e-11,6.28699345249555e-12,2.7124669980038706e-18,5.792028986213687e-21,3.9753548737734735e-31,8.889163150447454e-29,5.792028907437076e-21,2.060775897816433e-23,1.162254311813749e-28,6.205508023658089e-12,4.225116595415419e-28,4.3975206120790725e-26,4.971237618968321e-29,2.143797637445988e-36,6.053575717892569e-43
6.71419955972619e-17,0.045450764422602166,0.0,0.11285424785027504,0.031075110263184432,0.319409681834462,0.3504847921143263,0.20701222014930676,0.09201819544785465,0.0,5.4080663763914015e-61,4.922971309011371e-21,5.448914851016501e-60,0.0,1.0977157129322395e-91,3.7870308212089915e-29,1.3390141439270112e-66,9.784893137730309e-51,1.5175179940751278e-83,1.5715211888274648e-34,3.394822741746997e-38,6.290348190441057e-135,1.7763135453801782e-32,1.2712405767692162e-89,2.4336884495062634e-63,1.5715788422624938e-108,4.922971298770495e-21,9.383428654302865e-90,9.285133385643271e-11,3.173722666536136e-11,2.0180199115984497e-11,2.5213285409743082e-11,2.088392029246965e-11,1.0155912498170943e-11,4.387360179792195e-18,1.505937317097626e-20,1.0227741585693741e-30,3.8217375332086828e-28,1.5059372832390954e-20,5.363326585854526e-23,3.021880822477967e-28,1.0024282200227247e-11,6.837739593774926e-28,1.146655690245958e-25,2.1472609913874544e-28,2.6827956785265815e-35,4.409259750929352e-42
1.1829780189566773e-16,0.045450764422602166,0.0,0.11285424768947831,0.031075110263184432,0.3194096818025434,0.3504847920951162,0.20701222012575765,0.09201819537711113,0.0,3.057483350226006e-60,8.673806601293414e-21,3.0806876886543807e-59,0.0,3.8741983724359025e-90,2.141020996839934e-28,1.373569093106056e-65,3.0328860950958165e-50,8.585630293548186e-83,4.871023821850116e-34,5.981354360691216e-38,1.2068732894026426e-133,3.129848409116946e-32,7.192271623077137e-89,2.4965103094017647e-62,5.546616597572311e-107,8.673806569551209e-21,9.625647199794286e-89,1.6359485001611091e-10,5.591797080131535e-11,3.555558892898979e-11,4.442340763747819e-11,3.679547731475726e-11,1.789375054872767e-11,7.750183106990677e-18,4.667742676114608e-20,3.146393971308177e-30,2.1520664142350452e-27,4.667742485477983e-20,1.665773351099535e-22,9.36650010941451e-28,1.7661830536390645e-11,1.2062985577116063e-27,3.5577954000349622e-25,1.2118975891519386e-27,5.12859426587888e-34,4.5297828254028234e-41
2.2060941449247942e-16,0.045450764422602166,0.0,0.11285424736788581,0.031075110263184432,0.31940968173870626,0.3504847920566959,0.20701222007865944,0.09201819523562502,0.0,2.0330062921738282e-59,1.617547718524075e-20,2.0485821974896518e-58,0.0,1.8061278085500863e-88,1.4236248072024283e-27,1.732519150891107e-64,1.0542066028737367e-49,5.709558635634955e-82,1.6931283615621e-33,1.1154417597693542e-37,2.947368200298874e-132,5.837315910014403e-32,4.782956539162425e-88,3.148927402638467e-61,2.5857990522675702e-105,1.6175477074907426e-20,1.2141133242501667e-87,3.0508095375458323e-10,1.0427945894061892e-10,6.630636848111497e-11,8.284365199506341e-11,6.861858788867934e-11,3.3369426486665233e-11,1.452797381917385e-17,1.6224694727700483e-19,1.0886200355035438e-29,1.429051376359402e-26,1.6224693461858809e-19,5.813871566061239e-22,3.255719427076943e-27,3.2936927140818e-11,2.2513477497192206e-27,1.2347729159925435e-24,8.041992794527386e-27,1.249615078601697e-32,5.7079576001473424e-40
4.252326396861028e-16,0.045450764422602166,0.0,0.11285424672470454,0.031075110263184432,0.31940968161103195,0.35048479197985544,0.20701221998446306,0.09201819495265652,0.0,1.4784977958785408e-58,3.1178818350668417e-20,1.4900384199265607e-57,0.0,9.807532271228122e-87,1.0353269120909343e-26,2.449987515776706e-63,3.9161964466472275e-49,4.1523373989161866e-81,6.289681004940827e-33,2.1500544068153767e-37,8.207011037300238e-131,1.125384200467418e-31,3.4784561438752336e-87,4.4529664393837473e-60,1.4041258613654213e-103,3.1178817940799066e-20,1.7169039544850963e-86,5.880494469550905e-10,2.0100243468881098e-10,1.278079272898376e-10,1.5968414031869563e-10,1.3226479515392216e-10,6.432077770983851e-11,2.829212376713225e-17,6.027195283635988e-19,4.033607299485048e-29,1.0388663972122505e-25,6.027194363428764e-19,2.1774902522512286e-21,1.2094438273915306e-26,6.34871200780765e-11,4.341446115202199e-27,4.562664863367978e-24,5.820062594732466e-26,3.4629354523323466e-31,8.037080567331444e-39
8.344790900733495e-16,0.045450764422602166,0.0,0.11285424543835688,0.031075110263184432,0.3194096813556833,0.3504847918261745,0.2070122197960703,0.09201819438673435,0.0,1.1269141259680973e-57,6.11855006716557e-20,1.1360350983349738e-56,0.0,5.772141300492567e-85,7.891283373128597e-26,3.6805890873013065e-62,1.5080791129985335e-48,3.1649281525523185e-80,2.422078820691716e-32,4.219279699489646e-37,2.4472950965438583e-129,2.2093258564770683e-31,2.651293168042331e-86,6.6896497360181415e-59,8.263865618232731e-102,6.118549909329929e-20,2.579288736930509e-85,1.1539715766132052e-09,3.944483840635527e-10,2.508110437252811e-10,3.133651153998216e-10,2.5955715415404055e-10,1.2622347754538935e-10,5.66546112911356e-17,2.3209987291326354e-18,1.551168528453236e-28,7.917421746087058e-25,2.3209980278256017e-18,8.521994511115318e-21,4.657419400805382e-26,1.2458750486622006e-10,8.521642772219945e-27,1.73636937170857e-23,4.388788130901141e-25,1.0218654079566662e-29,1.195608737011896e-37
1.2437255404605964e-15,0.045450764422602166,0.0,0.11285424415202913,0.031075110263184432,0.3194096811003347,0.3504847916724935,0.20701221960767763,0.092018193820832,0.0,3.5310659517422475e-57,9.119218297948565e-20,3.5604429183080243e-56,0.0,4.055800515229428e-84,2.472649965104588e-25,1.5985647626068884e-61,3.3499538975259797e-48,9.91697094001655e-80,5.380256419472766e-32,6.288504990273552e-37,1.3718463923263706e-128,3.2941160952145193e-31,8.307549503046604e-86,2.905470185481336e-58,5.806612950422303e-101,9.11921794734221e-20,1.1202449854615976e-84,1.7198738977534064e-09,5.878943306094614e-10,3.7381415858486483e-10,4.670460883927816e-10,3.8684943911371485e-10,1.8812617389989417e-10,8.612923617197036e-17,5.155723217275486e-18,3.444056764640737e-28,2.4807919197502863e-24,5.155721019848408e-18,1.9182304888446142e-20,1.0345703905983428e-25,1.8568788820588037e-10,1.2701839330976692e-26,3.8186651659093806e-23,1.365077325640212e-24,5.700422408054714e-29,5.1624342202444115e-37
1.652971990847843e-15,0.045450764422602166,0.0,0.11285424286572127,0.031075110263184432,0.31940968084498605,0.35048479151881257,0.20701221941928505,0.09201819325494945,0.0,8.002609987088522e-57,1.2119886527415824e-19,8.070989180059752e-56,0.0,1.7918201426152454e-83,5.603875248678227e-25,4.62860685823109e-61,5.917243986701446e-48,2.2475268637951007e-79,9.503500854794834e-32,8.357730279167091e-37,4.915262476784328e-128,4.379754916634036e-31,1.882776585040199e-85,8.412722493251772e-58,2.565315035547019e-100,1.2119885908116757e-19,3.2436437628148277e-84,2.285756411035688e-09,7.813402743265695e-10,4.968172718687879e-10,6.207270592976013e-10,5.141416500330075e-10,2.5002886677337377e-10,1.1671584082310453e-16,9.106892874559786e-18,6.082025417942691e-28,5.622286298844633e-24,9.106887894472202e-18,3.431592520732894e-20,1.8274297182785697e-25,2.46788270097078e-10,1.6882035791858977e-26,6.679637349415168e-23,3.0718984082778506e-24,2.03158531038816e-28,1.4855070154480024e-36
2.0622184412350896e-15,0.045450764422602166,0.0,0.11285424157943329,0.031075110263184432,0.3194096805896374,0.3504847913651316,0.20701221923089255,0.09201819268908673,0.0,1.520558705102303e-56,1.5120554755567343e-19,1.5338971001297671e-55,0.0,6.037294583519273e-83,1.064780266219008e-24,1.0725919156634902e-60,9.209949375461289e-48,4.270477523993706e-79,1.4791812094231118e-31,1.0426955566170268e-36,1.3712943477013884e-127,5.466242320696377e-31,3.5774233530323773e-85,1.9494892337610417e-57,8.643480557843186e-100,1.512055379165357e-19,7.516530633278317e-84,2.85161911714217e-09,9.747862152149107e-10,6.198203835772563e-10,7.744080281143074e-10,6.414337869119825e-10,3.1193155616584973e-10,1.4841426235723642e-16,1.4174507589330334e-17,9.465074474153716e-28,1.0682746182723734e-23,1.4174498126808863e-17,5.408566769592308e-20,2.8443199086878617e-25,3.078886505398342e-10,2.1062232155235345e-26,1.0295643553440647e-22,5.795650465665473e-24,5.635341563600989e-28,3.419728405552979e-36
2.880711342009583e-15,0.045450764422602166,0.0,0.112854239006917,0.031075110263184432,0.31940968007894016,0.3504847910577697,0.2070122188541077,0.09201819155742069,0.0,4.0268099001670002e-56,2.1121891207923176e-19,4.063990490092015e-55,0.0,4.1891014267026493e-82,2.8197974817141907e-24,3.8776913503030677e-60,1.7971606043202397e-47,1.130926371222641e-78,2.886363488166312e-31,1.4565406134505535e-36,6.789430097458239e-127,7.641762876616023e-31,9.473887611474414e-85,7.04789825128457e-57,5.997457340931139e-99,2.1121889327014003e-19,2.7174165866683622e-83,3.983285110356629e-09,1.3616780885054178e-09,8.658266022685919e-10,1.0817699594834777e-09,8.960178385492154e-10,4.357369245078703e-10,2.1514595222976736e-16,2.765907179308511e-17,1.846641375315151e-27,2.829041734199101e-23,2.7659046734112168e-17,1.0813710044038995e-19,5.550192827338997e-25,4.3008940708010095e-10,2.942262459087804e-26,1.970883657235062e-22,1.513233413210535e-23,2.7533532818239122e-27,1.2187785960461327e-35
3.699204242784076e-15,0.045450764422602166,0.0,0.11285423643448027,0.031075110263184432,0.3194096795682429,0.3504847907504078,0.20701221847732323,0.09201819042583385,0.0,8.404466929935157e-56,2.7123227655016065e-19,8.485851172016298e-55,0.0,1.675996868870516e-81,5.885277583002174e-24,1.020622758712549e-59,2.963492388199111e-47,2.360387781049325e-78,4.759572455679194e-31,1.8703856695279356e-36,2.2144873978495515e-126,9.820677762684308e-31,1.9773213470070694e-84,1.8550331481521887e-56,2.3994930408975352e-98,2.7123224553423545e-19,7.15234205367143e-83,5.114871882866862e-09,1.7485699504812525e-09,1.111832814660522e-09,1.3891318825005062e-09,1.1506015940259242e-09,5.595422789261282e-10,2.8632299975074173e-16,4.560941496664134e-17,3.0448074510145382e-27,5.904562198606745e-23,4.560936266544949e-17,1.826420707308016e-19,9.152189037537225e-25,5.522901578268509e-10,3.778301664059615e-26,3.1880367668306783e-22,3.115162964599942e-23,8.88748835610626e-27,3.16763269269279e-35
4.5176971435585694e-15,0.045450764422602166,0.0,0.11285423386212308,0.031075110263184432,0.31940967905754564,0.35048479044304587,0.20701221810053905,0.09201818929432624,0.0,1.521426355577178e-55,3.312456409684601e-19,1.5368438122688012e-54,0.0,5.161023009615071e-81,1.0653877551383767e-23,2.23002741636381e-59,4.419990287473055e-47,4.2729136744124863e-78,7.098808088702507e-31,2.284230724849174e-36,5.763527795719264e-126,1.2002986978599938e-30,3.579464141507528e-84,4.0531871280343718e-56,7.388939097001332e-98,3.3124559470882206e-19,1.5627635074027923e-82,6.246379440431395e-09,2.135461801142699e-09,1.3578390207547846e-09,1.6964937971656187e-09,1.405185053342646e-09,6.833476194208048e-10,3.619440302790918e-16,6.802553620667974e-17,4.541005665153892e-27,1.0688777857089863e-22,6.802544152806051e-17,2.7897462002459262e-19,1.3650308425331127e-24,6.744909027802632e-10,4.61434083068287e-26,4.663331943925475e-22,5.561877907723742e-23,2.2894557178943145e-26,6.83586732723966e-35
5.336190044333063e-15,0.045450764422602166,0.0,0.11285423128984544,0.031075110263184432,0.3194096785468484,0.35048479013568395,0.2070122177237551,0.09201818816289785,0.0,2.5012212492969486e-55,3.912590053341301e-19,2.5277131437729896e-54,0.0,1.3548028010324415e-80,1.7514948338202117e-23,4.305958720634911e-59,6.166654300696867e-47,7.024659619439354e-78,9.904070364575288e-31,2.6980757794142686e-36,1.2986460151096852e-125,1.4188690524067109e-30,5.884630285091933e-84,7.826297166720529e-56,1.939645563037371e-97,3.9125894079389994e-19,3.017539376618477e-82,7.377807788759725e-09,2.522353640490038e-09,1.603845220553101e-09,2.003855703479037e-09,1.6597682164999135e-09,8.071529459920802e-10,4.420076812276238e-16,9.490743462135447e-17,6.335236008709238e-27,1.757231328972935e-22,9.49072789700423e-17,3.9849674181984337e-19,1.9044550878502555e-24,7.966916419405158e-10,5.450379959187145e-26,6.380515398213327e-22,9.015291012405662e-23,5.102261701235412e-26,1.303203108539206e-34
6.97317584588205e-15,0.045450764422602166,0.0,0.1128542261455287,0.031075110263184432,0.31940967752545407,0.3504847895209601,0.20701221697018823,0.09201818590027865,0.0,5.5705952397498374e-55,5.112857339075817e-19,5.635085866395588e-54,0.0,7.370504504770276e-80,3.9008416098844573e-23,1.265560570102232e-58,1.0530480663613659e-46,1.5644970714563218e-77,1.6912674758190802e-30,3.5257658862760316e-36,5.105034355714426e-125,1.8570280602523225e-30,1.3105954375517572e-83,2.3002203289238792e-55,1.0552211978412717e-96,5.112856236955312e-19,8.868824515601278e-82,9.6404268796114e-09,3.2961372852434806e-09,2.095857601268499e-09,2.6185794910516488e-09,2.168933654338128e-09,1.0547635573651172e-09,6.154576195674144e-16,1.6206855955532848e-16,1.0817793049612714e-26,3.9136141114148966e-22,1.6206821289685308e-16,7.123322238933424e-19,3.2521404550923626e-24,1.0410931028822233e-09,7.122458102655588e-26,1.0486161427576061e-21,1.9481560000059858e-22,1.947173068426429e-25,3.7203056897401635e-34
