Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(680),CH2OX(648),CHOX(678),H2X(216),NO2X(213),N2OX(730),H2NX(201),H3NX(202),NOX(214),CNOX(740),NO2X(206),H2NO3(231),SX(544),SX(876)
6.87484262405306e-25,0.1547348997255798,0.0,0.3842067560186146,0.031075110263184432,0.31940968187635493,0.3504847921395393,0.20701222018021495,0.09201819554070598,0.0,6.608314906045513e-55,1.0013515811709299e-17,6.699159198405133e-51,0.0,4.424394388910008e-86,2.5788601752703243e-35,9.167181742778716e-58,2.809318665502029e-40,1.961378701272812e-61,7.780567082124347e-36,3.88527903254188e-22,4.274018785179305e-99,2.2337141783585175e-18,2.6961864953940264e-61,8.370741323538668e-53,8.793778341515429e-92,1.0013918207629713e-17,4.656159286340895e-78,1.754209487306545e-18,5.995991834792616e-19,4.215829517061337e-19,4.76344877346439e-19,3.945518703009581e-19,1.9187173871351674e-19,1.7348258962744368e-19,8.277948853315357e-33,2.459653129004547e-16,8.508804573106502e-46,3.9531701381770085e-32,3.572719878490462e-32,1.4441640146640618e-18,1.893848977444682e-19,1.403247086230552e-32,1.4033700439164018e-41,7.312256549903377e-46,7.37063297432293e-70,1.5947457053727045e-43,5.7749698133297984e-55,1.1235296482107281e-52,1.062296906590378e-34,4.4222650056129175e-94,1.3493064470936924e-19,8.123911531798139e-20,7.381351941353206e-52,1.410752349004564e-95,7.62151803754398e-20,2.4517577660477737e-16,2.3673784196176308e-58,4.945865358183422e-107
1.3755658178274715e-24,0.1547348997255798,0.0,0.3842067560186146,0.031075110263184432,0.3194096818763547,0.35048479213953904,0.20701222018021495,0.09201819554070598,0.0,5.292011504054457e-54,2.0035731463394008e-17,5.3647606159052e-50,0.0,1.417554147459915e-84,1.032216140495125e-34,7.339319433194635e-57,1.1244595957744029e-39,1.5706937091402037e-60,3.114254507150099e-35,7.773933633313597e-22,1.3697333026649348e-97,4.4693690293307236e-18,2.1591358997811054e-60,6.701682827913356e-52,2.8174832223601588e-90,2.003653660484033e-17,7.458313653981944e-77,3.509943048884198e-18,1.1997193045632028e-18,8.435321787835251e-19,9.53103607757351e-19,7.894465311059943e-19,3.839101774608374e-19,3.471159026168298e-19,3.313336837058295e-32,4.921443228581639e-16,6.812217375935421e-45,1.5822982811413807e-31,1.4300190290674509e-31,2.889582733076857e-18,3.789343349309104e-19,5.616645306750498e-32,1.1235493431184916e-40,5.854254562968789e-45,2.361515717293567e-68,6.383138848664383e-43,4.623487279488485e-54,8.995074900957564e-52,4.25195605199719e-34,2.8352307030408224e-92,2.69978518475829e-19,1.6254881196977317e-19,5.909569731066257e-51,9.044709748076537e-94,1.524965772412144e-19,4.905645643099928e-16,3.7922135505389856e-57,1.2694182854251538e-104
2.7517289286718026e-24,0.1547348997255798,0.0,0.3842067560186146,0.031075110263184432,0.3194096818763542,0.35048479213953854,0.20701222018021495,0.09201819554070598,0.0,4.235754082657973e-53,4.00801627667634e-17,4.293982857726864e-49,0.0,4.5389720384100666e-83,4.1302090860010746e-34,5.873686115589631e-56,4.499303059548528e-39,1.2571915775312644e-59,1.2461074532946213e-34,1.5551242834857031e-21,4.386425036351865e-96,8.940678731275129e-18,1.7281838286829837e-59,5.36338304055416e-51,9.021509046337072e-89,4.0081773399261537e-17,1.1940073117349854e-75,7.021410172036214e-18,2.399959546729799e-18,1.6874306329399028e-18,1.9066210685788148e-18,1.5792358527157869e-18,7.679870549559867e-19,6.943825285955193e-19,1.325766316933297e-31,9.845023427735808e-16,5.451844272679826e-44,6.331254163521824e-31,5.721938802313136e-31,5.780420169902781e-18,7.580332093037106e-19,2.2473897201343407e-31,8.991809423472564e-40,4.685187932601452e-44,7.56152081320873e-67,2.5540869817413485e-42,3.700194995677334e-53,7.198796177335148e-51,1.701336263722419e-33,1.8161431845358936e-90,5.400742660087535e-19,3.251682052730902e-19,4.729451823739117e-50,5.793709872392832e-92,3.050593709727634e-19,9.813421397204223e-16,6.071070455835932e-56,3.2539118169758277e-102
5.5040551503604646e-24,0.1547348997255798,0.0,0.3842067560186146,0.031075110263184432,0.3194096818763532,0.35048479213953754,0.20701222018021495,0.09201819554070596,0.0,3.38946142744645e-52,8.016902537350205e-17,3.436056244617632e-48,0.0,1.45291901961233e-81,1.6523525776522498e-33,4.69984131080259e-55,1.8000142008399757e-38,1.0060079683093521e-58,4.985241229621324e-34,3.11058612379439e-21,1.4041807907001394e-94,1.7883298135163904e-17,1.3828971919875991e-58,4.291521317848791e-50,2.88777325969587e-87,8.017224698810383e-17,1.910953569869911e-74,1.4044344418327088e-17,4.8004400310578475e-18,3.375227541259037e-18,3.813655990220302e-18,3.1588144959342544e-18,1.536140809948318e-18,1.3889157805525676e-18,5.3039285549214435e-31,1.9692183826044085e-15,4.362303743907152e-43,2.5329139319219662e-30,2.289148111203592e-30,1.1562095043555963e-17,1.5162309580489733e-18,8.99102225685893e-31,7.19481368133235e-39,3.748870279077861e-43,2.420438073467491e-65,1.0218011048029029e-41,2.960718185397916e-52,5.760131678985386e-50,6.80645289853301e-33,1.1628424625477149e-88,1.080265761074622e-18,6.504069918786583e-19,3.784280028086081e-49,3.7096112024134537e-90,6.101849584358604e-19,1.962897290541275e-15,9.716536674305545e-55,8.335395871037826e-100
1.100870759373779e-23,0.1547348997255798,0.0,0.38420675601861454,0.031075110263184432,0.3194096818763512,0.3504847921395355,0.20701222018021495,0.09201819554070595,0.0,2.711912448396926e-51,1.6034675058697888e-16,2.749193021556478e-47,0.0,4.6500577422346625e-80,6.609948236544722e-33,3.7602300541653285e-54,7.200642799131478e-38,8.049082696008216e-58,1.9942587866937996e-33,6.221509804411763e-21,4.49421835615704e-93,3.5768536942941334e-17,1.1064578223065211e-57,3.433543043263218e-49,9.242299276700231e-86,1.6035319416578795e-16,3.0579592764413656e-73,2.8090212910856203e-17,9.601400999693369e-18,6.750821357922818e-18,7.627725833497515e-18,6.3179717823667165e-18,3.0724483199411084e-18,2.7779822844653406e-18,2.1217440917068555e-30,3.93865046226604e-15,3.490174360831896e-42,1.0132480319440006e-29,9.157337678437449e-30,2.312544479086766e-17,3.0326264555381482e-18,3.596701577261056e-30,5.756397427244385e-38,2.9993939356910997e-42,7.746628994493e-64,4.087537066812834e-41,2.368799447722582e-51,4.608543285571867e-49,2.72280274392137e-32,7.443826804040707e-87,2.1606487512064368e-18,1.3008845650855296e-18,3.0277114808195373e-48,2.3746821072853752e-88,1.2204361333620505e-18,3.926007592182958e-15,1.5548718204947298e-53,2.1345504676471145e-97
2.2018012480492437e-23,0.1547348997255798,0.0,0.3842067560186145,0.03107511026318443,0.3194096818763472,0.3504847921395314,0.20701222018021495,0.09201819554070592,0.0,2.169667289675863e-50,3.2070220101393068e-16,2.1994936360878096e-46,0.0,1.4881331887720267e-78,2.644086884535743e-32,3.0083268532558704e-53,2.8803743229800033e-37,6.439673761499404e-57,7.97735974801711e-33,1.244335716564651e-20,1.4382842604710294e-91,7.153901455849568e-17,8.852222887518213e-57,2.7469648371669045e-48,2.957763764802583e-84,3.207150885211543e-16,4.893081721135399e-72,5.61819498957039e-17,1.920332293688211e-17,1.350200899135244e-17,1.5255865520028898e-17,1.2636286355213757e-17,6.145063339959202e-18,5.556115292285593e-18,8.487321718634988e-30,7.87751462158921e-15,2.792272042032718e-41,4.053157052001951e-29,3.6630841234036207e-29,4.625214428551239e-17,6.0654174505110985e-18,1.4387391506195102e-29,4.605336493183247e-37,2.3996497737044743e-41,2.479133435675206e-62,1.6350813583740303e-40,1.895129522484345e-50,3.6870098159404734e-48,1.0891654160480314e-31,4.764572433476979e-85,4.321414731470377e-18,2.6018397114822148e-18,2.422284174146132e-47,1.519975436445584e-86,2.4409384832144165e-18,7.852228195466226e-15,2.487975689688619e-52,5.465331454314349e-95
4.4036622254001733e-23,0.1547348997255798,0.0,0.3842067560186143,0.031075110263184425,0.3194096818763393,0.35048479213952316,0.20701222018021492,0.09201819554070587,0.0,1.735788765800477e-49,6.414131018678265e-16,1.7596505981068528e-45,0.0,4.762209750508729e-77,1.0576562729009408e-31,2.406718608238821e-52,1.1521731702748348e-36,5.151902056052574e-56,3.1910088206061023e-32,2.4887051888115996e-20,4.602724663392405e-90,1.4307996978960235e-16,7.082002440481075e-56,2.1976240321458174e-47,9.465208858131482e-83,6.414388772318797e-16,7.829208267718195e-71,1.1236542386455717e-16,3.8407166810930384e-17,2.7004384258619912e-17,3.051214489299947e-17,2.5272915500836277e-17,1.2290293380125443e-17,1.111238130790493e-17,3.3949977590729146e-29,1.575524294023517e-14,2.2338706563973157e-40,1.6212958062358858e-28,1.4652634602954882e-28,9.250554327488726e-17,1.21309994404354e-17,5.755073505810013e-29,3.684356532380969e-36,1.9197985247935067e-40,7.933667544086262e-61,6.540458497240984e-40,1.516139604254458e-49,2.949677931487071e-47,4.35675030272814e-31,3.049493817060936e-83,8.642946691999503e-18,5.2037500042073555e-18,1.937873336355463e-46,9.728530044943372e-85,4.88194318291909e-18,1.5704669402032384e-14,3.980905730969395e-51,1.3992377925948584e-92
8.807384180102033e-23,0.1547348997255798,0.0,0.38420675601861404,0.031075110263184418,0.31940968187632335,0.3504847921395068,0.2070122201802149,0.09201819554070576,0.0,1.3886529865995347e-48,1.2828349035755877e-15,1.4077427545200514e-44,0.0,1.5239364882632983e-75,4.2306681359201345e-31,1.9253977373725596e-51,4.608739563682693e-36,4.1215868645784686e-55,1.2764165126339708e-31,4.977444133305498e-20,1.4729062979859193e-88,2.861618802518076e-16,5.665691605939483e-55,1.758120090955095e-46,3.0289252056566777e-81,1.2828864546533012e-15,1.25269552437865e-69,2.2473237179889526e-16,7.681485455771013e-17,5.4009134794787773e-17,6.10247036385719e-17,5.054617379179512e-17,2.4580753460978146e-17,2.222491333905892e-17,1.3580129180981352e-28,3.1510699577525577e-14,1.787117734522868e-39,6.485249196422577e-28,5.861113463561613e-28,1.8501234125397842e-16,2.4262163420197612e-17,2.3020526726527517e-28,2.947520025416004e-35,1.5359100696899892e-39,2.538908796957391e-59,2.6162100103448066e-39,1.2129260774361419e-48,2.359770380048782e-46,1.742717848955522e-30,1.9517296316733996e-81,1.7286010613062735e-17,1.0407570589384712e-17,1.550317068167961e-45,6.226626070000086e-83,9.7639525823282e-18,3.140955181516318e-14,6.369564873984356e-50,3.5821933199515847e-90
1.7614828089505751e-22,0.1547348997255798,0.0,0.3842067560186135,0.031075110263184404,0.31940968187629154,0.35048479213947403,0.2070122201802148,0.09201819554070553,0.0,1.11093117893025e-47,2.5656785069909873e-15,1.1262031140978768e-43,0.0,4.8766437519153455e-74,1.692275867877645e-30,1.5403273306280854e-50,1.8435052020317833e-35,3.297295579756372e-54,5.105692019403344e-31,9.95492202229329e-20,4.713355203410491e-87,5.723257011761858e-16,4.5325891464470345e-54,1.4065044189070715e-45,9.692654052806677e-80,2.5657816094960253e-15,2.0043306004073305e-68,4.494662676540975e-16,1.5363023004600233e-16,1.080186358736552e-16,1.220498211282418e-16,1.0109269037256801e-16,4.916167362476445e-17,4.4449977401028184e-17,5.432079301631227e-28,6.302161285210033e-14,1.4297026714583433e-38,2.594112872940846e-27,2.344457309938352e-27,3.700259372135267e-16,4.852449137937645e-17,9.208256347108404e-28,2.358029722487435e-34,1.2288201833772363e-38,8.125138483557892e-58,1.0464893252213363e-38,9.703466185341248e-48,1.887827522842838e-45,6.970906851702556e-30,1.249124112950549e-79,3.4572138455209136e-17,2.0815211758647735e-17,1.2402610142529553e-44,3.985346126514333e-81,1.952797138114548e-17,6.281931664141873e-14,1.019139636315882e-48,9.170599954819274e-88
3.522971590831319e-22,0.1547348997255798,0.0,0.3842067560186123,0.031075110263184373,0.3194096818762279,0.35048479213940853,0.20701222018021467,0.09201819554070509,0.0,8.887484590177028e-47,5.131365713821298e-15,9.00966055484675e-43,0.0,1.5605335189539456e-72,6.769120735432133e-30,1.232265521376956e-49,7.374039561288719e-35,2.637846899082344e-53,2.0422820015214492e-30,1.9909877800268868e-19,1.5082824731270414e-85,1.1446533430248128e-15,3.6260856618905206e-53,1.1252068735810417e-44,3.101664240101666e-78,5.1315719191810026e-15,3.206943169819851e-67,8.98934059310606e-16,3.0726098100151765e-16,2.160376380575168e-16,2.4410005610168183e-16,2.0218572352953447e-16,9.832351396066057e-17,8.890010552361177e-17,2.1728372466547486e-27,1.2604343940122562e-13,1.14376553074827e-37,1.0376477880704025e-26,9.377853088711518e-27,7.40053129138087e-16,9.704914729635177e-17,3.6833109626691526e-27,1.886428910481389e-33,9.831948019343647e-38,2.600410153522552e-56,4.185967933236201e-38,7.762795957630635e-47,1.5102665134672065e-44,2.788369831868205e-29,7.994449199241481e-78,6.914439413958162e-17,4.163049409280702e-17,9.92211755357253e-44,2.5509599685019765e-79,3.905600897877628e-17,1.2563884629390554e-13,1.6306308234187184e-47,2.3476972760330788e-85
7.045949154592806e-22,0.1547348997255798,0.0,0.38420675601861004,0.03107511026318431,0.3194096818761007,0.35048479213927747,0.20701222018021437,0.09201819554070419,0.0,7.110001735659923e-46,1.0262740127479958e-14,7.207742700730774e-42,0.0,4.99371928991894e-71,2.707651776452222e-29,9.858138807662315e-49,2.949619575153931e-34,2.1102816933847315e-52,8.169138393418071e-30,3.981978935621998e-19,4.826518006910641e-84,2.289308626721549e-15,2.9008742674165047e-52,9.001668342284846e-44,9.925349477294677e-77,1.0263152538549068e-14,5.131120439002087e-66,1.7978696424080396e-15,6.145224828282722e-16,4.3207564252974697e-16,4.882005260249631e-16,4.043717898251503e-16,1.9664719466574698e-16,1.7780036176335935e-16,8.691360039773608e-27,2.5208709249937933e-13,9.150137820883171e-37,4.1505964301862395e-26,3.7511460051836406e-26,1.4801075130090631e-15,1.9409845912477314e-16,1.4733255038397508e-26,1.509144623963328e-32,7.867741901829963e-37,8.323593738445177e-55,1.6743892918953013e-37,6.210245942566998e-46,1.2082150211042193e-43,1.1153493509825442e-28,5.116465048219408e-76,1.382889055086454e-16,8.326105874365855e-17,7.937705819619282e-43,1.633030786585487e-77,7.811208417402279e-17,2.5127790559878214e-13,2.6090152420323916e-46,6.0101353478138275e-83
1.409190428211578e-21,0.1547348997255798,0.0,0.38420675601860543,0.031075110263184186,0.31940968187584623,0.35048479213901534,0.20701222018021376,0.09201819554070238,0.0,5.688007013936567e-45,2.0525488954789438e-14,5.766199863332502e-41,0.0,1.597992097386546e-69,1.0830614306300865e-28,7.886516915392298e-48,1.179848580191241e-33,1.6882270243569154e-51,3.2676574346752354e-29,7.963961246812205e-19,1.544488017079809e-82,4.5786191941129515e-15,2.3207017090970067e-51,7.201340014955238e-43,3.176115658030908e-75,2.0526313777277647e-14,8.209801796016511e-65,3.595740807740575e-15,1.229045486144676e-15,8.641516518922355e-16,9.764014657771291e-16,8.087439223431134e-16,3.9329455620909628e-16,3.5560087422117586e-16,3.4765462274518345e-26,5.041743986952992e-13,7.320115687546699e-36,1.6602396277445184e-25,1.5004593559354773e-25,2.960216280838435e-15,3.8819708275949847e-16,5.89329972495162e-26,1.207315405528786e-31,6.297673096310755e-36,2.665000373297908e-53,6.697561341811486e-37,4.968200380968709e-45,9.665727606165762e-43,4.461400240372262e-28,3.274543250555781e-74,2.765779282480482e-16,1.665221879754934e-16,6.350169367879138e-42,1.0456673254825788e-75,1.5622423456445553e-16,5.025560242081474e-13,4.174429127857079e-45,1.5385985305980646e-80
2.8183814537161728e-21,0.1547348997255798,0.0,0.3842067560185962,0.03107511026318394,0.3194096818753373,0.35048479213849115,0.20701222018021256,0.09201819554069879,0.0,4.550407861307288e-44,4.105098660937703e-14,4.612962171767996e-40,0.0,5.113577790552645e-68,4.332247351362025e-28,6.309215903378022e-47,4.719395821037219e-33,1.3505822873454938e-50,1.3070633892041277e-28,1.5927925869192556e-18,4.94236526244773e-81,9.157240328887475e-15,1.85656228534353e-50,5.761074147885308e-42,1.016357622525642e-73,4.105263625470459e-14,1.3135690147784763e-63,7.191483134956312e-15,2.458091491429063e-15,1.728303672289325e-15,1.9528033449038776e-15,1.6174881870859659e-15,7.865892798285009e-16,7.112018990500947e-16,1.3906189340175264e-25,1.0083490110855885e-12,5.856094723777152e-35,6.640960623026671e-25,6.001839330839927e-25,5.92043381684686e-15,7.763943299404794e-16,2.357315809548581e-25,9.658507799728002e-31,5.043700181557354e-35,8.5372681903988e-52,2.67902532119203e-36,3.9745616856667387e-44,7.732585373472405e-42,1.784560663413464e-27,2.095709478991346e-72,5.531559737319548e-16,3.330444461596904e-16,5.080137381538006e-41,6.6990072190292966e-74,3.1244853534507995e-16,1.005112261425325e-12,6.679090400095508e-44,3.9388172089643995e-78
5.636763504725363e-21,0.1547348997255798,0.0,0.3842067560185778,0.031075110263183447,0.3194096818743194,0.3504847921374427,0.20701222018021018,0.09201819554069159,0.0,3.640327189098879e-43,8.210198191842679e-14,3.690370649858218e-39,0.0,1.6363453853049814e-66,1.7328994173065116e-27,5.047373708501452e-46,1.8877586284793811e-32,1.0804660970204305e-49,5.2282543864632235e-28,3.1855855113952995e-18,1.5815574612302207e-79,1.83144825984034e-14,1.4852501955012281e-49,4.608860171827714e-41,3.2523453706218737e-72,8.210528120943765e-14,2.101711005342685e-62,1.438296777559046e-14,4.916183496604156e-15,3.456607719771955e-15,3.905607101647038e-15,3.2349767153993748e-15,1.5731787291981338e-15,1.4224039483610745e-15,5.562476627969435e-25,2.0166982358599665e-12,4.684876650762159e-34,2.6563846721870376e-24,2.4007361132543775e-24,1.1840868890262433e-14,1.5527888239485627e-15,9.429226098717875e-25,7.726777230231663e-30,4.043856581841822e-34,2.737854202135227e-50,1.0716102450675233e-35,3.1796497890965715e-43,6.186070115959896e-41,7.138243787991016e-27,1.3412546425422785e-70,1.1063120647201708e-15,6.660889614101932e-16,4.064110663901237e-40,4.2959815790785555e-72,6.24897136905364e-16,2.0102247358534713e-12,1.0686547686293598e-42,1.0083378428790569e-75
1.1273527606743742e-20,0.1547348997255798,0.0,0.38420675601854093,0.03107511026318246,0.3194096818722836,0.35048479213534584,0.20701222018020538,0.0920181955406772,0.0,2.912262111283755e-42,1.6420397253602456e-13,2.952296884868637e-38,0.0,5.2363060187903564e-65,6.931599830679853e-27,4.037899420917881e-45,7.551035114126559e-32,8.643729844739498e-49,2.091301919697468e-27,6.371171360347286e-18,5.060984799531562e-78,3.6628967137302756e-14,1.1882003032914745e-48,3.687088477511348e-40,1.0407506747879698e-70,1.642105711184203e-13,3.362738073151754e-61,2.876593700166944e-14,9.83236748537961e-15,6.913215841491033e-15,7.811214609092013e-15,6.469953767337009e-15,3.146357636460696e-15,2.844808045595604e-15,2.2249908342279195e-24,4.033396685383918e-12,3.747901672898819e-33,1.0625539539230834e-23,9.6029452108452e-24,2.3681739042688478e-14,3.105577810549216e-15,3.77165982901238e-24,6.181373650038773e-29,3.249318505322088e-33,8.799070716131855e-49,4.286440891033078e-35,2.5437198286522824e-42,4.948857622457345e-40,2.855297741910164e-26,8.584031560864491e-69,2.2126242467782168e-15,1.3321779874396348e-15,3.25128884063197e-39,2.7604560428091954e-70,1.249794340022074e-15,4.020449684684923e-12,1.7098478766085925e-41,2.5813456994727764e-73
2.2547055810780502e-20,0.1547348997255798,0.0,0.38420675601846727,0.03107511026318049,0.31940968186821195,0.35048479213115213,0.2070122201801958,0.09201819554064841,0.0,2.3298098330022973e-41,3.284079537692132e-13,2.3618376538949263e-37,0.0,1.6756180505203594e-63,2.7726413308815907e-26,3.230319814056309e-44,3.0204141657564395e-31,6.914984303221706e-48,8.365208002476843e-27,1.2742343058250849e-17,1.6195152836250057e-76,7.325793621457148e-14,9.50560301389242e-48,2.9496709158549224e-39,3.3304024068083334e-69,3.2842115093445215e-13,5.380381286311808e-60,5.753187523307017e-14,1.9664735376631606e-14,1.3826432191944569e-14,1.5622429599816582e-14,1.2939907852455548e-14,6.2927154850790015e-15,5.689616234514942e-15,8.89996374027713e-24,8.066793584332603e-12,2.9983214849815634e-32,4.250215989415644e-23,3.8411782326961404e-23,4.736347936992015e-14,6.211155778088469e-15,1.5086392639427295e-23,4.945021219366387e-28,2.6222271086808356e-32,2.8399813001901486e-47,1.7145760806331662e-34,2.0349755757705415e-41,3.9590879943108884e-39,1.1421191419838626e-25,5.4937807974548895e-67,4.425248611220762e-15,2.664356021612262e-15,2.6010312059787904e-38,1.7808066395302584e-68,2.4995887462400612e-15,8.040899582248473e-12,2.7357568099696206e-40,6.608246072386605e-71
4.509411221885402e-20,0.1547348997255798,0.0,0.3842067560183199,0.031075110263176546,0.3194096818600687,0.3504847921227647,0.20701222018017665,0.09201819554059083,0.0,1.863847923949435e-40,6.568159162275625e-13,1.8894701815274434e-36,0.0,5.361977953050688e-62,1.1090575850880593e-25,2.584256115254345e-43,1.208165690374943e-30,5.531987613548871e-47,3.346083260498216e-26,2.5484686454056343e-17,5.182449144038045e-75,1.46515874366989e-13,7.604482646135981e-47,2.359736782744145e-38,1.0657288082306132e-67,6.568423105587816e-13,8.608610345789963e-59,1.1506375081284264e-13,3.9329470813939944e-14,2.7652865320913933e-14,3.124485948460418e-14,2.58798159476657e-14,1.2585431318688328e-14,1.1379232590154739e-14,3.55998560661339e-23,1.61335873818331e-11,2.3986572558456197e-31,1.7000864334120855e-22,1.536471320183896e-22,9.472696011390182e-14,1.2422311690518756e-14,6.034359363861618e-23,3.9558923848634766e-27,2.1342155636480997e-31,9.243315595144055e-46,6.858301707599155e-34,1.6279798881996414e-40,3.1672732090323707e-38,4.568476657391364e-25,3.5160199107895738e-65,8.850497341411665e-15,5.328712018412496e-15,2.080825033642205e-37,1.1577822369487096e-66,4.999177558614303e-15,1.6081799376978144e-11,4.377211093721578e-39,1.691711148330575e-68
9.018822503500107e-20,0.1547348997255798,0.0,0.3842067560180252,0.03107511026316866,0.31940968184378216,0.3504847921059898,0.20701222018013832,0.09201819554047568,0.0,1.491078362110552e-39,1.3136318411121499e-12,1.5115761686049452e-35,0.0,1.7158329705890212e-60,4.4362386292575225e-25,2.0674052427359806e-42,4.8326628100541374e-30,4.4255901592268374e-46,1.338433311916848e-25,5.096937324566082e-17,1.6583837639210865e-73,2.9303175066334434e-13,6.083586210914071e-46,1.887789440654389e-37,3.410332237327012e-66,1.3136846297765035e-12,1.377377675869962e-57,2.3012749844027176e-13,7.865894030777405e-14,5.530573329142714e-14,6.24897188675333e-14,5.175963183797829e-14,2.5170863531397807e-14,2.275846521263881e-14,1.4239942886011773e-22,3.226717497524663e-11,1.918925846551245e-30,6.8003458321375225e-22,6.145885314403666e-22,1.8945392195993852e-13,2.4844623424786463e-14,2.4135855346012675e-22,3.164514470596199e-26,1.7656612623433487e-30,3.057292082273646e-44,2.7433185094849154e-33,1.3023829501951207e-39,2.5338229804169988e-37,1.8273906800608627e-24,2.250252818445954e-63,1.7700994807016713e-14,1.0657423725832887e-14,1.6646600792021956e-36,7.641031432971956e-65,9.998355183115863e-15,3.216359896484777e-11,7.003538010067786e-38,4.330780815117399e-66
1.8037645066729514e-19,0.1547348997255798,0.0,0.3842067560174357,0.031075110263152888,0.3194096818112091,0.3504847920724401,0.20701222018006166,0.09201819554024537,0.0,1.1928626987599882e-38,2.627263690752879e-12,1.2092609442665757e-34,0.0,5.490665514637761e-59,1.7745020551847985e-24,1.6539247262878396e-41,1.9330651340602326e-29,3.540472154735177e-45,5.353733229631014e-25,1.0193874682884363e-16,5.306828105065356e-72,5.860635032221362e-13,4.866869006327712e-45,1.5102315494031036e-36,1.0913063177704987e-64,2.6273692680882e-12,2.203804289917126e-56,4.602549795666678e-13,1.573178737723124e-13,1.1061147608097311e-13,1.2497943608680713e-13,1.0351926241817271e-13,5.034173013877959e-14,4.551693010242491e-14,5.695977437230927e-22,6.453435015572378e-11,1.535140717500722e-29,2.720138371112831e-21,2.458354116075949e-21,3.789078470843055e-13,4.968924653095043e-14,9.65307653918517e-22,2.531292489481973e-25,1.505774019980609e-29,1.041957819393551e-42,1.0973256489281202e-32,1.0419048082982603e-38,2.0270654088703085e-36,7.309562748156622e-24,1.9029211103969568e-61,3.540198975911969e-14,2.13148459959535e-14,1.3317281238843163e-35,6.923370160878548e-63,1.9996710431131278e-14,6.432719813422821e-11,1.120566135019588e-36,2.3964060715550252e-63
3.607529019318833e-19,0.1547348997255798,0.0,0.38420675601625676,0.03107511026312134,0.319409681746063,0.35048479200534066,0.20701222017990834,0.09201819553978477,0.0,9.5429016246244e-38,5.254527389520553e-12,9.674087592133858e-34,0.0,1.7570129455391212e-57,7.098060976334711e-24,1.3231406208875588e-40,7.732260558939718e-29,2.832377734727404e-44,2.1414932614679425e-24,2.0387749399510473e-16,1.6981850032988166e-70,1.1721270082040446e-12,3.8934952200916984e-44,1.20818522402788e-35,3.49218017926053e-63,5.254738544216602e-12,3.5260868453769734e-55,9.20509885305618e-13,3.1463571860887287e-13,2.2122298905727186e-13,2.499588643390176e-13,2.070385187768386e-13,1.0068347208139087e-13,9.103385846126915e-14,2.2783911841692144e-21,1.2906870049127851e-10,1.228112627767364e-28,1.0880553709457534e-20,9.833416313534797e-21,7.578157030622145e-13,9.937849129379259e-14,3.8602184791064405e-21,2.0245236162745132e-24,1.3537566365894127e-28,3.7413130031236867e-41,4.3892885293036663e-32,8.335213671061528e-38,1.621663548286446e-35,2.923825099809044e-23,1.2224971462818007e-59,7.080397974689644e-14,4.2629685957315024e-14,1.0653825866788814e-34,4.993902563743295e-61,3.99934209232113e-14,1.286543964475538e-10,1.792905963110128e-35,6.1476775763529965e-61
7.215058044610596e-19,0.1547348997255798,0.0,0.38420675601389886,0.03107511026305825,0.3194096816157708,0.3504847918711418,0.20701222017960172,0.09201819553886355,0.0,7.634321310730635e-37,1.0509054785000771e-11,7.73927008966082e-33,0.0,5.622441263523173e-56,2.839266553483296e-23,1.0585138358811714e-39,3.0929042302129523e-28,2.2659021921540773e-43,8.565972770885351e-24,4.07754988327209e-16,5.434192026008732e-69,2.3442540176251595e-12,3.1147961820706843e-43,9.665481502301577e-35,1.1174976254095578e-61,1.050947709449344e-11,5.641738856816813e-54,1.841019470728205e-12,6.292713199119534e-13,4.424461246039807e-13,4.999176960980923e-13,4.1407701228728047e-13,2.0136699087797553e-13,1.8206770949604776e-13,9.113566376930878e-21,2.581374010607895e-10,9.82490183973076e-28,4.352221647575468e-20,3.933366390143804e-20,1.5156314379347419e-12,1.987569750215341e-13,1.5432782706341808e-20,1.6188028657281402e-23,1.321450644595769e-27,1.4575418921814833e-39,1.7557041628183862e-31,6.668131687737764e-37,1.2973487741531313e-34,1.1695300360039006e-22,7.824444980267785e-58,1.4160796005672728e-13,8.525934756452717e-14,8.523062057519104e-34,3.895806371935014e-59,7.998684189156807e-14,2.5730879297246366e-10,2.868649992544688e-34,1.573818714136869e-58
