Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216)
1.5359037992166981e-24,0.06662394546715897,0.0,16.54272565949557,0.03107511026318442,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070573,0.0,2.717877651959199e-69,3.928103238573156e-23,2.039270109621937e-67,0.0,2.3242539927333603e-113,6.434142165389649e-48,1.2816969458970642e-74,5.429913145835666e-57,5.146063251516828e-84,4.747732282081114e-41,1.5434511180428753e-34,3.690966523122257e-137,3.701682594973171e-30,7.087909634325834e-88,2.0819140431256334e-75,1.2256710834262855e-124,3.928103238588583e-23,4.485029283232759e-98,2.5716019375990956e-16,8.789887599947532e-17,5.58916665032939e-17,6.983028072835666e-17,5.783974841609425e-17,2.776307923972582e-17,2.812764031983211e-17,9.469437358800725e-22,3.701682595243391e-30,3.998372692516701e-32,1.1909333969082417e-17,2.2213121196839002e-46,3.522303038951168e-34,3.998372692516689e-32,5.220273045074808e-60
3.073142006599527e-24,0.06662394546715897,0.0,16.54272565949557,0.03107511026318441,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070546,0.0,2.1765064173353053e-68,7.859619251463057e-23,1.633070008532329e-66,0.0,7.447589200339836e-112,3.5068944810640217e-47,1.0261370325162678e-73,2.17338033453936e-56,4.121024241151776e-83,1.9003302075736508e-40,3.0882432014359173e-34,1.1830857743676457e-135,7.406581247809515e-30,5.676076253734423e-87,1.6669845148140915e-74,3.927424198480534e-123,7.859619251493905e-23,7.184398016596546e-97,5.145438107983514e-16,1.7587411939773362e-16,1.1183189223030935e-16,1.397212306841053e-16,1.1572974856842937e-16,5.555027931284843e-17,5.62797182072748e-17,1.8947101857716023e-21,7.406581248891112e-30,1.6003910830027821e-31,2.3829014883402857e-17,1.7784003486120235e-45,1.4098391542948476e-33,1.600391083002772e-31,4.181559164069946e-59
6.1476184213651854e-24,0.06662394546715897,0.0,16.54272565949557,0.031075110263184387,0.3194096818763547,0.35048479213953926,0.20701222018021462,0.09201819554070495,0.0,1.74208728308623e-67,1.5722651277242853e-22,1.3071178984806864e-65,0.0,2.3852074462075582e-110,2.148705899828031e-46,8.21221728792199e-73,8.696352297141455e-56,3.298489664643092e-82,7.603796125017883e-40,6.1778273682219985e-34,3.7887270349749406e-134,1.4816378553496652e-29,4.543161545062006e-86,1.3343941762865026e-73,1.2578293981654993e-121,1.5722651277304496e-22,1.1501722136745283e-95,1.0293110448747935e-15,3.5182460619424935e-16,2.237123436843407e-16,2.795031305956023e-16,2.3150974887309216e-16,1.1112467945909357e-16,1.1258387398216003e-16,3.790243085792751e-21,1.4816378557824473e-29,6.4036489379323065e-31,4.766837671204341e-17,1.423260771061025e-44,5.641193018124253e-33,6.403648937932228e-31,3.348714714315874e-58
1.2296571250896501e-23,0.06662394546715897,0.0,16.542725659495567,0.03107511026318434,0.31940968187635427,0.350484792139539,0.20701222018021428,0.09201819554070392,0.0,1.3940227723419917e-66,3.1448715328802432e-22,1.0459591401150223e-64,0.0,7.638273134362353e-109,1.4561124062319478e-45,6.571025374584948e-72,3.479107191310752e-55,2.63946000411125e-81,3.0420135794758935e-39,1.235699570179415e-33,1.2128461317885521e-132,2.96359731649287e-29,3.6354496783620985e-85,1.0681980673942306e-72,4.028076746543325e-120,3.144871532892546e-22,1.8408105419332824e-94,2.0588455130259122e-15,7.037255797872775e-16,4.474732465924054e-16,5.590669304185945e-16,4.630697494823883e-16,2.2227347975158363e-16,2.2519218553192976e-16,7.581308886787399e-21,2.963597318224284e-29,2.5618765557500407e-30,9.534710036932323e-17,1.1388248599221004e-43,2.2568445400029205e-32,2.561876555749977e-30,2.682487313439206e-57
2.4594476909959131e-23,0.06662394546715897,0.0,16.542725659495563,0.031075110263184245,0.3194096818763533,0.3504847921395384,0.2070122201802136,0.09201819554070187,0.0,1.1153594134603228e-65,6.290084343192153e-22,8.368732535607837e-64,0.0,2.4467079680622317e-107,1.0597233073374984e-44,5.257325557133952e-71,1.3917561390808592e-54,2.1118353445794876e-80,1.2169044647365128e-38,2.471533236893841e-33,3.8818330328765526e-131,5.927516238802393e-29,2.90872796414672e-84,8.554076447864509e-72,1.2903234990281452e-118,6.29008434321665e-22,2.945724937244134e-93,4.117914449321086e-15,1.4075275269733214e-15,8.94995052408543e-16,1.1181945300645727e-15,9.26189750700862e-16,4.44571080336563e-16,4.504088086314668e-16,1.516344049258612e-20,5.927516245728623e-29,1.0248340243547175e-29,1.9070454768387782e-16,9.111463944078802e-43,9.028112879783474e-32,1.0248340243546665e-29,2.150801577914146e-56
4.9190288228084395e-23,0.06662394546715897,0.0,16.542725659495552,0.031075110263184054,0.3194096818763515,0.3504847921395373,0.20701222018021223,0.09201819554069775,0.0,8.923440124504895e-65,1.2580509963815958e-21,6.695409820276257e-63,0.0,7.843405700896612e-106,8.057068599444519e-44,4.206069897672759e-70,5.567251089502185e-54,1.6895752189060768e-79,4.867815931890754e-38,4.943200570322678e-33,1.242302645717097e-129,1.185535408351389e-28,2.327129669164623e-83,6.855875405736368e-71,4.136651297027931e-117,1.2580509963864512e-21,4.7135023837567856e-92,8.236052321883179e-15,2.8151314213453567e-15,1.7900386640408497e-15,2.2364497293565032e-15,1.8524297531373354e-15,8.891662815065183e-16,9.008420548305299e-16,3.0327703719421215e-20,1.1855354111219957e-28,4.0995029074674583e-29,3.814194423129664e-16,7.289517199625253e-42,3.6113921026551638e-31,4.099502907467049e-29,1.7280147234540817e-55
9.838191086433493e-23,0.06662394546715897,0.0,16.542725659495535,0.031075110263183672,0.3194096818763478,0.3504847921395351,0.20701222018020948,0.09201819554068952,0.0,7.138978033227913e-64,2.5161361205063484e-21,5.356497378186408e-62,0.0,2.5185223371278458e-104,6.2773574576938726e-43,3.3649514423615816e-69,2.2269457432431086e-53,1.3517029536440618e-78,1.9471659880504706e-37,9.886535237180286e-33,3.975554195992305e-128,2.3711029773306694e-28,1.8617626561539983e-82,5.504493973655762e-70,1.328450204109427e-115,2.5161361205158832e-21,7.541877812562391e-91,1.647232806689435e-14,5.630339210089222e-15,3.580125887305594e-15,4.472960127940263e-15,3.7049097580083855e-15,1.7783566838464157e-15,1.8017085472286134e-15,6.065623023404208e-20,2.3711029884133246e-28,1.6398345255905475e-28,7.628492315710619e-16,5.831752181140845e-41,1.4445862329778681e-30,1.6398345255902204e-28,1.3940791863582272e-54
1.9676515613683598e-22,0.06662394546715897,0.0,16.542725659495495,0.03107511026318291,0.31940968187634033,0.3504847921395306,0.207012220180204,0.09201819554067305,0.0,5.711272801410879e-63,5.0323063687558204e-21,4.2852657124914e-61,0.0,8.11405678875622e-103,4.954564941736168e-42,2.6920181500921183e-68,8.907873588662775e-53,1.0813794745802653e-77,7.788743183495356e-37,1.977320457089524e-32,1.2722070602530271e-126,4.742238115437152e-28,1.4894336936065583e-81,4.435109353843689e-69,4.281016066010444e-114,5.032306368774189e-21,1.2067223703428335e-89,3.2944879556464623e-14,1.1260754787576128e-14,7.160300333835597e-15,8.945980925107373e-15,7.409869767742905e-15,3.556737488526154e-15,3.603441532024612e-15,1.213132835070865e-19,4.742238159768232e-28,6.559404828162589e-28,1.5257088100869257e-15,4.6654571142272485e-40,5.778403726220167e-30,6.559404828159971e-28,1.1338791473046483e-53
3.9353164668183806e-22,0.06662394546715897,0.0,16.542725659495417,0.031075110263181382,0.31940968187632546,0.35048479213952166,0.20701222018019302,0.0920181955406401,0.0,4.569054391335807e-62,1.0064646865254639e-20,3.4282396943712226e-60,0.0,2.6314867252258323e-101,3.936723132482873e-41,2.1536673763792587e-67,3.563167558683271e-52,8.651104243875251e-77,3.1155131197272767e-36,3.95465432383241e-32,4.0711101415234504e-125,9.484508392241805e-28,1.1915563824375215e-80,3.598447896540507e-68,1.3890703583669955e-112,1.0064646865288561e-20,1.9307733289942259e-88,6.588998253379693e-14,2.252158594254663e-14,1.4320649226897654e-14,1.7892022519439952e-14,1.4819789787181604e-14,7.113499097885408e-15,7.206907501615928e-15,2.4262739102838584e-19,9.484508569567042e-28,2.6237752764839813e-27,3.0514279671173432e-15,3.732387839253956e-39,2.311373257365228e-29,2.623775276481887e-27,9.36867773048423e-53
7.870646277718423e-22,0.06662394546715897,0.0,16.542725659495265,0.03107511026317833,0.3194096818762957,0.3504847921395038,0.2070122201801711,0.09201819554057421,0.0,3.6552579732064494e-61,2.012932785825176e-20,2.7426026056004084e-59,0.0,8.644565784339582e-100,3.1386068953967647e-40,1.7230031360252724e-66,1.4252706481245557e-51,6.920910774139024e-76,1.2462084171637237e-35,7.909322057317762e-32,1.3027628531401642e-123,1.8969048948217872e-27,9.532488769909771e-80,2.9593100720212625e-67,4.567492061117285e-111,2.0129327858308364e-20,3.0892513556188213e-87,1.3178018848122851e-13,4.504324825247442e-14,2.8641347013030015e-14,3.578410570809855e-14,2.963962982593765e-14,1.422702231660303e-14,1.441383944079584e-14,4.85255609971827e-19,1.896904965752064e-27,1.049512779642899e-26,6.102866281172942e-15,2.9859191305791574e-38,9.245516626972371e-29,1.0495127796412238e-26,7.971090179144724e-52
1.5741305899518507e-21,0.06662394546715897,0.0,16.54272565949496,0.031075110263172227,0.31940968187623625,0.350484792139468,0.20701222018012724,0.09201819554044242,0.0,2.9242121626309973e-60,4.025868984424395e-20,2.194086425027258e-58,0.0,2.909479383663346e-98,2.506576855637754e-39,1.3785071506045018e-65,5.701089841805178e-51,5.53673957093605e-75,4.984840007207043e-35,1.581865752428679e-31,4.1688533026454086e-122,3.793813006963705e-27,7.626006100104472e-79,2.4963209025377837e-66,1.5399662885072429e-109,4.025868984431217e-20,4.942813392400339e-86,2.6356060034715967e-13,9.008657287227716e-14,5.728274258532768e-14,7.156827208538955e-14,5.927930990296439e-14,2.845406875403474e-14,2.882770331914479e-14,9.70512063462079e-19,3.79381329068518e-27,4.198056456672778e-26,1.2205742909263192e-14,2.3887388481357257e-37,3.6982114212603235e-28,4.1980564566593705e-26,7.138675619372707e-51
3.1482625143118678e-21,0.06662394546715897,0.0,16.542725659494348,0.03107511026316002,0.31940968187611735,0.35048479213939643,0.2070122201800395,0.09201819554017886,0.0,2.339372043732832e-59,8.05174138162201e-20,1.755270877037883e-57,0.0,1.0226901027071997e-96,2.0035380169521628e-38,1.1029706936973961e-64,2.280437386581384e-50,4.4293960373966264e-74,1.993937270593526e-34,3.163732845821815e-31,1.3340350044631508e-120,7.58762923503435e-27,6.100810913751283e-78,2.203249288798536e-65,5.429436634478552e-108,8.051741381617666e-20,7.908510406577185e-85,5.271214239632937e-13,1.8017322211167127e-13,1.1456553373005487e-13,1.431366048398667e-13,1.1855867005507638e-13,5.690816162888398e-14,5.765543107579921e-14,1.941025032856062e-18,7.587630369920988e-27,1.6792236502872406e-25,2.44114961653599e-14,1.91099249597248e-36,1.4792855633700099e-27,1.6792236502765133e-25,6.929812730939659e-50
6.2965263630319015e-21,0.06662394546715897,0.0,16.542725659493126,0.03107511026313561,0.31940968187587954,0.35048479213925327,0.20701222017986404,0.09201819553965174,0.0,1.8714985604371106e-58,1.6103486176013953e-19,1.404217397710108e-56,0.0,3.859206355471898e-95,1.6021410258854274e-37,8.82639530642608e-64,9.12175244602189e-50,3.5435185821749306e-73,7.975751617792827e-34,6.327467032605404e-31,4.26891513046703e-119,1.5175261706322902e-26,4.880651144466062e-77,2.0925059438226557e-64,2.0584056511866023e-106,1.6103486175933303e-19,1.2653623833507723e-83,1.0542430707326493e-12,3.6034652058961397e-13,2.2913111602003644e-13,2.862732703484016e-13,2.371173903515345e-13,1.1381634737852583e-13,1.1531088658893411e-13,3.882051221297943e-18,1.5175266245870915e-26,6.716896736364151e-25,4.882300267721815e-14,1.528794563753755e-35,5.917144569380974e-27,6.716896736278547e-25,7.494040430958687e-49
1.2593054060471969e-20,0.06662394546715897,0.0,16.54272565949068,0.031075110263086788,0.31940968187540386,0.350484792138967,0.2070122201795131,0.09201819553859748,0.0,1.497199218528818e-57,3.220697576478469e-19,1.123374198636937e-55,0.0,1.6103679944594963e-93,1.2814370655138453e-36,7.065319930264438e-63,3.6487015583296445e-49,2.834815566638914e-72,3.1903011541982235e-33,1.2654935406161857e-30,1.366053340336378e-117,3.0350526709489015e-26,3.9045218809532426e-76,2.2018545378875223e-63,8.64120392946979e-105,3.2206975764335535e-19,2.0245803879970582e-82,2.1084863624197085e-12,7.206931175421169e-13,4.582622806021088e-13,5.725466013637941e-13,4.742348309133868e-13,2.27632718877583e-13,2.3062179761450816e-13,7.764104596797369e-18,3.035054486768401e-26,2.6867591215715434e-24,9.7646015699594e-14,1.2230358777773623e-34,2.3668585518675456e-26,2.686759121503081e-24,9.115534606517456e-48
2.5186109455352104e-20,0.06662394546715897,0.0,16.542725659485793,0.03107511026298914,0.31940968187445257,0.35048479213839445,0.20701222017881124,0.09201819553648899,0.0,1.1977595228926494e-56,6.441395494227353e-19,8.98699474356084e-55,0.0,7.555876888397816e-92,1.0250393503191078e-35,5.658980270076069e-62,1.4594807393012738e-48,2.267852735644332e-71,1.2761205630933377e-32,2.5309872153231855e-30,4.371371490490519e-116,6.070105695817731e-26,3.1236178936330977e-75,2.6060430277587347e-62,4.079940343487481e-103,6.441395494022385e-19,3.2393290804921787e-81,4.2169729383872235e-12,1.4413863114335936e-12,9.165246097746897e-13,1.1450932633878691e-12,9.484697119128368e-13,4.552654618747909e-13,4.612436196628732e-13,1.5528215342258838e-17,6.070112959096315e-26,1.0747037340199855e-23,1.9529204173898303e-13,9.784287929060905e-34,9.467437743179937e-26,1.0747037339651081e-23,1.2284910451207286e-46
5.0372220245112377e-20,0.06662394546715897,0.0,16.542725659476012,0.03107511026279385,0.3194096818725499,0.35048479213724937,0.2070122201774075,0.092018195532272,0.0,9.582076775386417e-56,1.2882791329704078e-18,7.18959630877853e-54,0.0,3.955607961344274e-90,8.199873594326658e-35,4.537942509310188e-61,5.837923189025772e-48,1.814282300843053e-70,5.104482455184034e-32,5.061974564720023e-30,1.398839004763358e-114,1.2140211842497813e-25,2.4988944696204314e-74,3.436129356025618e-61,2.1470240601194005e-101,1.2882791328833583e-18,5.182926896511556e-80,8.43394606069584e-12,2.8827726991624305e-12,1.8330492681535962e-12,2.290186587409179e-12,1.8969394734147175e-12,9.105309478655817e-13,9.224872637484703e-13,3.105645281103212e-17,1.2140240895613324e-25,4.298815106752189e-23,3.905840937963106e-13,7.827430705575905e-33,3.7869774743974053e-25,4.2988151063130636e-23,1.7815900445640044e-45
1.0074444182463292e-19,0.06662394546715897,0.0,16.54272565945645,0.031075110262403265,0.3194096818687447,0.3504847921349592,0.20701222017460003,0.09201819552383803,0.0,7.665661657154123e-55,2.576558300057335e-18,5.751677336024691e-53,0.0,2.2499400242168327e-88,6.559722392471188e-34,3.6475670253916433e-60,2.3351693218799164e-47,1.4514258855276852e-69,2.0417930226218136e-31,1.0123949263445047e-29,4.4762850194291676e-113,2.4280424523627675e-25,1.999115637474779e-73,4.910975337856402e-60,1.2255712985243475e-99,2.576558299699012e-18,8.292683328488624e-79,1.6867892186807413e-11,5.765545474403637e-12,3.666098585046388e-12,4.580373235344441e-12,3.793878994430402e-12,1.8210619198326607e-12,1.844974551875134e-12,6.211299165997887e-17,2.428054073609206e-25,1.719526076746932e-22,7.811681978251634e-13,6.261944708736424e-32,1.5147928011708069e-24,1.719526076395621e-22,2.703347555629019e-44
2.01488884983674e-19,0.06662394546715897,0.0,16.54272565941733,0.0310751102616221,0.31940968186113416,0.3504847921303788,0.20701222016898507,0.09201819550697007,0.0,6.132529420376319e-54,5.153116634197517e-18,4.601342117908367e-52,0.0,1.3498339075140488e-86,5.247707321276184e-33,2.94559434851479e-59,9.34067737930265e-47,1.1611407263281084e-68,8.16717217147216e-31,2.0247898660620494e-29,1.4324112388230745e-111,4.85608514369662e-25,1.5992925346425255e-72,7.3880952179663435e-59,7.36837916293949e-98,5.153116632743979e-18,1.3268293560488482e-77,3.373578396500793e-11,1.1531091024020182e-11,7.33219721937189e-12,9.160746530785528e-12,7.58775802850946e-12,3.642123863708811e-12,3.689949127950338e-12,1.2422632500346386e-16,4.856131628682836e-25,6.878104374372691e-22,1.56233640553966e-12,5.009555823651143e-31,6.059185515400619e-24,6.878104371562195e-22,4.207598871252653e-43
3.022333281427151e-19,0.06662394546715897,0.0,16.542725659378206,0.03107511026084093,0.31940968185352364,0.3504847921257984,0.20701222016337012,0.09201819549010212,0.0,1.8205946796510878e-53,7.729674968304025e-18,1.3660234772882828e-51,0.0,7.610205037500438e-86,1.5579071548023146e-32,8.475058314106159e-59,1.984893948734284e-46,3.4471365453465034e-68,1.7355240914868473e-30,3.0371848057521344e-29,6.852912783650585e-111,7.284127990138353e-25,4.747899731585386e-72,2.771965386809873e-58,4.1559235139358696e-97,7.729674965202602e-18,5.058536940756525e-77,5.060367526918581e-11,1.7296636572770864e-11,1.0998295854237306e-11,1.374111982579718e-11,1.1381637054636207e-11,5.463185807526954e-12,5.534923703847417e-12,1.8633991399253216e-16,7.284226770734343e-25,1.4615971836937005e-21,2.3435046129109477e-12,1.4324198723770315e-30,1.2875790188302234e-23,1.4615971828915945e-21,1.582228701594785e-42
4.0297777130175616e-19,0.06662394546715897,0.0,16.542725659339084,0.031075110260059765,0.3194096818459131,0.350484792121218,0.20701222015775517,0.09201819547323417,0.0,3.9669799956703547e-53,1.0306233302376861e-17,2.9764933376207637e-51,0.0,2.948388130506249e-85,3.39459059898921e-32,1.79984209297696e-58,3.3859955645149884e-46,7.511129122137317e-68,2.9605999252713202e-30,4.0495797454147596e-29,2.268077735334423e-110,9.712170991687965e-25,1.0345423650548839e-71,7.380147087915131e-58,1.6106539124533253e-96,1.0306233297074886e-17,1.36103668466925e-76,6.74715660993411e-11,2.306218212065567e-11,1.466439448964264e-11,1.8321493120379394e-11,1.5175516072810647e-11,7.28424775128709e-12,7.379898279566373e-12,2.484537586271732e-16,9.712339499763723e-25,2.493312846374004e-21,3.1246728199390266e-12,3.0213883692256067e-30,2.1964616171779428e-23,2.4933128446819905e-21,4.103707092833589e-42
6.044666576198384e-19,0.06662394546715897,0.0,16.542725659260842,0.031075110258497428,0.31940968183069207,0.3504847921120573,0.2070122201465253,0.09201819543949827,0.0,1.1514919187613328e-52,1.5459349970443507e-17,8.639842383253687e-51,0.0,2.430209164785138e-84,9.853428019011893e-32,4.9901337711340126e-58,7.01027372579818e-46,2.1802490800301264e-67,6.129546089466263e-30,6.074369624675563e-29,1.323350907899844e-109,1.4568257358815883e-24,3.002957349002774e-71,2.9478393857748364e-57,1.3283213463648357e-95,1.545934995944334e-17,5.5049456656765133e-76,1.0120734664714967e-10,3.459327321439315e-11,2.199659176172046e-11,2.748223970853597e-11,2.276327409049594e-11,1.0926371638671224e-11,1.1069847430586245e-11,3.72682047880932e-16,1.456860623338278e-24,5.162087546809783e-21,4.687009233189693e-12,8.252348703520908e-30,4.547506144904188e-23,5.16208754218408e-21,1.500158351864135e-41
8.059555439379205e-19,0.06662394546715897,0.0,16.5427256591826,0.03107511025693509,0.319409681815471,0.35048479210289657,0.2070122201352954,0.09201819540576237,0.0,2.5181829567426785e-52,2.061246663838633e-17,1.889436162931653e-50,0.0,9.49700417697889e-84,2.1548309988332986e-31,1.0581892651742443e-57,1.1922639478508048e-45,4.7679588415105664e-67,1.0424752450411338e-29,8.099159503835386e-29,4.402948469890027e-109,1.94243442963308e-24,6.5671290376873166e-71,7.937217266529536e-57,5.191980349972652e-95,2.0612466619655617e-17,1.4911384398354678e-75,1.3494312545180819e-10,4.612436430494653e-11,2.932878903578375e-11,3.664298629511336e-11,3.0351032078937754e-11,1.4568495525842042e-11,1.475979658095109e-11,4.96911277234562e-16,1.942493764059195e-24,8.779358864557602e-21,6.249345645178259e-12,1.726667386855047e-29,7.73413525759344e-23,8.77935885487588e-21,3.881041322926436e-41
1.0074444302560027e-18,0.06662394546715897,0.0,16.54272565910436,0.031075110255372754,0.31940968180025,0.35048479209373584,0.20701222012406553,0.09201819537202646,0.0,4.72445393596967e-52,2.5765583306196485e-17,3.5448395304512254e-50,0.0,2.9695257325965403e-83,4.04275307109544e-31,1.9527640096287655e-57,1.8215099078593438e-45,8.94533967643988e-67,1.5926666164952064e-29,1.0123949382887019e-28,1.1871957011198704e-108,2.4280431844974627e-24,1.2320827820425008e-70,1.7761779572537627e-56,1.6236749952033519e-94,2.5765583277557688e-17,3.3497963750806627e-75,1.68678902388806e-10,5.7655455392088365e-11,3.666098631197433e-11,4.5803732879998766e-11,3.793879003604728e-11,1.821061941278432e-11,1.8449745730614126e-11,6.211415138379914e-16,2.4281338340933355e-24,1.3412876557581153e-20,7.811682055814572e-12,3.1433319937685474e-29,1.1816039819417927e-22,1.3412876539953189e-20,8.470800482985806e-41
1.2089333165740848e-18,0.06662394546715897,0.0,16.542725659026118,0.031075110253810417,0.31940968178502893,0.3504847920845751,0.20701222011283565,0.09201819533829056,0.0,7.997649253225202e-52,3.091869997387155e-17,6.000774870352845e-50,0.0,8.057979491412137e-83,6.843648796079888e-31,3.284003944036684e-57,2.591280071690328e-45,1.5142848285215827e-66,2.2657275960586687e-29,1.2148739261828483e-28,2.7807956636008717e-108,2.913652001588342e-24,2.08569415116068e-70,3.5121773867195035e-56,4.406470263416779e-94,3.091869993310746e-17,6.641824095327938e-75,2.0241467742411058e-10,6.91865464757565e-11,4.3993183590330954e-11,5.496447946316135e-11,4.5526547961253556e-11,2.1852743299493876e-11,2.213969487956257e-11,7.453727760453414e-16,2.9137809597072506e-24,1.90811587562602e-20,9.374018465073994e-12,5.213655227776434e-29,1.6809540959785138e-22,1.9081158727019004e-20,1.6490162287068073e-40
1.6119110892102492e-18,0.06662394546715897,0.0,16.542725658869635,0.031075110250685743,0.31940968175458684,0.3504847920662536,0.2070122200903759,0.09201819527081877,0.0,1.8982048744354026e-51,4.1224933308816677e-17,1.4242561701708092e-49,0.0,5.332584069445742e-82,1.624307021592573e-30,7.84972365135894e-57,4.552127171348964e-45,3.594084651239626e-66,3.980225938775796e-29,1.619831901938113e-28,1.272404519720866e-107,3.884869822331871e-24,4.9502981174192035e-70,1.1215225443716977e-55,2.9167300621624903e-93,4.1224933237154555e-17,2.12911775607006e-74,2.698862217932381e-10,9.224872863267822e-11,5.865757815353827e-11,7.328597262432134e-11,6.070206371601678e-11,2.9136991072215294e-11,2.951959317531701e-11,9.93838375331168e-16,3.8850963643268685e-24,3.352005913418056e-20,1.2498691279464763e-11,1.2072535905173142e-28,2.9529651600952397e-22,3.3520059066462726e-20,5.251729989778257e-40
2.4178666344825776e-18,0.06662394546715897,0.0,16.542725658556666,0.031075110244436398,0.31940968169370265,0.3504847920296106,0.20701222004545636,0.09201819513587521,0.0,6.554313164105232e-51,6.18373999770902e-17,4.9178163827371485e-49,0.0,7.545024300262988e-81,5.6085668401346785e-30,2.8306840561505708e-56,1.0155636288924272e-44,1.2410017832040264e-65,8.879744674490709e-29,2.429747853316797e-28,1.1126783567954577e-106,5.827306208555043e-24,1.7092888418724007e-69,5.984193712865662e-55,4.127564624517482e-92,6.183739981709611e-17,1.1402842060903083e-73,4.048292877717462e-10,1.3837309290494785e-10,8.79863673058765e-11,1.0992895892602237e-10,9.10530948437204e-11,4.3705486614872975e-11,4.427938975827347e-11,1.490781848481525e-15,5.827811615811606e-24,7.478207794775557e-20,1.874803689176744e-11,4.085463221978225e-28,6.588041056948764e-22,7.478207771858449e-20,2.8699954102831454e-39
4.029777725027235e-18,0.06662394546715897,0.0,16.542725657930728,0.031075110231937708,0.31940968157193433,0.3504847919563246,0.2070122199556173,0.09201819486598818,0.0,3.146017178984868e-50,1.0306233330717122e-16,2.3605130611571205e-48,0.0,1.9876812972299595e-79,2.6920650529699124e-29,1.511665540016209e-55,2.808891961799505e-44,5.956707942784598e-65,2.4560000734593367e-28,4.049579755546857e-28,1.6606615865224191e-105,9.712181959505407e-24,8.204447857123217e-69,4.949213258526808e-54,1.0875007296223634e-90,1.0306233286438525e-16,9.456562193221257e-73,6.747153287032632e-10,2.3062182128321637e-10,1.4664394571423217e-10,1.8321493144696088e-10,1.5175515557206248e-10,7.284247768904937e-11,7.379898288998178e-11,2.4847178858182857e-15,9.713579837826159e-24,2.068356641206814e-19,3.12467280504671e-11,1.9394981231449552e-27,1.8221963451857126e-21,2.068356630327237e-19,2.473635024822517e-38
7.25359990611655e-18,0.06662394546715897,0.0,16.542725656678854,0.031075110206940326,0.3194096813283977,0.35048479180975256,0.2070122197759392,0.09201819432621447,0.0,1.8949172378893326e-49,1.8551219994147237e-16,1.4217916484779626e-47,0.0,7.803304973337262e-78,1.6214910273991578e-28,1.1072496346777601e-54,9.085729245511557e-44,3.587859797195477e-64,7.94425419604457e-28,7.289243557898003e-28,3.502253039716338e-104,1.7481945373981075e-23,4.9417243396019115e-68,5.48880233422747e-53,4.269633092141808e-89,1.8551219850864212e-16,1.050531895061928e-71,1.214487046508564e-09,4.1511927737475095e-10,2.6395910294561054e-10,3.2978687615902365e-10,2.7315927092122476e-10,1.3111645979285165e-10,1.3283816901659655e-10,4.47278630072694e-15,1.748646699464462e-23,6.69037068043467e-19,5.624411010427552e-11,1.1631486761837653e-26,5.8944377835783305e-21,6.690370615188086e-19,2.8471229898276285e-37
1.3701244268295178e-17,0.06662394546715897,0.0,16.542725654175108,0.03107511015694556,0.31940968084132443,0.3504847915166085,0.20701221941658304,0.09201819324666852,0.0,1.305402867022199e-48,3.5041193310663256e-16,9.794698276393108e-47,0.0,3.8575747725207106e-76,1.117040140648931e-27,1.0368924027766277e-53,3.239996545052312e-43,2.471665975005378e-63,2.8329433544045754e-27,1.3768571154164532e-27,9.008158160798867e-103,3.3021519852518935e-23,3.4043392435783765e-67,7.232233185935549e-52,2.1107772737693954e-87,3.5041192799589725e-16,1.385532975640092e-70,2.294029025911806e-09,7.841141868978498e-10,4.985894190670107e-10,6.229307642639114e-10,5.159674771898292e-10,2.4766442382225685e-10,2.5091654072262673e-10,8.449708478477178e-15,3.3037644078678055e-23,2.3858049590806373e-18,1.0623887315754455e-10,8.001883557608068e-26,2.102192337359507e-20,2.3858049141942557e-18,3.8462959411616215e-36
2.6596532992652435e-17,0.06662394546715897,0.0,16.54272564916763,0.03107511005695604,0.31940967986717783,0.35048479093032037,0.2070122186978708,0.09201819108758244,0.0,9.67222741925154e-48,6.802113990231879e-16,7.25729159978922e-46,0.0,2.161176291393093e-74,8.276575404379958e-27,1.1749764420138918e-52,1.2207035851616274e-42,1.8313515301701887e-62,1.0673419240706464e-26,2.672722631295479e-27,2.577525403293491e-101,6.410085940648938e-23,2.522404704354058e-66,1.0468789118943876e-50,1.1825697336474063e-85,6.802113797654275e-16,2.0066007653856344e-69,4.4531071599474016e-09,1.5221039953042478e-09,9.678500579443478e-10,1.2092185351967775e-09,1.0015837920089133e-09,4.807603511682759e-10,4.870732819459065e-10,1.6406694191770734e-14,6.416160916464012e-23,8.988777076822487e-18,2.0622839504672343e-10,5.9266109041120375e-25,7.921892704183234e-20,8.988776744370684e-18,5.648816393704108e-35
