Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206),SX(613),SX(725),CH2OX(511),CHOX(665),NO2X(213),SX(672),H2NO3(231),CH2NX(666),CNO2X(792),SX(731),S(698)
1.316051987618761e-24,0.12567964629887188,0.0,31.206256176009887,0.031075110263184415,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070569,0.0,2.097518259712195e-56,2.7579305564362026e-18,6.286729189926259e-53,0.0,3.950829879401447e-87,1.9561709463530314e-37,3.563468321039747e-58,5.434115706282397e-44,4.705892831935771e-64,1.2810713301591557e-34,6.731227607158276e-24,5.079889187581456e-104,3.301605613330336e-20,6.991283334637209e-65,1.1515106653480996e-53,1.451540907797324e-93,2.7579372994329595e-18,5.423677049507351e-79,3.0264261159458736e-16,1.0344503556233742e-16,7.259380938705072e-17,8.218075363463024e-17,6.806952607511958e-17,3.267337251606208e-17,3.3102411379968786e-17,2.9790631054936555e-17,2.6492293283389162e-18,1.3081666163859665e-30,1.4015668140769386e-17,1.3115424352596863e-43,1.0958086893792463e-29,4.6371309003628696e-30,1.5577223458137212e-52,2.327872639754953e-17,6.924354451647469e-31,2.5935402504300932e-39,2.275373358223027e-44,1.5762720494881572e-67,1.3148920581542069e-17,1.4357396495190769e-56,1.0093952700424638e-104,7.674275862380635e-43,5.319930615661499e-54,5.047673737485162e-33,1.9963046952767578e-72,2.6162132839747536e-18,1.1400446805932336e-71,1.053922753104661e-89,2.273390781456161e-103,1.405216503772719e-44
2.6332473740104316e-24,0.12567964629887188,0.0,31.206256176009887,0.031075110263184394,0.3194096818763549,0.35048479213953937,0.20701222018021476,0.09201819554070538,0.0,1.679715769931976e-55,5.518257229776336e-18,5.034482113666889e-52,0.0,1.265826413552175e-85,7.82978262635533e-37,2.852941398163035e-57,2.1750624539369223e-43,3.7685309125733135e-63,5.127623888874457e-34,1.3468303370360997e-23,1.6279978502214194e-102,6.606079693744306e-20,5.598696847990302e-64,9.219087000600882e-53,4.650665499471531e-92,5.5182707216282464e-18,8.687981871537164e-78,6.055481620347032e-16,2.069799451781144e-16,1.45250688982153e-16,1.6443290670767655e-16,1.361981916168328e-16,6.537513197609848e-17,6.623358245707993e-17,5.960714449999847e-17,5.300760332897065e-18,5.236075646137227e-30,2.804351323039042e-17,1.0500314221567182e-42,4.3860905173779975e-29,1.8560608313345686e-29,1.2471437159840954e-51,4.657767757911067e-17,2.7715463091250103e-30,2.076409176475494e-38,1.8216933963466754e-43,5.050328444753868e-66,2.6309265073233168e-17,2.2998567973417197e-55,2.5907393734670743e-102,3.0717103189175195e-42,4.259179238037042e-53,2.02038495673445e-32,6.396100463849289e-71,5.234699559508127e-18,3.6526690177359874e-70,6.757014475355832e-88,5.834967485111621e-101,1.1253128837507635e-43
5.267638146793773e-24,0.12567964629887188,0.0,31.206256176009887,0.031075110263184352,0.31940968187635455,0.35048479213953915,0.20701222018021456,0.09201819554070477,0.0,1.3444534133652723e-54,1.1038910576456568e-17,4.0296261923646074e-51,0.0,4.053143724273288e-84,3.132933657060229e-36,2.2832201857226395e-56,8.70308296579376e-43,3.0163521349727824e-62,2.0517174594910613e-33,2.694245489676642e-23,5.2134897468321916e-101,1.3215027854572072e-19,4.481226658950062e-63,7.3780714692247e-52,1.4891311700457278e-90,1.1038937566018839e-17,1.390885516381773e-76,1.2113592629139145e-15,4.140497644095295e-16,2.9056444817256705e-16,3.289372128537228e-16,2.7245552270019176e-16,1.3077865089616706e-16,1.3249592461138276e-16,1.1924017139006838e-16,1.0603822342013352e-17,2.0951122888931225e-29,5.609920340959984e-17,8.403442637108702e-42,1.7550075216970813e-28,7.426660956529827e-29,9.981016288364533e-51,9.317557994223248e-17,1.108979525965379e-29,1.6617583925180864e-37,1.457926270258308e-42,1.6171217636019563e-64,5.2629954056615357e-17,3.6819109641771715e-54,6.640866572711031e-100,1.229084236329398e-41,3.408637841858698e-52,8.084171500213502e-32,2.0480397216303708e-69,1.0471672110574865e-17,1.1695893897648755e-68,4.328340224664401e-86,1.4956956841947124e-98,9.007064020867387e-43
1.0536419692360455e-23,0.12567964629887188,0.0,31.206256176009884,0.03107511026318427,0.31940968187635393,0.35048479213953876,0.20701222018021415,0.09201819554070356,0.0,1.0758351161738636e-53,2.2080217269816896e-17,3.2245173538206367e-50,0.0,1.2974060109616466e-82,1.253378051388877e-35,1.826923049648782e-55,3.4817998970465574e-42,2.4136928191710503e-61,8.208205836140116e-33,5.38907579495772e-23,1.6689404456578573e-99,2.64329241762269e-19,3.585889221081688e-62,5.903578162398797e-51,4.766689420751019e-89,2.208027125480009e-17,2.226063771652699e-75,2.4229814646682547e-15,8.281894028718032e-16,5.811919665542328e-16,6.579458251456303e-16,5.449701848666397e-16,2.615856887362873e-16,2.6502060892031064e-16,2.385062251699926e-16,2.120994636024589e-17,8.381813410775407e-29,1.1221058376788798e-16,6.724030886441231e-41,7.021172879049021e-28,2.971147977732113e-28,7.986362442031454e-50,1.8637138466847416e-16,4.436640161476111e-29,1.3296591743311617e-36,1.166591177010792e-41,5.176510752960015e-63,1.0527133202337965e-16,5.892770174402972e-53,1.7011601700392146e-97,4.917137276626817e-41,2.72742816460716e-51,3.234195009719997e-31,6.5559068462529284e-68,2.094561721270831e-17,3.743930846105871e-67,2.7714171888887747e-84,3.831521209340472e-96,7.207476042650647e-42
2.107398278349382e-23,0.12567964629887188,0.0,31.206256176009877,0.031075110263184103,0.3194096818763527,0.3504847921395379,0.20701222018021334,0.09201819554070113,0.0,8.607770604347677e-53,4.416283065653702e-17,2.5799404829001015e-49,0.0,4.1523393834474434e-81,5.013924917371851e-35,1.4616772150858607e-54,1.3928333090364378e-41,1.9311987296600313e-60,3.283549553120232e-32,1.077873640551986e-22,5.3416076020157914e-98,5.286871681953378e-19,2.8690745787746406e-61,4.723310972630408e-50,1.5255758061253536e-87,4.416293863236286e-17,3.562219675769436e-74,4.846225868160607e-15,1.6564686797941256e-15,1.1624470033209154e-15,1.3159630497287045e-15,1.0899995091984564e-15,5.231997644164599e-16,5.300699775394548e-16,4.770383327289789e-16,4.242219439671085e-17,3.352998234788908e-28,2.2443334448394176e-16,5.379735474421074e-40,2.80869772634484e-27,1.18855591700555e-27,6.389713710009272e-49,3.7276299412094993e-16,1.77480044650109e-28,1.0638283117159048e-35,9.334074029188833e-41,1.6568189388059396e-61,2.1055408795690796e-16,9.429802608862797e-52,4.3563764604541565e-95,1.967014988143103e-40,2.1821497100902347e-50,1.2937832933128349e-30,2.0983150893914256e-66,4.189350741697507e-17,1.1983005208375053e-65,1.7741760833743554e-82,9.812202775920316e-94,5.766710853638989e-41
4.214910896576055e-23,0.12567964629887188,0.0,31.206256176009866,0.03107511026318377,0.3194096818763502,0.3504847921395363,0.20701222018021173,0.09201819554069629,0.0,6.886652380066894e-52,8.832805742997511e-17,2.064083034231786e-48,0.0,1.3288510358557728e-79,2.005655316720913e-34,1.1693972853629182e-53,5.571559944653543e-41,1.5450567794265665e-59,1.3134732668835765e-31,2.1558057626644048e-22,1.7094741578513433e-96,1.0574030210613637e-18,2.2954049526516337e-60,3.778828164769057e-49,4.8822189205620886e-86,8.832827338748951e-17,5.699965628041696e-73,9.692714675080005e-15,3.3130272336298707e-15,2.324957076867685e-15,2.63199749889189e-15,2.180058157857774e-15,1.0464279157765347e-15,1.0601687147828978e-15,9.54102547843503e-16,8.484669046964026e-17,1.3412538699595423e-27,4.488788659139589e-16,4.303992696563973e-39,1.1235248071072516e-26,4.7544171267401306e-27,5.1120267640015913e-48,7.45546213025871e-16,7.099490240928145e-28,8.511030041668004e-35,7.468347287836005e-40,5.302741908075921e-60,4.211195998239635e-16,1.5088780527862843e-50,1.1154124325358096e-92,7.868380117604386e-40,1.745802643580143e-49,5.175343759598697e-30,6.715775091080031e-65,8.378928782550808e-17,3.835228003165489e-64,1.1356990563793882e-80,2.512503983365744e-91,4.613660708564233e-40
8.4299361330294e-23,0.12567964629887188,0.0,31.20625617600984,0.031075110263183107,0.3194096818763452,0.3504847921395331,0.2070122201802085,0.09201819554068659,0.0,5.509496268009813e-51,1.7665851097684273e-16,1.651318688144623e-47,0.0,4.25248721531228e-78,8.022814405354605e-34,9.355400344931858e-53,2.22866932037032e-40,1.2360845430145139e-58,5.253999960705881e-31,4.31167000688921e-22,5.470572879103422e-95,2.11483472679297e-18,1.8363820797477034e-59,3.023134288396288e-48,1.562370271900077e-84,1.7665894289774718e-16,9.120276335876503e-72,1.9385692288657558e-14,6.6261443412657605e-15,4.64997722401484e-15,5.26406639720641e-15,4.3601754551591415e-15,2.0928842184956007e-15,2.120366189290402e-15,1.9082309780587546e-15,1.69695682615497e-16,5.365124633909662e-27,8.977699087656323e-16,3.4432758862565847e-38,4.4941906631675836e-26,1.9018055431319687e-26,4.089733780398715e-47,1.4911126508355907e-15,2.8398535330381243e-27,6.808984876599469e-34,5.975993380179638e-39,1.697270882815464e-58,8.422506235580699e-16,2.4142925963597306e-49,2.855686325592668e-90,3.147416080106228e-39,1.3966752655043297e-48,2.0701796218585326e-29,2.1495463503148207e-63,1.67580848642572e-16,1.2275575412702205e-62,7.270174233904187e-79,6.433422979724083e-89,3.691045380711044e-39
1.685998660593609e-22,0.12567964629887188,0.0,31.20625617600979,0.031075110263181778,0.3194096818763352,0.35048479213952666,0.20701222018020207,0.0920181955406672,0.0,4.407666761053833e-50,3.533194180705437e-16,1.321075855137719e-46,0.0,1.3608221335932555e-76,3.209182338936275e-33,7.484409106617774e-52,8.914767967307456e-40,9.888832824396601e-58,2.101621363105096e-30,8.623398495338685e-22,1.750624214241646e-93,4.229698138254395e-18,1.46912891120341e-58,2.418536133731062e-47,4.9996812200028666e-83,3.5332028191827996e-16,1.459270720762376e-70,3.87716475147677e-14,1.3252378556395137e-14,9.300017518523617e-15,1.0528204193788044e-14,8.720410049692807e-15,4.185796823929401e-15,4.2407611383878804e-15,3.816487838434075e-15,3.3939366690720235e-16,2.1460716846047612e-26,1.7955519944355343e-15,2.7546534010632906e-37,1.797694552355284e-25,7.607299558116678e-26,3.2718480495308723e-46,2.982245526454541e-15,1.135952696374397e-26,5.4472513110859086e-33,4.782729436852158e-38,5.433471170240753e-57,1.6845126710262646e-15,3.86293832518398e-48,7.310852046306993e-88,1.258979237903878e-38,1.1173534721194485e-47,8.280802724220335e-29,6.881340059939867e-62,3.3516397027669156e-16,3.929778432957042e-61,4.654704735520167e-77,1.647480283517039e-86,2.9528830308792574e-38
3.3720087551749474e-22,0.12567964629887188,0.0,31.206256176009692,0.03107511026317912,0.3194096818763153,0.3504847921395138,0.20701222018018917,0.09201819554062841,0.0,3.5261613077130296e-49,7.066412322578085e-16,1.0568690460217569e-45,0.0,4.3546727874834e-75,1.2836986099989588e-32,5.987562825280224e-51,3.565925324169871e-39,7.911128852106557e-57,8.40652821024125e-30,1.7246855472237097e-21,5.602062915132071e-92,8.459424961170106e-18,1.1753124279957041e-57,1.9348403882645223e-46,1.5999134065634868e-81,7.066429599594158e-16,2.334854359050493e-69,7.754355796280816e-14,2.6504846986084287e-14,1.860009810839904e-14,2.10564797867617e-14,1.744087923848387e-14,8.37162203477967e-15,8.481551036912726e-15,7.633001558963985e-15,6.787896354905801e-16,8.584330400953413e-26,3.591116165641561e-15,2.2037357977921068e-36,7.190814783582518e-25,3.042935300455846e-25,2.6175285729945457e-45,5.964511277690486e-15,4.543831717703353e-26,4.357824927584465e-32,3.829211060160981e-37,1.740071332981635e-55,3.3690367659625817e-15,6.180757457837378e-47,1.8716158916231215e-85,5.035942556528276e-38,8.938880804699446e-47,3.312337937118997e-28,2.2037519267680493e-60,6.703302135448974e-16,1.258513127546449e-59,2.981183754591053e-75,4.21997723328578e-84,2.3623251154558782e-37
6.744028944337624e-22,0.12567964629887188,0.0,31.206256176009493,0.031075110263173805,0.3194096818762754,0.35048479213948797,0.20701222018016335,0.09201819554055085,0.0,2.820940205758924e-48,1.413284860631789e-15,8.454985815931592e-45,0.0,1.3935020056267798e-73,5.134960660986148e-32,4.7900644882338545e-50,1.4263737571261466e-38,6.328928118815731e-56,3.36261983566777e-29,3.449376942603177e-21,1.792670601641269e-90,1.691887860697296e-17,9.40253662023833e-57,1.547876903134678e-45,5.119747566991238e-80,1.413288316041967e-15,3.735783939219148e-68,1.5508737884216965e-13,5.3009783843184165e-14,3.7200259291581336e-14,4.211303097195053e-14,3.48818176149609e-14,1.6743272456410892e-14,1.6963130835281958e-14,1.5266028999140876e-14,1.3575815726572036e-15,3.433740893114278e-25,7.1822445075185e-15,1.7629938690773511e-35,2.8763332281392256e-24,1.2171772156491032e-24,2.094084068787813e-44,1.1929042780154546e-14,1.8175355661625298e-25,3.486267116984923e-31,3.068185634791332e-36,5.576855473133901e-54,6.738084955834924e-15,9.889256843321555e-46,4.791385026221227e-83,2.0143821380660927e-37,7.151125836570054e-46,1.3249385443401826e-27,7.062932271825771e-59,1.340662700081176e-15,4.0334816681326775e-58,1.9106994521105082e-73,1.0815244933664001e-81,1.8898675688313346e-36
1.3488069322662978e-21,0.12567964629887188,0.0,31.206256176009095,0.031075110263163175,0.31940968187619556,0.35048479213943634,0.20701222018011173,0.09201819554039571,0.0,2.256756628447769e-47,2.8265721173775547e-15,6.764002031847593e-44,0.0,4.459217159821871e-72,2.0541094059978443e-31,3.83205730094898e-49,5.705502283435038e-38,5.063152509922702e-55,1.345049644573718e-28,6.898759733361252e-21,5.736562675384526e-89,3.3837785898464404e-17,7.522044174726358e-56,1.2383033595134118e-44,1.6383231679978503e-78,2.826579028208189e-15,5.977267874534397e-67,3.1017502053401517e-13,1.0601965754827025e-13,7.440058167167174e-14,8.42261333392943e-14,6.976369436349459e-14,3.348657329939605e-14,3.392629043729858e-14,3.053208387596296e-14,2.715165446989924e-15,1.3734981039594784e-24,1.4364501189131922e-14,1.410397187682044e-34,1.1505347540847494e-23,4.8687150536806895e-24,1.6753575902285813e-43,2.3858105785051363e-14,7.270137563893461e-25,2.78901276100775e-30,2.4622444565193785e-35,1.7901022928737216e-52,1.3476181335578447e-14,1.5822846879686814e-44,1.2266007549016202e-80,8.057538738872516e-37,5.72090911702447e-45,5.2997609163447034e-27,2.267114733640702e-57,2.6813276731532006e-15,1.2946982069113543e-56,1.2263446525538138e-71,2.774857727489481e-79,1.511897045876823e-35
2.6976150079313686e-21,0.12567964629887188,0.0,31.2062561760083,0.031075110263141914,0.3194096818760359,0.35048479213933315,0.20701222018000848,0.09201819554008545,0.0,1.8054070882909116e-46,5.653146630860303e-15,5.4112069770821725e-43,0.0,1.4269512098193985e-70,8.217423081821371e-31,3.0656481555434995e-48,2.2822023643657004e-37,4.0505260138881425e-54,5.380201998833622e-28,1.379752531487396e-20,1.8357027361475303e-87,6.767560048099025e-17,6.017641291198222e-55,9.906434224030168e-44,5.242640452043094e-77,5.653160452545112e-15,9.563639456562638e-66,6.203503036501961e-13,2.120394049219876e-13,1.488012264867558e-13,1.684523380618463e-13,1.3952744784288048e-13,6.697317498425721e-14,6.785260966244452e-14,6.106419361548029e-14,5.430333195653258e-15,5.493995910589442e-24,2.8729014543796957e-14,1.1283185872409726e-33,4.6021419410888676e-23,1.9474872598054725e-23,1.3404275672844615e-42,4.771623179471979e-14,2.9080457183160634e-24,2.2312037517260585e-29,1.982104662278652e-34,5.763561246932418e-51,2.6952374095060838e-14,2.5316583757132114e-43,3.1401058542780882e-78,3.2230174974249876e-36,4.576730625749686e-44,2.119905714328472e-26,7.2993898633066345e-56,5.3626576192951195e-15,4.168517318380895e-55,7.893327016937156e-70,7.135095861319339e-77,1.2095188333783396e-34
5.39523115926151e-21,0.12567964629887188,0.0,31.20625617600671,0.031075110263099396,0.31940968187571667,0.3504847921391267,0.20701222017980198,0.09201819553946491,0.0,1.4443263848377365e-45,1.1306295657790673e-14,4.328967722241299e-42,0.0,4.566246621199699e-69,3.2877544566304475e-30,2.4525194993691623e-47,9.128812359485283e-37,3.2404224134882555e-53,2.1520814835802912e-27,2.7595056477885615e-20,5.874253043707253e-86,1.3535122964421374e-16,4.8141154135220545e-54,7.925150318225015e-43,1.67764595493058e-75,1.1306323301236874e-14,1.5301831815925314e-64,1.240700868812518e-12,4.240788995236034e-13,2.9760251633653724e-13,3.3690474745840797e-13,2.790549547309263e-13,1.3394637834954304e-13,1.3570524819718714e-13,1.2212841303800768e-13,1.0860668692971502e-14,2.1975990642435503e-23,5.745804121887977e-14,9.02655204833146e-33,1.8408573606568652e-22,7.789951516802249e-23,1.0725672274609329e-41,9.543248381355576e-14,1.1632097322892172e-23,1.7849506841874215e-28,1.6053763349122073e-33,1.8668857737634717e-49,5.3904759614006987e-14,4.0506557028059156e-42,8.038681130990432e-76,1.2892073709900503e-35,3.66138575831447e-43,8.479625552840188e-26,2.364358826229572e-54,1.072531751157044e-14,1.3502321466094761e-53,5.10895904820534e-68,1.8426851180957426e-74,9.676155459353135e-34
1.0790463461921792e-20,0.12567964629887188,0.0,31.206256176003535,0.031075110263014356,0.3194096818750782,0.35048479213871386,0.20701222017938897,0.09201819553822384,0.0,1.1554613935388018e-44,2.26125937115109e-14,3.4631750339161083e-41,0.0,1.4611993586802623e-67,1.3157293215273534e-29,1.962016067901561e-46,3.651525524229332e-36,2.5923385717370266e-52,8.608327301926256e-27,5.519011880385387e-20,1.879761660067374e-84,2.7070248796334784e-16,3.8512932830360434e-53,6.340121429909419e-42,5.368468671991342e-74,2.261264899869207e-14,2.448293785245786e-63,2.481401994857001e-12,8.481578881435593e-13,5.952050969145536e-13,6.738095660573624e-13,5.581099682241144e-13,2.678927850623685e-13,2.7141052560447536e-13,2.442568516570332e-13,2.1721339687574282e-14,8.790397665445306e-23,1.1491609443205646e-13,7.221242982118461e-32,7.363430605266917e-22,3.115981102982927e-22,8.58413565839258e-41,1.908649878492243e-13,4.6527682717192455e-23,1.427940045872569e-27,1.3158078740029312e-32,6.118321706387237e-48,1.0780953065182484e-13,6.481050971236956e-41,2.0579036701311897e-73,5.156830001204764e-35,2.929108989622193e-42,3.3918507601969006e-25,7.748683787706265e-53,2.145063729608701e-14,4.425099144882395e-52,3.3429822962941517e-66,4.799698733132854e-72,7.740926293400111e-33
2.1580928067242357e-20,0.12567964629887188,0.0,31.206256175997183,0.03107511026284428,0.3194096818738012,0.3504847921378882,0.20701222017856297,0.0920181955357417,0.0,9.243692290769685e-44,4.522518981838931e-14,2.770540369410382e-40,0.0,4.675838651137598e-66,5.267936128243311e-29,1.5696131671756132e-45,1.4606103258032978e-35,2.0738711137604976e-51,3.443331193900513e-26,1.1038024345557018e-19,6.015238409906786e-83,5.41405004572365e-16,3.08103500730469e-52,5.072097613625441e-41,1.7179102334820818e-72,4.522530039388911e-14,3.917270611712007e-62,4.9628042298253264e-12,1.6963158630503678e-12,1.1904102615844055e-12,1.3476192024785952e-12,1.1162199940788756e-12,5.357855984170349e-13,5.428210817702637e-13,4.885137279909678e-13,4.344268167664503e-14,3.516159354646652e-22,2.2983220031045375e-13,5.776994928241607e-31,2.9453724699572536e-21,1.2463925410341141e-21,6.873062883863475e-40,3.817299959125477e-13,1.8610503414494555e-22,1.1423189179568636e-26,1.103054781818176e-31,2.0502020664702565e-46,2.156190727271627e-13,1.0369683048760293e-39,1.1387263781251117e-70,2.062731922522367e-34,2.3432871530149794e-41,1.3567404118553289e-24,2.5965235847791258e-51,4.2901276864983846e-14,1.4828163358259615e-50,2.9732687419086065e-64,2.822353086986276e-69,6.192741819465752e-32
4.3161857277883484e-20,0.12567964629887188,0.0,31.206256175984475,0.03107511026250413,0.3194096818712472,0.35048479213623684,0.20701222017691095,0.0920181955307774,0.0,7.394954289254992e-43,9.045038202989793e-14,2.2164324321644756e-39,0.0,1.4962684806160578e-64,2.11118892985169e-28,1.2556908596692102e-44,5.84244153563243e-35,1.6590969935443953e-50,1.377332531873387e-25,2.207604927581218e-19,1.9248764667795783e-81,1.0828100376733941e-15,2.46482815817562e-51,4.057678278085275e-40,5.497313159708844e-71,9.045060318542987e-14,6.26763342159407e-61,9.925608631279411e-12,3.3926318035315714e-12,2.380820604979412e-12,2.6952384722143567e-12,2.232440041261939e-12,1.0715712248424291e-12,1.0856421995066878e-12,9.770274770423706e-13,8.688536565424726e-14,1.406463804967777e-21,4.596644098754247e-13,4.62159616793498e-30,1.1781490298229872e-20,4.9855703685433805e-21,5.5076557358326134e-39,7.634600120071396e-13,7.443744779690243e-22,9.138020216957489e-26,9.630904761625456e-31,7.151566125428394e-45,4.3123815687664685e-13,1.6591494129374167e-38,2.9212589197586903e-68,8.25092608399705e-34,1.874629401214296e-40,5.426961862689619e-24,9.057257494231738e-50,8.580255600223237e-14,5.1723969948054904e-49,2.08317968446498e-62,7.900351151047712e-67,4.954193792476528e-31
8.632371569916574e-20,0.12567964629887188,0.0,31.20625617595906,0.031075110261823826,0.3194096818661392,0.3504847921329341,0.20701222017360693,0.09201819552084883,0.0,5.91596361350861e-42,1.8090076644392244e-13,1.773145999946311e-38,0.0,4.788059315728945e-63,8.47686553651765e-28,1.0045531393660093e-43,2.336976660893705e-34,1.3272776358301463e-49,5.509330233617338e-25,4.415209913597017e-19,6.159604974530501e-80,2.1656201034074325e-15,1.9718625874436776e-50,3.246142696231391e-39,1.7591402765112167e-69,1.8090120877309798e-13,1.0028213824350974e-59,1.9851217160257328e-11,6.785263647164325e-12,4.761641347990879e-12,5.390476999259063e-12,4.4648801175222294e-12,2.1431424765574643e-12,2.1712844565989248e-12,1.95405496067931e-12,1.7377073360729472e-13,5.62585538941477e-21,9.193288202380715e-13,3.6972770377935355e-29,4.7125961731260116e-20,1.9942281920781958e-20,4.420850517936688e-38,1.5269200440681038e-12,2.9771325283009435e-21,7.309566003891016e-25,8.994851897201659e-30,2.666626084356005e-43,8.624763251708492e-13,2.6546391785815734e-37,7.478484565070504e-66,3.3003689539124186e-33,1.499702908282661e-39,2.1707847879016364e-23,3.377206230867369e-48,1.7160511427454876e-13,1.928647281023243e-47,1.5550966118894674e-60,2.36061340177143e-64,3.963355205551826e-30
1.29485574120448e-19,0.12567964629887188,0.0,31.206256175933643,0.031075110261143523,0.31940968186103125,0.35048479212963135,0.2070122201703029,0.09201819551092026,0.0,1.7563017130634615e-41,2.713511508489542e-13,5.264027232589583e-38,0.0,2.239960773106556e-62,1.806050449769401e-27,2.8723949663086152e-43,4.966075433776496e-34,3.9403555159377205e-49,1.170732680994884e-24,6.622814899577579e-19,2.94686572774504e-79,3.248430168673451e-15,5.853967107827224e-50,9.281939324954729e-39,8.229649956211816e-69,2.713518143653527e-13,3.8232416531201096e-59,2.977682541530501e-11,1.0177895453467425e-11,7.142462147223796e-12,8.085715513876953e-12,6.697320175676683e-12,3.2147137271367455e-12,3.2569267353105503e-12,2.9310824298503846e-12,2.606561015581851e-13,1.195494285616564e-20,1.3789932218334238e-12,1.0571901621158884e-28,1.0014266867401227e-19,4.2377349413371976e-20,1.2693249434764382e-37,2.290380076000849e-12,6.325869991649451e-21,2.0899393847406148e-24,2.783851513940338e-29,1.3154513273297009e-42,1.2937144934602856e-12,1.0120811307456783e-36,4.065920726151548e-65,7.01328180605346e-33,4.288211976661433e-39,4.612917700801778e-23,1.6659816263029975e-47,2.574076725446844e-13,9.514050875529829e-47,7.960865294330721e-60,1.2806245704160437e-63,1.176621095265504e-29
1.7264743254173026e-19,0.12567964629887188,0.0,31.206256175908226,0.03107511026046322,0.3194096818559233,0.3504847921263286,0.20701222016699888,0.09201819550099169,0.0,3.826889013926884e-41,3.618015352449932e-13,1.1470038338549987e-37,0.0,7.226275744190213e-62,3.088317767711911e-27,6.058714797291196e-43,8.47154047239931e-34,8.585827323229923e-49,1.9971322258678113e-24,8.830419885522907e-19,9.753109052213685e-79,4.331240233471449e-15,1.2755486285533264e-49,1.9578298308569512e-38,2.6549447016171092e-68,3.618024199621939e-13,1.0286545275821248e-58,3.970243339642244e-11,1.3570527222440877e-11,9.523283002678643e-12,1.0780954016068024e-11,8.9297602157253e-12,4.2862849765802735e-12,4.342569035641564e-12,3.908109884555594e-12,3.4754146950691847e-13,2.0393726244175603e-20,1.8386576146614815e-12,2.2299202456797436e-28,1.7083161087125696e-19,7.229077286931506e-20,2.6873320940226763e-37,3.0538401078053735e-12,1.0790347169806663e-20,4.408020280850915e-24,6.277309730631884e-29,4.473352481190199e-42,1.7249526617449557e-12,2.723078196492192e-36,2.8459556426796212e-64,1.196383016525676e-32,9.045079047231983e-39,7.869094924768296e-23,5.665373060811662e-47,3.432102308126395e-13,3.2353688679551915e-46,3.5725568434375573e-59,9.699146184454914e-63,2.563795470617714e-29
2.589711493842948e-19,0.12567964629887188,0.0,31.206256175857394,0.031075110259102614,0.31940968184570734,0.35048479211972317,0.20701222016039086,0.09201819548113453,0.0,1.1108278309194604e-40,5.427023040159656e-13,3.329398307220108e-37,0.0,3.977680163127926e-61,6.419572222590758e-27,1.654824075279537e-42,1.7539248521006143e-33,2.492200821252451e-48,4.134808601313462e-24,1.3245629857330865e-18,5.69062760869327e-78,6.49686036196903e-15,3.7025241947584534e-49,5.347440487018532e-38,1.4614057432467891e-67,5.42703631166641e-13,4.160381496353967e-58,5.955364871575984e-11,2.0355790672777368e-11,1.4284924845538864e-11,1.617143099128519e-11,1.3394640253329249e-11,6.429427472801785e-12,6.5138536870429705e-12,5.862164760015514e-12,5.213122053993227e-13,4.222262030146421e-20,2.757986379741293e-12,6.090603826172358e-28,3.5368514863384404e-19,1.49668863456437e-19,7.389565103124836e-37,4.5807601711135e-12,2.2337130974309213e-20,1.2038455305981039e-23,1.8989003764434953e-28,2.7421149065623074e-41,2.5874289983031107e-12,1.1013947045731716e-35,6.838096650665498e-63,2.4769578588273044e-32,2.470490752688714e-38,1.629196153070387e-22,3.472809736659392e-46,5.148153473434316e-13,1.9832447862244345e-45,3.662972124804922e-58,2.7178736907765628e-61,7.441907501439179e-29
3.4529486622685933e-19,0.12567964629887188,0.0,31.206256175806562,0.031075110257742008,0.3194096818354914,0.3504847921131177,0.20701222015378284,0.09201819546127737,0.0,2.4292551859448748e-40,7.236030727538687e-13,7.281018603425203e-37,0.0,1.2765435635214275e-60,1.0959440135440925e-26,3.462447691345887e-42,2.9829667892744824e-33,5.450162123770885e-48,7.032226445606064e-24,1.7660839829009256e-18,1.893340611296603e-77,8.662480488745537e-15,8.09700284043515e-49,1.1188634208793143e-37,4.6900404729225244e-67,7.236048423879546e-13,1.1269117185073981e-57,7.94048630277581e-11,2.7141053985839418e-11,1.904656689514916e-11,2.1561907920804524e-11,1.7859520224351578e-11,8.572569964846727e-12,8.685138417946575e-12,7.81621958227929e-12,6.950829412837948e-13,7.180961901387798e-20,3.677315112580637e-12,1.2743580551897726e-27,6.015257961858537e-19,2.5454753640274047e-19,1.55462759321282e-36,6.1076802339501134e-12,3.798489719722514e-20,2.518622021754147e-23,4.315279221032036e-28,9.340324895713015e-41,3.449905334843739e-12,2.9833745094722473e-35,3.7631399992297067e-62,4.2126545979176853e-32,5.16909145664304e-38,2.7708359401329134e-22,1.1829251836989974e-45,6.864204638662046e-13,6.755424565013976e-45,1.5274821218504053e-57,1.5746547454676775e-60,1.62746126145113e-28
