Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33)
1.9341748648846697e-24,0.045450764422602166,0.0,11.285424806132117,0.031075110263184415,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070571,0.0,2.0368592185092173e-83,1.4181716349178257e-28,2.0518927555976393e-82,0.0,2.815254382690659e-134,1.7330112297007696e-49,1.0391361576619679e-91,2.297431752553694e-70,-8.818624952213917e-104,1.7356809931933124e-47,9.779543726559803e-46,-1.03278214825007e-164,5.1159252931086555e-40,-7.387453667327719e-110,3.983472073132622e-91,4.026411109055202e-151,1.4181716349178228e-28,1.4845349413032709e-117,2.6747973656309747e-16,9.142615679656284e-17,6.407943853340058e-17,7.263248957878419e-17,6.016079099572603e-17,2.887717967794855e-17,2.92563701749001e-17,1.4628197682984596e-17,5.115936391695366e-40,1.6632462917119777e-33,1.2387241843757634e-17,2.0229775233825788e-48,6.862398957891277e-30,1.766993219459854e-33,1.1452369716007803e-64,2.0574061172453713e-17,1.2763508947659374e-38,7.069401907458317e-44,5.605849096621285e-54
3.870030159712767e-24,0.045450764422602166,0.0,11.285424806132117,0.031075110263184397,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070545,0.0,1.6311393403299975e-82,2.8375753911518265e-28,1.6431783630632227e-81,0.0,1.773145886112252e-132,1.387814517163336e-48,8.33638139188503e-91,9.195714290155628e-70,-9.362673375998745e-103,6.947247287985002e-47,1.956758401587074e-45,-1.0330104351423766e-164,1.0236295354682759e-39,-7.843208679619528e-109,6.274262806024817e-90,2.53725449895922e-149,2.8375753911518153e-28,2.378020123021343e-116,5.351918621240175e-16,1.8293174552778818e-16,1.282145499065485e-16,1.453280829712771e-16,1.2037385027207363e-16,5.777944813059555e-17,5.85381585688922e-17,2.9269104486444574e-17,1.0236339777953355e-39,6.657319711779667e-33,2.478524584376526e-17,1.6196120756455585e-47,2.746747975942737e-29,7.072577795067857e-33,1.7754426192693208e-63,4.116599728945343e-17,5.108701543615426e-38,5.659790759980986e-43,8.971463757209366e-53
7.741740749368961e-24,0.045450764422602166,0.0,11.285424806132115,0.03107511026318436,0.31940968187635466,0.35048479213953926,0.20701222018021462,0.09201819554070491,0.0,1.3055725814324568e-81,5.676382903619827e-28,1.3152086796080005e-80,0.0,1.125638191273189e-130,1.110814101854942e-47,6.698807007346261e-90,3.6794835133170803e-69,-4.312541796373062e-102,2.7798038360590563e-46,3.91436645944926e-45,-1.0372173981211423e-164,2.0477035486202853e-39,-3.6126610306884775e-108,9.959293080511058e-89,1.6111306786204322e-147,5.676382903619782e-28,3.807045019971964e-115,1.070616113245677e-15,3.659429229902386e-16,2.5648477265288534e-16,2.9071926975626284e-16,2.4079996882476803e-16,1.155839850358895e-16,1.171017353568763e-16,5.85509180933233e-17,2.047721323714923e-39,2.6637950407612764e-32,4.958125384378048e-17,1.2961818936900942e-46,1.0990569708729791e-28,2.829952363946732e-32,2.7950882191925616e-62,8.234986952345278e-17,2.0441234081142323e-37,4.5295058928659335e-42,1.4355916624987284e-51
1.548516192868135e-23,0.045450764422602166,0.0,11.285424806132113,0.031075110263184286,0.3194096818763541,0.350484792139539,0.20701222018021426,0.09201819554070384,0.0,1.0447225734736726e-80,1.1353997928555822e-27,1.0524334050600845e-79,0.0,7.174695417778586e-129,8.888763316886447e-47,5.40354092002089e-89,1.4720329989044557e-68,-4.950060344380439e-101,1.1121025443789031e-45,7.829582575173624e-45,-1.2303933181436247e-164,4.0958515782730596e-39,-4.146716936341227e-107,1.5871209622508846e-87,1.0270517834101467e-145,1.1353997928555644e-27,6.0930428705019206e-114,2.1414646154882756e-15,7.319652779151388e-16,5.130252181457236e-16,5.815016433262342e-16,4.816522059301539e-16,2.3119305884647715e-16,2.342288889328441e-16,1.1711454530691572e-16,4.0959226902260585e-39,1.0656914722206973e-31,9.917326984381077e-17,1.0371424503007749e-45,4.396943546441408e-28,1.132165221009996e-31,4.435616859726488e-61,1.6471761399145137e-16,8.177643473619333e-37,3.624217946903914e-41,2.2970380740391735e-50
3.0972004287306125e-23,0.045450764422602166,0.0,11.285424806132108,0.03107511026318414,0.319409681876353,0.3504847921395384,0.20701222018021354,0.0920181955407017,0.0,8.358838752526362e-80,2.2709227978427792e-27,8.420533226412117e-79,0.0,4.582396032367404e-127,7.11191096424046e-46,4.3928138502594235e-88,5.8886112168996694e-68,-3.7464903033222793e-100,4.448772223208435e-45,1.5660014806622325e-44,-7.078976406554045e-164,8.192147650973633e-39,-3.13847381886193e-106,2.5342992995590476e-86,6.560095173484472e-144,2.270922797842709e-27,9.750285495695294e-113,4.2831616199705854e-15,1.464009987764936e-15,1.0261061091320579e-15,1.1630663904661752e-15,9.633566801409134e-16,4.624112064676515e-16,4.684831960847785e-16,2.3424179973344055e-16,8.192432121936167e-39,4.263112825421454e-31,1.9835730184387074e-16,8.297927427959087e-45,1.7589205613774997e-27,4.529029461149939e-31,7.067756214046972e-60,3.2945310292744773e-16,3.2711786406969125e-36,2.89952972085487e-40,3.675223681212487e-49
6.194568900455568e-23,0.045450764422602166,0.0,11.285424806132097,0.031075110263183846,0.3194096818763508,0.35048479213953726,0.20701222018021212,0.09201819554069741,0.0,6.68749430093061e-79,4.541968807817166e-27,6.736853018009909e-78,0.0,2.929721840877336e-125,5.689888917668018e-45,3.6257362472434074e-87,2.3555403344288474e-67,-3.048547240602924e-99,1.7795813010001594e-44,3.132087926951962e-44,-1.9744557639070441e-162,1.6384739849954873e-38,-2.55379966997689e-105,4.0508028889699515e-85,4.194288303110651e-142,4.5419688078168835e-27,1.5601590408256122e-111,8.56655562892366e-15,2.928099407464519e-15,2.0522678911073557e-15,2.3261958847460524e-15,1.9267656285623834e-15,9.24847501709996e-16,9.369918103886423e-16,4.684963085838503e-16,1.638587778010774e-38,1.7053145199469356e-30,3.967253658439882e-16,6.63865708941991e-44,7.03596854144504e-27,1.8116855025066733e-30,1.1285020801119028e-58,6.589240807994373e-16,1.3084087322624755e-35,2.319542013465848e-39,5.879975049736893e-48
1.2389305843905479e-22,0.045450764422602166,0.0,11.285424806132076,0.03107511026318326,0.3194096818763465,0.35048479213953493,0.20701222018020926,0.09201819554068885,0.0,5.350164788445385e-78,9.08406082776591e-27,5.3896530207336055e-77,0.0,1.8740581432191304e-123,4.552055197041957e-44,3.0787714066716443e-86,9.422353036465575e-67,-2.4730576103348552e-98,7.11847003001238e-44,6.264260819531377e-44,-6.3747348532274176e-161,3.2769924462237727e-38,-2.0717060326274982e-104,6.478023590760679e-84,2.6830091176771867e-140,9.08406082776478e-27,2.4963451582458e-110,1.713334364678363e-14,5.856278246863639e-15,4.104591455068473e-15,4.652454873305787e-15,3.8535835254051266e-15,1.849720092194669e-15,1.8740090389963485e-15,9.370053262741098e-16,3.2774476275456307e-38,6.821396861815e-30,7.934614938442136e-16,5.3110517337231174e-43,2.8144446768960467e-26,7.246889448744565e-30,1.8037320155719682e-57,1.317866036543404e-15,5.23281387502938e-35,1.8553707080726538e-38,9.406524389608867e-47
2.47787797308053e-22,0.045450764422602166,0.0,11.285424806132033,0.031075110263182087,0.31940968187633784,0.35048479213953027,0.20701222018020357,0.09201819554067171,0.0,4.2801996443742154e-77,1.8168244867663277e-26,4.3117907023471347e-76,0.0,1.1990887658224816e-121,3.641701783677074e-43,2.748031433772258e-85,3.768979554677179e-66,-1.9353324478444625e-97,2.847416977465081e-43,1.252860660469004e-43,-1.9974167307723479e-159,6.554029454408494e-38,-1.6212480819628912e-103,1.0362228824207534e-82,1.7166984826067615e-138,1.8168244867658757e-26,3.9942248090184094e-109,3.426691968231885e-14,1.1712635925661694e-14,8.209238583032793e-15,9.304972850425175e-15,7.707219319089828e-15,3.69946527316395e-15,3.748043496211679e-15,1.8740233616123893e-15,6.555850198217513e-38,2.72858650137845e-29,1.586933749844625e-15,4.2488918125263425e-42,1.12578932301329e-25,2.898785267503663e-29,2.8844741023081424e-56,2.635749948031287e-15,2.0924051751569404e-34,1.483823294158631e-37,1.5045678339304387e-45
4.955772750460494e-22,0.045450764422602166,0.0,11.285424806131948,0.031075110263179738,0.3194096818763205,0.35048479213952094,0.20701222018019216,0.09201819554063745,0.0,3.424187076368009e-76,3.633661294745753e-26,3.4494599438922166e-75,0.0,7.67318104473095e-120,2.913384477536866e-42,2.654417021723128e-84,1.5075994899229046e-65,-1.5672222769391514e-96,1.1389725841038063e-42,2.5057298175006666e-43,-6.4632650515823326e-158,1.3108103813690533e-37,-1.3128783704975714e-102,1.6577478943626365e-81,1.0985502718600823e-136,3.6336612947439446e-26,6.390817739683384e-108,6.853407175265039e-14,2.3425351283257063e-14,1.6418532839129763e-14,1.8610008804663617e-14,1.541449090645609e-14,7.398955635102252e-15,7.496112410642004e-15,3.7480594321199885e-15,1.3115386825969953e-37,1.091440151906524e-28,3.1738782618452925e-15,3.3991336203743974e-41,4.503180197379489e-25,1.1595200046287109e-28,4.613960836600681e-55,5.271517771006853e-15,8.363735784073416e-34,1.1862810074687653e-36,2.4057730712399026e-44
9.911562305220422e-22,0.045450764422602166,0.0,11.285424806131779,0.03107511026317504,0.3194096818762858,0.35048479213950234,0.20701222018016935,0.09201819554056892,0.0,2.739361358172979e-75,7.26733491070441e-26,2.7595790159647187e-74,0.0,4.9105200057591205e-118,2.330716802306043e-41,2.853108209293649e-83,6.0304132958275406e-65,-1.2538120114091217e-95,4.55590192267628e-42,5.0114681315637155e-43,-2.069018186870339e-156,2.6216253903905024e-37,-1.0503313375968567e-101,2.6522296554389207e-80,7.030284110848039e-135,7.267334910697179e-26,1.0225354819933149e-106,1.3706837589035788e-13,4.685078199844483e-14,3.2837121351997047e-14,3.7220080713139204e-14,3.082903408117606e-14,1.479793635897782e-14,1.4992250239501313e-14,7.49613157245935e-15,2.6245386027109513e-37,4.365771710360673e-28,6.347767285846004e-15,2.719314964467029e-40,1.801276660598949e-24,4.63809181379423e-28,7.381379145292367e-54,1.0543053416957186e-14,3.340770212000738e-33,9.477745493847828e-36,3.8443219280281236e-43
1.9823141414740277e-21,0.045450764422602166,0.0,11.28542480613144,0.031075110263165645,0.3194096818762165,0.35048479213946515,0.20701222018012372,0.09201819554043185,0.0,2.191496173990561e-74,1.4534682142620954e-25,2.2076678099260786e-73,0.0,3.1426317268011195e-116,1.8645771299683727e-40,3.4498009514328845e-82,2.4121683855597985e-64,-1.0015638836365416e-94,1.8223630863250823e-41,1.0022944759688712e-42,-6.611440443703196e-155,5.2432559570935584e-37,-8.390204624107799e-101,4.2434338676531975e-79,4.499241788580496e-133,1.4534682142592028e-25,1.63606048611365e-105,2.741369841539506e-13,9.370164342880854e-14,6.567429838042497e-14,7.444022453008514e-14,6.165812043056577e-14,2.95958978067248e-14,2.9984525897214606e-14,1.4992275850434732e-14,5.25490882119273e-37,1.7463109046933225e-27,1.2695545333844937e-14,2.1754551988448172e-39,7.205115810274054e-24,1.8552390845751134e-27,1.1809440073243774e-52,2.1086124708854656e-14,1.3325386514424743e-32,7.562235122027642e-35,6.135237721486541e-42
3.964629963377999e-21,0.045450764422602166,0.0,11.285424806130761,0.031075110263146855,0.3194096818760778,0.3504847921393907,0.20701222018003246,0.09201819554015771,0.0,1.7532074817427504e-73,2.906937660645095e-25,1.7661363632932047e-72,0.0,2.011251960424071e-114,1.4916631792368688e-39,4.627541790307574e-81,9.648679676685643e-64,-8.019960119143277e-94,7.289456979810295e-41,2.0045898015934282e-42,-2.1174729633585256e-153,1.0486519285140314e-36,-6.718403845841416e-100,6.789387323150157e-78,2.879469930961043e-131,2.9069376606335247e-25,2.6176997497240295e-104,5.482742006338467e-13,1.8740336628948848e-13,1.3134865244805422e-13,1.488805121639561e-13,1.2331629312914426e-13,5.919182070220215e-14,5.99690772126198e-14,2.9984564395572105e-14,1.0533130771171684e-36,6.985248059871202e-27,2.5391101429832842e-14,1.7403654499834925e-38,2.8820481613450137e-23,7.420961056409272e-27,1.8894490868081617e-51,4.21722672926368e-14,5.300226149847092e-32,6.0180797151664744e-34,9.766581673958273e-41
7.929261607185942e-21,0.045450764422602166,0.0,11.285424806129406,0.031075110263109277,0.3194096818758005,0.35048479213924183,0.20701222017984994,0.09201819553960944,0.0,1.402594866637804e-72,5.813876553409861e-25,1.4129103791581602e-71,0.0,1.2871909043344972e-112,1.19333113351888e-38,6.6903542847927856e-80,3.859473097552269e-63,-6.415521677420998e-93,2.9157837188249658e-40,4.009180452840775e-42,-6.7756393339467105e-152,2.0973054719796398e-36,-5.374349107769447e-99,1.0862934224832302e-76,1.8428464153878995e-129,5.8138765533635775e-25,4.188321977110236e-103,1.0965486334044822e-12,3.748068120106587e-13,2.626973606264065e-13,2.977610874316144e-13,2.466326385254975e-13,1.1838366649309043e-13,1.199381798433448e-13,5.996914144259334e-14,2.1159500723190636e-36,2.79410011216618e-26,5.078221362176879e-14,1.3922928763470026e-37,1.1528196349132193e-22,2.9683853661788164e-26,3.0230694789455622e-50,8.434455246014995e-14,2.0965185520333115e-31,4.7644896812930224e-33,1.5469533160047235e-39
1.5858524894801825e-20,0.045450764422602166,0.0,11.285424806126693,0.03107511026303412,0.31940968187524577,0.35048479213894407,0.20701222017948492,0.09201819553851288,0.0,1.1221663713583998e-71,1.162775433893445e-24,1.1303295265477569e-70,0.0,8.237988666577896e-111,9.546651429244293e-38,1.013359647421205e-78,1.5437894843872486e-62,-5.13141964766131e-92,1.1663136729090608e-39,8.0183617553284e-42,-2.1677937608083587e-150,4.194616070335885e-36,-4.298643507364061e-98,1.7380626365817497e-75,1.1794171168991925e-127,1.162775433874932e-24,6.701317065407268e-102,2.1930974981891257e-12,7.496137034522409e-13,5.253947771554858e-13,5.955222379665963e-13,4.932653293149892e-13,2.3676735807460145e-13,2.39876385104453e-13,1.199382953636218e-13,4.269194483546842e-36,1.1176402225083334e-25,1.0156443800548123e-13,1.113834507616824e-36,4.611279303801563e-22,1.1873543351890392e-25,4.8368719185930884e-49,1.686891227949716e-13,8.203255467151938e-31,3.733995106863056e-32,2.4263475269188523e-38
3.1717051470033596e-20,0.045450764422602166,0.0,11.28542480612127,0.031075110262883805,0.3194096818741363,0.35048479213834854,0.2070122201787549,0.09201819553631979,0.0,8.980218500641316e-71,2.3255509909963877e-24,9.04265243025469e-70,0.0,5.272302147764266e-109,7.637322089310733e-37,1.5756977926328077e-77,6.175158428207346e-62,-4.105035946329706e-91,4.665255062385444e-39,1.6036724360275373e-41,-6.936735981268484e-149,8.389251312748509e-36,-3.4388312260192236e-97,2.7808947469813373e-74,7.54825486340813e-126,2.3255509909223338e-24,1.0722108826240903e-100,4.386195224731904e-12,1.4992274863323706e-12,1.0507896109031442e-12,1.1910445390352217e-12,9.865307108811133e-13,4.735347412365607e-13,4.797527956253022e-13,2.3987660251362234e-13,8.6875649892949e-36,4.470561245303464e-25,2.0312888677226842e-13,8.910676887012944e-36,1.8445118930933608e-21,4.749417718146879e-25,7.738963672957251e-48,3.373782634637964e-13,3.143650897733408e-30,2.8701108960856087e-31,3.7348157033625917e-37
6.343410462049714e-20,0.045450764422602166,0.0,11.285424806110422,0.031075110262583173,0.3194096818719175,0.3504847921371575,0.20701222017729484,0.09201819553193359,0.0,7.195364058851388e-70,4.6511021051943694e-24,7.234146551333011e-69,0.0,3.3742699828156134e-107,6.109858053730857e-36,2.4845743484542112e-76,2.4700634693551202e-61,-3.9285654933679257e-91,1.8661020990968426e-38,3.207344957005621e-41,-3.266103236234132e-148,1.6778577980374428e-35,-3.291000095659133e-97,4.449427217778702e-73,4.830878413273111e-124,4.6511021048981544e-24,1.715537533912152e-99,8.772390665711426e-12,2.998455052080492e-12,2.1015792811564585e-12,2.382089141167118e-12,1.9730614739619244e-12,9.470695075562295e-13,9.59505616661532e-13,4.79753214045398e-13,1.7971832733933477e-35,1.788224569164486e-24,4.062577843032919e-13,7.128541839916388e-35,7.3780480653784e-21,1.8997671627015003e-24,1.2382316766762501e-46,6.747565447981718e-13,1.1594023646919438e-29,2.128620788141344e-30,5.5534408077437376e-36
1.2686821092142422e-19,0.045450764422602166,0.0,11.285424806088727,0.03107511026198191,0.31940968186747976,0.3504847921347754,0.2070122201743747,0.0920181955231612,0.0,5.790729050607241e-69,9.302204333558722e-24,5.7873560758865425e-68,0.0,2.1595317035160008e-105,4.88788660598839e-35,3.9460852594716694e-75,9.88025407308891e-61,-2.5168018323013054e-91,7.464408544615275e-38,6.414689998916544e-41,-9.858123371064243e-148,3.3557456046830036e-35,-2.1083510214711762e-97,7.119080046140582e-72,3.091760680527322e-122,9.302204332373861e-24,2.7448601515918813e-98,1.7544781499246334e-11,5.996910183528185e-12,4.20315863269508e-12,4.764178345409495e-12,3.946122999917798e-12,1.894139040178566e-12,1.919011258712118e-12,9.595064260360451e-13,3.8330475155559964e-35,7.152898418656865e-24,8.125155793551354e-13,5.702833603854689e-34,2.951219444648719e-20,7.599068801408104e-24,1.9811686777578352e-45,1.3495131074538266e-12,4.0041463356311267e-29,1.4849059864356284e-29,7.782326357971263e-35
2.537364235232784e-19,0.045450764422602166,0.0,11.285424806045338,0.031075110260779387,0.31940968185860436,0.3504847921300112,0.20701222016853443,0.09201819550561642,0.0,4.742647085049834e-68,1.8604408790160982e-23,4.6299467817871946e-67,0.0,1.3820999427293856e-103,3.91030937384951e-34,6.2903494551845464e-74,3.9521016679885024e-60,8.777307605403057e-91,2.985763447445751e-37,1.2829380082557423e-40,8.210015210934257e-147,6.711611110456493e-35,7.352841696994884e-97,1.1390525270684344e-70,1.9787263540168487e-120,1.8604408785421535e-23,4.3917763202876896e-97,3.50895629726196e-11,1.1993820446229369e-11,8.406317379900288e-12,9.528356753808588e-12,7.892246051006552e-12,3.788278105355235e-12,3.838022542725793e-12,1.9190128057257025e-12,8.62081877264465e-35,2.861159395792695e-23,1.6250311694180086e-12,4.562266935531068e-33,1.1804879174760543e-19,3.039627550456948e-23,3.169868298877831e-44,2.6990262327127507e-12,1.2517879726980504e-28,9.438261254525338e-29,9.965365946770504e-34
3.8060463612513257e-19,0.045450764422602166,0.0,11.285424806001949,0.031075110259576863,0.31940968184972895,0.350484792125247,0.20701222016269416,0.09201819548807164,0.0,1.4292831573144618e-67,2.7906613246636796e-23,1.374525893988445e-66,0.0,7.887012351147187e-103,1.1608731052907608e-33,2.3959666593741664e-73,8.398216068170696e-60,-1.8162523647270126e-88,6.344747344270314e-37,1.924407016601732e-40,-1.884130732295179e-144,1.006756650871321e-34,-1.5214934601824457e-94,4.342637490890794e-70,1.1291686464910155e-119,2.790661323656547e-23,1.6743647289991767e-96,5.2634344252296346e-11,1.799073070873635e-11,1.260947617123346e-11,1.4292535162122018e-11,1.1838369101272314e-11,5.6824171704639026e-12,5.7570338266519725e-12,2.8785191411236994e-12,1.412463280231032e-34,6.0799637336859e-23,2.4375467594400675e-12,1.30452320568997e-32,2.5085370544462892e-19,6.459208563144648e-23,1.1992254391134785e-43,4.048539357919289e-12,2.2758592765653026e-28,2.3898086443756816e-28,3.322758550463758e-33
5.074728487269867e-19,0.045450764422602166,0.0,11.28542480595856,0.03107511025837434,0.31940968184085355,0.35048479212048284,0.2070122201568539,0.09201819547052685,0.0,3.194669132562787e-67,3.720881770298616e-23,2.9950437151638614e-66,0.0,3.085615478098435e-102,2.5294814178225106e-33,6.442637878673681e-73,1.4326368607425206e-59,-3.6215051463615066e-88,1.082339254489502e-36,2.5658760249296258e-40,-9.493222435691677e-144,1.342361179945402e-34,-3.0337724554232225e-94,1.168418605930408e-69,4.417617345974583e-119,3.7208817685805666e-23,4.505001834266415e-96,7.017912533827656e-11,2.398764097104913e-11,1.6812635006694593e-11,1.9056713570349785e-11,1.578449215071508e-11,7.576556235504568e-12,7.676045110490654e-12,3.8380254322300074e-12,2.0344489604366677e-34,1.0371702855481298e-22,3.250062349421312e-12,2.751617257926987e-32,4.279269474235087e-19,1.101864991800832e-22,3.1215768190229744e-43,5.398052483073444e-12,3.405532545822752e-28,4.553527168330387e-28,7.755128015380988e-33
7.612092739306951e-19,0.045450764422602166,0.0,11.285424805871779,0.031075110255969294,0.3194096818231027,0.35048479211095446,0.20701222014517337,0.09201819543543728,0.0,9.992775536222402e-67,5.581322661538813e-23,8.693832893534363e-66,0.0,2.5841809094270482e-101,7.342304354193174e-33,2.6039825472756766e-72,2.9660926459656204e-59,-4.4445001609001787e-88,2.24084594753466e-36,3.848814041542939e-40,-3.1275797637990917e-143,2.0135913353094853e-34,-3.7232039224933563e-94,4.725868661673785e-69,3.6997229605779867e-118,5.58132265798181e-23,1.8221250463478993e-95,1.0526868705564321e-10,3.598146149521891e-11,2.521895278118248e-11,2.8585070386604265e-11,2.3676738247669097e-11,1.1364834365426297e-11,1.1514067677962674e-11,5.757037910492644e-12,3.4464711755316393e-34,2.147329334680191e-22,4.875093529288015e-12,7.515520131759553e-32,8.859685357591622e-19,2.2812715062838383e-22,1.1455745789669674e-42,8.097078733258803e-12,5.7984619099458105e-28,1.0679682088672359e-27,2.3873863747755056e-32
1.0149456991344034e-18,0.045450764422602166,0.0,11.285424805784999,0.03107511025356425,0.31940968180535184,0.3504847921014261,0.20701222013349285,0.09201819540034771,0.0,2.344815604503136e-66,7.441763552732511e-23,1.90126998334853e-65,0.0,1.0156100741900823e-100,1.6056791717471025e-32,7.051098129616124e-72,5.044546712424932e-59,-5.073968619912781e-88,3.811092035452133e-36,5.131752058089702e-40,-5.298016902039761e-143,2.684854547346762e-34,-4.250516185028384e-94,1.280107867042915e-68,1.4540297466072199e-117,7.44176354668298e-23,4.935635815138766e-95,1.4035824806071885e-10,4.7975282018674535e-11,3.362527071794459e-11,3.811342720254374e-11,3.156898434159668e-11,1.5153112495097957e-11,1.535209024511294e-11,7.676050225878685e-12,5.121807856036413e-34,3.6520447707638637e-22,6.500124709004627e-12,1.5724982032203154e-31,1.506800677076182e-18,3.879845322329752e-22,2.9705605479386224e-42,1.0796104983251525e-11,8.326956367991647e-28,1.969791657915137e-27,5.400786310567424e-32
1.2686821243381117e-18,0.045450764422602166,0.0,11.285424805698218,0.031075110251159204,0.319409681787601,0.3504847920918977,0.20701222012181233,0.09201819536525817,0.0,4.777343769297049e-66,9.30220444387639e-23,3.567092722657704e-65,0.0,3.1891586981827366e-100,3.0124726870488075e-32,1.5836639796633686e-71,7.706927508485871e-59,-5.479441235269558e-88,5.822487474991647e-36,6.414690074565162e-40,-9.522543017917844e-143,3.356153177248751e-34,-4.5901848040647747e-94,2.8757226772886575e-68,4.565858230328064e-117,9.302204434634074e-23,1.1087753169354021e-94,1.754478083026257e-10,5.9969102541365e-11,4.203158882857196e-11,4.764178401814569e-11,3.946123043228164e-11,1.8941390624501684e-11,1.919011281191846e-11,9.595062366753917e-12,7.079267177926453e-34,5.579499192824755e-22,8.125155888560434e-12,2.862672886900672e-31,2.3020513497737285e-18,5.927526961345406e-22,6.495061502128285e-42,1.3495131233037846e-11,1.0910188925401817e-27,3.190526578659886e-27,1.0437627966057146e-31
1.776154974745528e-18,0.045450764422602166,0.0,11.28542480552466,0.03107511024634911,0.3194096817520993,0.350484792072841,0.2070122200984513,0.09201819529507904,0.0,1.6622190903981073e-65,1.3023086226011558e-22,9.760572092496219e-65,0.0,2.9029636024649484e-99,8.242674360685751e-32,6.139428301992641e-71,1.4820148171061426e-58,-4.3486579439284053e-88,1.1196436847238084e-35,8.980566107297691e-40,-2.0158751008865467e-142,4.6988589153951954e-34,-3.642915902412035e-94,1.1151680936469123e-67,4.156118124906734e-116,1.302308620823891e-22,4.299687492517605e-94,2.4562692644899576e-10,8.395674358440238e-11,5.884422558234348e-11,6.669849764831585e-11,5.524572260372004e-11,2.6517946882488506e-11,2.6866157944473636e-11,1.343308611400902e-11,1.1858275049764419e-33,1.0729179000899232e-21,1.1375218247179517e-11,7.558300638759602e-31,4.426764787196801e-18,1.1398424050784688e-21,2.498290045696765e-41,1.8893183731978326e-11,1.6090503613284667e-27,6.624107239883332e-27,3.031532631142245e-31
2.7911006755603615e-18,0.045450764422602166,0.0,11.285424805177541,0.031075110236728928,0.31940968168109585,0.3504847920347276,0.2070122200517292,0.09201819515472082,0.0,1.1082791951002318e-64,2.0464849789675267e-22,3.876692449653479e-64,0.0,5.392913449495658e-98,3.2735642580312397e-31,3.947681917230527e-70,3.615667203178245e-58,2.83067250360139e-88,2.731591416288523e-35,1.4112318171894535e-39,-8.879037882347058e-143,7.384701651213129e-34,2.3712837410648786e-94,7.17238938406588e-67,7.720932266454801e-115,2.0464849746315392e-22,2.7654156957722355e-93,3.859851534491502e-10,1.3193202566116027e-10,9.246950120692556e-11,1.0481192490454648e-10,8.681470690711368e-11,4.167105939519971e-11,4.2218248205386355e-11,2.1109131483607256e-11,2.4851508200475343e-33,2.617594656277079e-21,1.7875342962459627e-11,2.9226750329032683e-30,1.0799973876304173e-17,2.7808701739989044e-21,1.6490887777074662e-40,2.968928872734608e-11,2.6465096400371478e-27,1.7439342983834364e-26,1.2974486060685942e-30
3.806046376375195e-18,0.045450764422602166,0.0,11.285424804830424,0.031075110227108745,0.3194096816100924,0.3504847919966142,0.2070122200050071,0.09201819501436258,0.0,4.0824912276048054e-64,2.790661335252945e-22,9.706457487792757e-64,0.0,2.854637235802751e-97,8.195822542623107e-31,1.3026602655960657e-69,6.698145678783164e-58,1.8233322024294387e-87,5.060365411387691e-35,1.924407023533277e-39,1.4397838570640554e-141,1.007111989414906e-33,1.5274243137205297e-93,2.3669754047870104e-66,4.086930182040917e-114,2.790661327220381e-22,9.126206947946681e-93,5.26343368048543e-10,1.7990730772548504e-10,1.2609477965665255e-10,1.4292535215529282e-10,1.1838369115781792e-10,5.682417190355726e-11,5.757033846069741e-11,2.8785174017544528e-11,4.2428969288404786e-33,4.849182560700917e-21,2.4375467675126758e-11,7.253350711321304e-30,2.0007331413606677e-17,5.151655973448397e-21,5.437453765138263e-40,4.048539371936003e-11,3.683631762670077e-27,3.3525123267934033e-26,3.369312675797875e-30
5.835937778004861e-18,0.045450764422602166,0.0,11.285424804136186,0.031075110207868375,0.31940968146808557,0.35048479192038734,0.2070122199115629,0.09201819473364618,0.0,3.161422580145718e-63,4.279014047580997e-22,3.548687964221464e-63,0.0,4.344938244646121e-96,2.9959517095132285e-30,7.446532262755545e-69,1.5708723058555512e-57,8.94895442635415e-87,1.1867744112250606e-34,2.950757435873443e-39,2.4988524062919567e-140,1.5445682381288717e-33,7.496632020746224e-93,1.3531996048074418e-65,6.220565972804676e-113,4.279014028742749e-22,5.217451654877523e-92,8.070597600562975e-10,2.7585787181684627e-10,1.9334534502898157e-10,2.1915220664033753e-10,1.8152165950120566e-10,8.713039690721531e-11,8.827451895451956e-11,4.4137250580932e-11,9.133243065034303e-33,1.1372470779814797e-20,3.737571709262443e-11,2.634425202146064e-29,4.6921960737987855e-17,1.2081841888262495e-20,3.1453148816905156e-39,6.207760369332948e-11,5.757132177912286e-27,8.150117630083829e-26,1.2853513893261175e-29
