Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34)
1.6304098966672534e-21,0.06210963536780779,0.0,0.015421822461826074,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070571,0.0,2.1071288352647744e-62,6.085054414327176e-21,1.0632537501649966e-60,0.0,8.114309150257913e-101,1.7484997529232642e-42,3.2325215839315657e-71,4.897120076758183e-53,2.471578689387538e-78,4.98503967453269e-39,3.007456649205585e-33,1.7684662259493563e-127,1.0975420333358888e-28,1.4725522203212907e-82,4.2758191511169125e-68,6.280637443898999e-113,6.085054414330127e-21,4.787416864003521e-92,2.635729565607989e-16,9.009079629583783e-17,5.728494917964899e-17,7.157162733705919e-17,5.928208902595304e-17,2.8829054814661206e-17,4.916320545453744e-22,2.539619241696375e-29,2.856376811607004e-27,1.1022072186764483e-40,2.539619241689194e-29,1.9296702045992304e-31,2.7466225647947668e-27,2.845540273288207e-17,1.0637082492877777e-49,9.135132408881384e-58,2.1551970891551075e-32
3.2622363093177103e-21,0.06210963536780779,0.0,0.015421822461825474,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070545,0.0,1.6874120248937884e-61,1.217539558314117e-20,8.514653368687368e-60,0.0,2.600025460795246e-99,1.3605410595827087e-41,2.589679883062421e-70,1.9601242570273386e-52,1.9792674900386492e-77,1.9953150086454922e-38,6.0175262060125637e-33,5.667614283038501e-126,2.1960376218738707e-28,1.1792360686636273e-81,3.4235774027381914e-67,2.0124716625348433e-111,1.217539558314696e-20,7.668781194127241e-91,5.273749077368614e-16,1.802598643520313e-16,1.1461966808066706e-16,1.4320543680033034e-16,1.186156829059292e-16,5.768315659262236e-17,9.83691294296998e-22,1.0165095405522985e-28,5.715235358215614e-27,8.824359641132785e-40,1.0165095405465496e-28,7.723710023908011e-31,5.495631422000302e-27,5.693552779654556e-17,4.2576050768326695e-49,7.313660439572929e-57,8.626404962330096e-32
6.5258891346186235e-21,0.06210963536780779,0.0,0.015421822461824275,0.031075110263184432,0.3194096818763547,0.35048479213953926,0.20701222018021462,0.09201819554070492,0.0,1.3506135366663546e-60,2.4356077920769148e-20,6.815173727667159e-59,0.0,8.326757049387763e-98,1.0731141247417961e-40,2.075247361594605e-69,7.843050208188803e-52,1.5842161993006183e-76,7.983859052737412e-38,1.2037665319626515e-32,1.814993630837052e-124,4.393028798960976e-28,9.43866805360409e-81,2.74041813428909e-66,6.445076318275691e-110,2.435607792078027e-20,1.227718595470094e-89,1.0549788096863992e-15,3.6059800046408825e-16,2.2928910588300617e-16,2.8647305572669777e-16,2.372828706605481e-16,1.1539136014839767e-16,1.9678099253460843e-21,4.067362227189281e-28,1.1432952712645893e-26,7.062169615896348e-39,4.067362227143273e-28,3.0904903413311008e-30,1.0993649136411363e-26,1.1389577792386355e-16,1.7035965996989727e-48,5.8531510890665795e-56,3.4516856262123156e-31
1.3053194785220451e-20,0.06210963536780779,0.0,0.015421822461821876,0.031075110263184432,0.3194096818763542,0.350484792139539,0.20701222018021426,0.09201819554070387,0.0,1.0807644628521519e-59,4.8717442596025084e-20,5.453519732410686e-58,0.0,2.6663713531236468e-96,8.52360764435174e-40,1.6648602550127338e-68,3.137730792034529e-51,1.2676939207236093e-75,3.1940634987747337e-37,2.4077943546854393e-32,5.810151075194129e-123,8.787011153179761e-28,7.552846711556394e-80,2.193576176722174e-65,2.0638246800123707e-108,4.871744259604551e-20,1.964920823333322e-88,2.110186611975126e-15,7.212742726868824e-16,4.586279814888961e-16,5.730082935787327e-16,4.746172461484523e-16,2.3080776725936e-16,3.9360477936276076e-21,1.627209741588509e-27,2.2868388466358706e-26,5.650808683117792e-38,1.6272097415516956e-27,1.2363975947717017e-29,2.1989684565233464e-26,2.2781627817846327e-16,6.815495787188382e-48,4.683410210057899e-55,1.3808990107545304e-30
2.6107806086424107e-20,0.06210963536780779,0.0,0.01542182246181708,0.031075110263184432,0.31940968187635327,0.3504847921395384,0.20701222018021356,0.09201819554070176,0.0,8.647210370533383e-59,9.744017194653688e-20,4.363368153513485e-57,0.0,8.540023628837437e-95,6.794357880701957e-39,1.3389706301194172e-67,1.2551944658399132e-50,1.0142835367705433e-74,1.277729382450411e-36,4.815850000131008e-32,1.8595958436681181e-121,1.7574975861795615e-27,6.043042370125418e-79,1.756348179712394e-64,6.610148726306394e-107,9.744017194657043e-20,3.144330248631848e-87,4.220602210111182e-15,1.442626817127192e-15,9.173057327055228e-16,1.1460787692800038e-15,9.492859970389266e-16,4.616405814789319e-16,7.872525954924052e-21,6.50936870544457e-27,4.573926415319332e-26,4.521076188409055e-37,6.509368705150036e-27,4.945994630003924e-29,4.3981755422877574e-26,4.556572786875182e-16,2.7264204939444896e-47,3.747084290398397e-54,5.5240455955686e-30
5.221702868883141e-20,0.06210963536780779,0.0,0.015421822461807486,0.031075110263184432,0.3194096818763514,0.35048479213953726,0.20701222018021215,0.09201819554069754,0.0,6.918206190241416e-58,1.9488563064756017e-19,3.490915483395281e-56,0.0,2.7370631493349213e-93,5.425673791971195e-38,1.0823574234278937e-66,5.020982168686066e-50,8.11478192626104e-74,5.111125503084812e-36,9.631961291022112e-32,5.951262757719207e-120,3.515090527974046e-27,4.834739915118731e-78,1.4072583271923333e-63,2.1185414235377966e-105,1.9488563064759799e-19,5.0312939727834855e-86,8.441433380617707e-15,2.8853319059866953e-15,1.834661235158163e-15,2.2922197206713503e-15,1.898623498478538e-15,9.23306209908664e-16,1.5745491976450428e-20,2.603853433720955e-26,9.14810322444985e-26,3.617032656506109e-36,2.6038534334853165e-26,1.978479749671172e-28,8.79658971381654e-26,9.1133927970505e-16,1.0906132020458223e-46,2.9978112876475617e-53,2.2097081519368375e-29
1.0443547389364602e-19,0.06210963536780779,0.0,0.015421822461788299,0.031075110263184432,0.31940968187634755,0.350484792139535,0.20701222018020934,0.0920181955406891,0.0,5.53474011506466e-57,3.897765480496054e-19,2.7928207737490103e-55,0.0,8.784828128454176e-92,4.336613784944345e-37,8.837150209342225e-66,2.0084337292670577e-49,6.492031000120405e-73,2.0444917966288252e-35,1.9264183872804189e-31,1.9044930564917978e-118,7.030276411848272e-27,3.8679143434396975e-77,1.1292143910843835e-62,6.79963153621101e-104,3.8977654804956415e-19,8.050362828398144e-85,1.6883095618568408e-14,5.77074208362124e-15,3.6693722401409934e-15,4.58450162340926e-15,3.797298499992411e-15,1.8466374667304824e-15,3.1491462815236367e-20,1.0415625641363317e-25,1.8296463529765275e-25,2.8936948090983096e-35,1.0415625639478192e-25,7.914091153848485e-28,1.7593418056873956e-25,1.8227032817377995e-15,4.362552772925167e-46,2.3983115019542074e-52,8.839012438350842e-29
2.0887236430327527e-19,0.06210963536780779,0.0,0.015421822461749923,0.031075110263184432,0.31940968187633995,0.3504847921395304,0.20701222018020374,0.09201819554067221,0.0,4.427862158269416e-56,7.79558382853691e-19,2.2342919745143146e-54,0.0,2.8277681106885693e-90,3.467720880021361e-36,7.3547439200579374e-65,8.033816641380258e-49,5.193706984995148e-72,8.178050378027799e-35,3.8528629036367827e-31,6.094520143009272e-117,1.4060648180737757e-26,3.094380440036885e-76,9.087919091421437e-62,2.1887483865290084e-102,7.795583828531404e-19,1.2880814507755544e-83,3.376641968222041e-14,1.1541562438552478e-14,7.338794250416846e-15,9.169065428705948e-15,7.594648497558763e-15,3.693299980223535e-15,6.298355967573512e-20,4.166292637915116e-25,3.6593210888613674e-25,2.3149833207992117e-34,4.166292636407027e-25,3.165677578425176e-27,3.518707474298819e-25,3.645431285794046e-15,1.745057733865565e-45,1.9186906840923403e-51,3.535640941767826e-28
4.177461451225337e-19,0.06210963536780779,0.0,0.015421822461673174,0.031075110263184432,0.31940968187632474,0.3504847921395212,0.2070122201801925,0.09201819554063845,0.0,3.542317753316337e-55,1.5591220524618414e-18,1.7874477221854013e-53,0.0,9.154987348142911e-89,2.773548635529932e-35,6.339736513677572e-64,3.2135430014867194e-48,4.1549984622062765e-71,3.271236789573434e-34,7.705751936349299e-31,1.950269224024643e-115,2.812139172308083e-26,2.4755239382928796e-75,7.356933728921783e-61,7.086139034629331e-101,1.5591220524588691e-18,2.0609490400092503e-82,6.753306616052695e-14,2.3083203147063554e-14,1.4677638272209342e-14,1.8338193038582793e-14,1.5189348470845885e-14,7.386625006607309e-15,1.259683741283906e-19,1.6665255312350693e-24,7.3186812599180635e-25,1.8519976454751334e-33,1.6665255300285926e-24,1.2662846032285363e-26,7.037438811521426e-25,7.290887293869525e-15,6.980575928941509e-45,1.5350230767727543e-50,1.4142635700139634e-27
8.354937067610507e-19,0.06210963536780779,0.0,0.015421822461519675,0.031075110263184432,0.31940968187629426,0.3504847921395029,0.20701222018017001,0.09201819554057092,0.0,2.833865413375997e-54,3.1182493916780607e-18,1.4299638352154953e-52,0.0,2.997477401788448e-87,2.218587679778854e-34,5.801256764236721e-63,1.28542046958846e-47,3.324011919651623e-70,1.3084980434978544e-33,1.5411530001773496e-30,6.240897962617504e-114,5.62428788260234e-26,1.9804269852603217e-74,6.024053358148018e-60,2.320104762820391e-99,3.11824939166463e-18,3.2975334390781526e-81,1.3506635252115077e-13,4.61664845586801e-14,2.935532632075745e-14,3.667644825547036e-14,3.0378748330037804e-14,1.4773275056965517e-14,2.51940485959982e-19,6.666119075174698e-24,1.4637444399179528e-24,1.4816025108959433e-32,6.66611906552258e-24,5.0652083442754225e-26,1.4074901485965677e-24,1.4581799309872437e-14,2.792738670998033e-44,1.2282211212563932e-49,5.657068666616108e-27
1.6709888300380847e-18,0.06210963536780779,0.0,0.015421822461212676,0.031075110263184432,0.3194096818762333,0.3504847921394662,0.20701222018012505,0.09201819554043585,0.0,2.267096814998269e-53,6.236504070110173e-18,1.1439733318292068e-51,0.0,1.0026302788932267e-85,1.7747696530949784e-33,5.808138036195761e-62,5.141688416345253e-47,2.6592147956396184e-69,5.2339988292446815e-33,3.082308613261854e-30,1.9970931793440955e-112,1.1248585310493426e-25,1.5843447220370217e-73,5.0408324247499445e-59,7.760541756100399e-98,6.2365040700533685e-18,5.276065482516977e-80,2.7013289885844647e-13,9.233304736029078e-14,5.87107024377062e-14,7.335295867778104e-14,6.075754769889235e-14,2.954657514804459e-14,5.038946413252575e-19,2.666451018567456e-23,2.9275141866294747e-24,1.1852837648728387e-31,2.6664510108457225e-23,2.0261315540681157e-25,2.8149826834850334e-24,2.9163623341286045e-14,1.1179036165380836e-43,9.832191560125601e-49,2.2628303438933503e-26
3.3419790765921522e-18,0.06210963536780779,0.0,0.015421822460598677,0.031075110263184432,0.3194096818761114,0.3504847921393928,0.20701222018003512,0.09201819554016571,0.0,1.813679245718908e-52,1.2473013426973092e-17,9.151795719919522e-51,0.0,3.4864063697785715e-84,1.419775527898692e-32,6.513916444322928e-61,2.0566766741343876e-46,2.1273739404755866e-68,2.093600862676386e-32,6.164619839429525e-30,6.3907075039867444e-111,2.2497180195485895e-25,1.267477031159071e-72,4.387201336214988e-58,2.698537335708691e-96,1.2473013426739707e-17,8.441714355746818e-79,5.402658859972713e-13,1.846661728770225e-13,1.1742145475101378e-13,1.4670597947654452e-13,1.2151514503848425e-13,5.909317529165334e-14,1.0078426788402162e-18,1.066581083884412e-22,5.8551221554894305e-24,9.482277117162271e-31,1.066581077707018e-22,8.104896489499569e-25,5.629967753260426e-24,5.832727140174443e-14,4.48456339236487e-43,7.886327847457007e-48,9.051327129523672e-26
6.683959569700287e-18,0.06210963536780779,0.0,0.01542182245937068,0.031075110263184432,0.31940968187586766,0.3504847921392461,0.20701222017985527,0.09201819553962545,0.0,1.4509441140629363e-51,2.494603214069371e-17,7.321440219091684e-50,0.0,1.2935616095886226e-82,1.1358043473395711e-31,8.19898030591013e-60,8.226709311709056e-46,1.701899993964589e-67,8.374406112080269e-32,1.2329242291759512e-29,2.045027894087486e-109,4.499437008231202e-25,1.0139821263381735e-71,4.0770144292497434e-57,1.0012355792665395e-94,2.4946032139747846e-17,1.3506750635259825e-77,1.0805314381321858e-12,3.693324235645274e-13,2.348429596952695e-13,2.934120208906399e-13,2.430303341251997e-13,1.1818637542467334e-13,2.0158976608160727e-18,4.26632567851318e-22,1.1710611994956985e-23,7.585824450681815e-30,4.266325629094007e-22,3.2422517226055263e-24,1.1259937892805057e-23,1.1665456751318588e-13,1.8145702794277918e-42,6.374985243263117e-47,3.6205320021624437e-25
1.0025940062808423e-17,0.06210963536780779,0.0,0.015421822458142683,0.031075110263184432,0.3194096818756239,0.3504847921390994,0.2070122201796754,0.09201819553908519,0.0,4.30749094400408e-51,3.7419050854409106e-17,2.1735528743511973e-49,0.0,6.417468734651785e-82,3.3719055961205295e-31,2.913954175347603e-59,1.748175892183414e-45,5.0525163170892926e-67,1.7795614650874038e-31,1.849386474408414e-29,9.783782374827459e-109,6.749156008597931e-25,3.010259860584431e-71,1.2739038530518775e-56,4.967209344006878e-94,3.741905085239144e-17,5.149449359940271e-77,1.6207965681246922e-12,5.539986739060737e-13,3.522644649571657e-13,4.4011806212130384e-13,3.645455176194471e-13,1.772795754034958e-13,3.024111549545365e-18,9.065942894961524e-22,1.7566375736172176e-23,2.1690718761980985e-29,9.06594275369256e-22,6.890214570663326e-24,1.6889908032343533e-23,1.74981863615152e-13,3.9026609445347096e-42,1.8389752490372154e-46,7.69363122301976e-25
1.3367920555916559e-17,0.06210963536780779,0.0,0.01542182245691469,0.031075110263184432,0.31940968187538016,0.35048479213895267,0.20701222017949555,0.09201819553854493,0.0,9.385796778197033e-51,4.989206956811928e-17,4.7360576885041686e-49,0.0,2.2096562500686655e-81,7.347188676708404e-31,7.47067395340348e-59,2.982182550448511e-45,1.1009167979048399e-66,3.0357226478547533e-31,2.4658487196403413e-29,3.238094822880461e-108,8.998875020648781e-25,6.559198305539081e-71,2.938455006930951e-56,1.7103025615585145e-93,4.9892069564670486e-17,1.3854974588069176e-76,2.1610612759751224e-12,7.386649239016616e-13,4.69685970536703e-13,5.868241031685363e-13,4.860606955212266e-13,2.363727752281207e-13,4.032484344837193e-18,1.546543272446143e-21,2.3422413379134996e-23,4.575201011390679e-29,1.5465432426488276e-21,1.1754569880723444e-23,2.2519878171875856e-23,2.3330915970764284e-13,6.761399664932778e-42,3.9205458591211244e-46,1.3124430375087532e-24
2.005188154213283e-17,0.06210963536780779,0.0,0.015421822454458702,0.031075110263184432,0.31940968187489266,0.35048479213865924,0.20701222017913587,0.0920181955374644,0.0,2.7244074800433185e-50,7.483810699552738e-17,1.3747315595432246e-48,0.0,1.4443255664608217e-80,2.13265737817441e-30,2.845530596936996e-58,6.17423046256212e-45,3.1956220979627554e-66,6.285078438172358e-31,3.698773210102939e-29,1.8893251708995167e-107,1.3498313072172389e-24,1.9039330755957955e-70,9.554260485108994e-56,1.1179238414238448e-92,7.483810698837303e-17,5.603882014612621e-76,3.2415897009354007e-12,1.1079974230808936e-12,7.045289824412622e-13,8.802361848324986e-13,7.290910381996068e-13,3.545591745154785e-13,6.049602878800636e-18,3.201921542751362e-21,3.513513149569279e-23,1.2496293510306667e-28,3.201921461359626e-21,2.4338673757864518e-23,3.377981845092606e-23,3.4996375187038653e-13,1.4559357300344337e-41,1.099088341138821e-45,2.7172467291757005e-24
2.67358425283491e-17,0.06210963536780779,0.0,0.015421822452002715,0.031075110263184432,0.31940968187440516,0.3504847921383658,0.20701222017877619,0.09201819553638388,0.0,5.957972143645236e-50,9.978414442291628e-17,3.006383011188264e-48,0.0,5.1147979441348104e-80,4.6638753006729214e-30,7.482008893464082e-58,1.0500749144723508e-44,6.988465411576304e-66,1.0689272522052647e-30,4.9316977005635667e-29,6.286013646473223e-107,1.7997751166662663e-24,4.163687080909739e-70,2.2892059508496173e-55,3.958904689193268e-92,9.9784144410735e-17,1.5179376505854158e-75,4.322116573531445e-12,1.4773299209879128e-12,9.39371995513902e-13,1.1736482658219181e-12,9.7212136031249e-13,4.72745573235797e-13,8.067305767277159e-18,5.44563002612474e-21,4.684885684666551e-23,2.614642664368096e-28,5.445629855824813e-21,4.139747891594098e-23,4.5039758729953634e-23,4.666183439982862e-13,2.59196941027073e-41,2.365971751549533e-45,4.621325108462122e-24
3.341980351456537e-17,0.06210963536780779,0.0,0.015421822449546726,0.031075110263184432,0.31940968187391766,0.3504847921380724,0.2070122201784165,0.09201819553530335,0.0,1.1177966893899789e-49,1.247301818502846e-16,5.640383854091262e-48,0.0,1.474319764647955e-79,8.750057663268569e-30,1.648164735457724e-57,1.6042772223347883e-44,1.3111312561798692e-65,1.6330793348694814e-30,6.164622191022084e-29,1.694938913345239e-106,2.2497189307188656e-24,7.811643831977817e-70,4.710569936963678e-55,1.1411369036199392e-91,1.2473018183166067e-16,3.4100000842134456e-75,5.4026417828823e-12,1.8466624175318466e-12,1.1742150098380584e-12,1.4670603460886129e-12,1.2151516603909145e-12,5.909319713485734e-13,1.008563474859346e-17,8.319692303353654e-21,5.856366137736845e-23,4.7598571276106515e-28,8.319691993330781e-21,6.32518881402823e-23,5.629969900895696e-23,5.832729360888528e-13,4.183612007708177e-41,4.45649632550634e-45,7.060340652759434e-24
4.678772548699791e-17,0.06210963536780779,0.0,0.01542182244463476,0.031075110263184432,0.3194096818729426,0.3504847921374855,0.20701222017769713,0.0920181955331423,0.0,3.0584954934685743e-49,1.7462225670495822e-16,1.543311848151618e-47,0.0,1.1128088933682426e-78,2.3941726553145043e-29,6.21872317326095e-57,3.0849682492029295e-44,3.5874941091120064e-65,3.1403536903080564e-30,8.630471171932657e-29,9.992279445717544e-106,3.1496065729239498e-24,2.1374081425953254e-69,1.5982009791291826e-54,8.613217052080586e-91,1.7462225666911283e-16,1.3223540582381377e-74,7.563687107387985e-12,2.5853274064448376e-12,1.6439010423195427e-12,2.0538845044084315e-12,1.7012121930603214e-12,8.273047657133379e-13,1.412421030857568e-17,1.5998473361651948e-20,8.199657576576345e-23,1.2567426705682698e-27,1.5998472543109227e-20,1.216574338943427e-22,7.881957956688934e-23,8.165821201556425e-13,9.411754334716168e-41,1.3302328829846997e-44,1.3576784878268445e-23
6.015564745943046e-17,0.06210963536780779,0.0,0.0154218224397228,0.031075110263184432,0.31940968187196755,0.35048479213689865,0.20701222017697776,0.09201819553098126,0.0,6.447680697292982e-49,2.245143315595483e-16,3.2534892105313216e-47,0.0,4.310217119352728e-78,5.047204431374947e-29,1.6330981527165475e-56,5.059340036704455e-44,7.562874154417539e-65,5.150172017369592e-30,1.1096320152834658e-28,3.3702718156479876e-105,4.049494233826579e-24,4.5059164718953824e-69,3.966188354514296e-54,3.3361335137066417e-90,2.245143315007314e-16,3.5186590131710683e-74,9.72472567660667e-12,3.3239923898216173e-12,2.1135870798841182e-12,2.6407086597928822e-12,2.1872726362361376e-12,1.0636775576105523e-12,1.8165328744084444e-17,2.6237455194165122e-20,1.0543387327503849e-22,2.6055422304003557e-27,2.623745349713764e-20,1.9955981154046163e-22,1.0133946012472325e-22,1.049891304070804e-12,1.8203320204525376e-40,3.1195181263136504e-44,2.226589245867104e-23
8.689149140429554e-17,0.06210963536780779,0.0,0.0154218224298989,0.031075110263184432,0.3194096818700175,0.3504847921357249,0.20701222017553902,0.09201819552665919,0.0,1.9667426564878777e-48,3.2429848126847787e-16,9.92415167949292e-47,0.0,4.055485256284874e-77,1.5395529731844025e-28,7.207098609151838e-56,1.048891777333662e-43,2.3069112605639066e-64,1.0677228728037691e-29,1.6028018114612955e-28,2.3055924584665228e-104,5.849269611716592e-24,1.3744443231418405e-68,1.6284083960860795e-53,3.1389631367429857e-89,3.242984811464701e-16,1.5771455092919002e-73,1.4046782552139753e-11,4.801322339968878e-12,3.0529591702604666e-12,3.8143569617569206e-12,3.1593932541448116e-12,1.5364231340033727e-12,2.6255193106388405e-17,5.439494159290638e-20,1.5232161580844091e-22,7.828900890092083e-27,5.439493649387548e-20,4.1391013507597524e-22,1.4637922124009567e-22,1.5165096714463065e-12,5.511956580858329e-40,1.3061025919101975e-43,4.61611817435998e-23
1.4036317929402572e-16,0.06210963536780779,0.0,0.015421822410251182,0.031075110263184432,0.31940968186611735,0.3504847921333774,0.20701222017266155,0.09201819551801514,0.0,8.533864499903613e-48,5.238667806853344e-16,4.306174398400779e-46,0.0,8.066994380008596e-76,6.680248519698822e-28,5.163201413687932e-55,2.7271363643665907e-43,1.0009885149895086e-63,2.7760975285478384e-29,2.5891414038066708e-28,2.905462930465363e-103,9.44882059183389e-24,5.96383140295156e-68,1.0920833312927261e-52,6.243876771057667e-88,5.238667803679545e-16,1.144732238465406e-72,2.2690815252921306e-11,7.755982173838744e-12,4.931703412001898e-12,6.16165353046583e-12,5.103633416199261e-12,2.4819142571828167e-12,4.246543115126074e-17,1.4142776362234503e-19,2.461496905240183e-22,3.36589646434771e-26,1.4142774170011882e-19,1.0771978601555167e-21,2.36458743469659e-22,2.4497464043780526e-12,2.939449113627767e-39,1.1338781442306092e-42,1.2001985317815388e-22
2.4730655507348604e-16,0.06210963536780779,0.0,0.015421822370956075,0.031075110263184432,0.31940968185831703,0.35048479212868244,0.2070122201669066,0.09201819550072736,0.0,4.824672452714304e-47,9.230033795150373e-16,2.4345221921876967e-45,0.0,2.683750666255943e-74,3.776718218863337e-27,5.25083624124212e-54,8.452922169511291e-43,5.659149748337333e-63,8.604680207822303e-29,4.5618205884562895e-28,5.567310953882956e-102,1.664792344941024e-23,3.3716885336577064e-67,1.059862650192245e-51,2.0772279108953e-86,9.23003378530953e-16,1.17428172525803e-71,3.9978556461673935e-11,1.366530157588213e-11,8.6891921394411e-12,1.0856246527008206e-11,8.992109445296435e-12,4.372896385117949e-12,7.500794022895858e-17,4.383637769087699e-19,4.340161968163942e-22,1.8953765769326245e-25,4.383636534624984e-19,3.3454009554214194e-21,4.1661778792405923e-22,4.31621986296462e-12,2.5910397664864864e-38,1.8462365423672206e-41,3.7200870736954735e-22
4.611933066324067e-16,0.06210963536780779,0.0,0.015421822292367174,0.031075110263184432,0.3194096818427164,0.35048479211929245,0.20701222015539672,0.09201819546615311,0.0,3.2080598271046503e-46,1.7212765771584032e-15,1.6187822192011706e-44,0.0,1.208465174121617e-72,2.5112455633708178e-26,6.5898657348745435e-53,2.9381671850339254e-42,3.7629271501271727e-62,2.990917036560959e-28,8.507178957590994e-28,1.359334208894506e-100,3.104613275392716e-23,2.2419301289552732e-66,1.2929246307815224e-50,9.353534737913941e-85,1.7212765737370706e-15,1.481158686859772e-70,7.455274215420032e-11,2.5483939317185335e-11,1.6204170570171166e-11,2.0245431956592293e-11,1.6769044323494787e-11,8.154860167294057e-12,1.4058106368509885e-16,1.5237167223358088e-18,8.105906360946115e-22,1.2585995231023968e-24,1.5237159026083912e-18,1.1674528305920296e-20,7.769358768139543e-22,8.049166751030528e-12,3.099555501071517e-37,4.303438980835457e-40,1.293072083169235e-21
8.889668097502481e-16,0.06210963536780779,0.0,0.015421822135194626,0.031075110263184432,0.31940968181151524,0.3504847921005125,0.20701222013237702,0.09201819539700981,0.0,2.3330520004550236e-45,3.317822972380975e-15,1.1772549131164895e-43,0.0,6.438317514101807e-71,1.8262962571601382e-25,9.293524176353617e-52,1.0914786423181608e-41,2.7365776163482893e-61,1.1110742973911142e-27,1.6397895695202284e-27,3.78498400763873e-99,5.984256572041407e-23,1.6304370410420308e-65,1.7948051986040016e-49,4.983263040818132e-83,3.317822959669791e-15,2.0945385881421772e-69,1.4369592700281992e-10,4.9121210548666446e-11,3.1234131335253444e-11,3.902380056176358e-11,3.232284536022719e-11,1.5718785836874156e-11,2.736795210928895e-16,5.660344332436292e-18,1.5671052197078788e-21,9.14953823789466e-24,5.6603383733342295e-18,4.371336158733385e-20,1.4975720545181236e-21,1.551506041073704e-11,4.3140575719886185e-36,1.187064910700497e-38,4.8035406101022464e-21
1.3167403128680895e-15,0.06210963536780779,0.0,0.015421821978029084,0.031075110263184432,0.31940968178031404,0.3504847920817325,0.2070122201093574,0.0920181953278734,0.0,7.208259604814027e-45,4.914369367517999e-15,3.637278967900823e-43,0.0,4.428330877057514e-70,5.64257476191815e-25,3.963256429566608e-51,2.394589787268153e-41,8.455003095846101e-61,2.4375805854956874e-27,2.428861243193608e-27,2.0870488716924106e-98,8.863901783017555e-23,5.037441710854525e-65,7.618286813807077e-49,3.4275313862962e-82,4.914369339629824e-15,8.939356999638695e-69,2.1283219694084307e-10,7.275847611198956e-11,4.626409730544896e-11,5.780216616161195e-11,4.787655477111579e-11,2.328270898009616e-11,4.09380651975074e-16,1.2418199552660884e-17,2.3281074098848306e-21,2.8266548372161625e-23,1.2418181142637753e-17,9.65333685599698e-20,2.218208232121465e-21,2.2980953915214442e-11,1.8357898216251748e-35,6.391174475128575e-38,1.0538464692448717e-20
1.744513815985931e-15,0.06210963536780779,0.0,0.015421821820870546,0.031075110263184432,0.31940968174911283,0.3504847920629525,0.20701222008633788,0.09201819525874391,0.0,1.6213368153488516e-44,6.510915762569475e-15,8.181247570415742e-43,0.0,1.9254507631993856e-69,1.269171308783545e-24,1.135785072036945e-50,4.203150125231584e-41,1.901763885349861e-60,4.2786105296605774e-27,3.2179329167792382e-27,7.398137774164272e-98,1.1743548908321677e-22,1.1330598713747302e-64,2.1774484534355762e-48,1.4903002072714208e-81,6.510915713617172e-15,2.562984311509066e-68,2.8196155262675143e-10,9.639573600716734e-11,6.129406848115402e-11,7.65805287561461e-11,6.343017255668511e-11,3.084662959696668e-11,5.476840737441264e-16,2.179728049117937e-17,3.093597206363323e-21,6.357746308451715e-23,2.1797239083138995e-17,1.7051696536633154e-19,2.938844409623978e-21,3.0446847264469195e-11,5.256419167981565e-35,2.1934909292530314e-37,1.8497844121437593e-20
2.172287319103772e-15,0.06210963536780779,0.0,0.015421821663719013,0.031075110263184432,0.3194096817179116,0.35048479204417254,0.2070122200633185,0.09201819518962136,0.0,3.065818922291193e-44,8.107462157535403e-15,1.5470091795304346e-42,0.0,6.411834566867959e-69,2.399902536562517e-24,2.614404108472363e-50,6.517159646491723e-41,3.596084200403664e-60,6.63416410998474e-27,4.0070045902771195e-27,2.0484863915177452e-97,1.4623197947954393e-22,2.1425260690603653e-64,5.0034735217030554e-48,4.962764059506474e-81,8.107462081631832e-15,5.901330041026816e-68,3.510839947409835e-10,1.2003299023421273e-10,7.632404486277848e-11,9.535888834537493e-11,7.898369871747393e-11,3.841054768749245e-11,6.885893910201478e-16,3.3797585292531803e-17,3.863574609044197e-21,1.2021821463864943e-22,3.379750699434705e-17,2.660594549688368e-19,3.659480587025663e-21,3.7912740458508e-11,1.2093776204504574e-34,5.888746679676408e-37,2.868167876642472e-20
