Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655)
1.6492591930008597e-23,0.06210963536780779,0.0,1.5421822461826669,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070571,0.0,2.1810576503809444e-68,6.155402240185692e-23,1.1005583283714878e-66,0.0,1.0543738893184877e-112,1.8099380247235717e-46,3.343766078757485e-75,5.0110071401865966e-57,2.5582957912639447e-84,5.10096966025088e-41,3.042226043334895e-35,1.8713731307466051e-137,1.1102306789215096e-30,1.5242177656896047e-88,5.243106126680876e-76,7.879570848727421e-125,6.15540224018872e-23,5.0126780770075055e-98,2.6662014419336523e-16,9.113234303808445e-17,5.794722495745655e-17,7.23990725185193e-17,5.996745389466419e-17,2.916234977218696e-17,4.973158259212109e-22,2.598680156839266e-31,1.110230683368606e-30,1.1408789916236439e-44,2.5986801568391916e-31,1.9745427221641275e-33,6.83220856016419e-59,2.878437786944316e-17,2.20531277975922e-34,5.17409127794919e-40,4.7566252757351894e-49,3.3855198767687313e-69
3.299951278436994e-23,0.06210963536780779,0.0,1.5421822461826662,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070545,0.0,1.7466150358940626e-67,1.2316152353733838e-22,8.813392547781964e-66,0.0,3.403963142542253e-111,1.4088185345498994e-45,2.677063785494896e-74,2.0057087622239977e-56,2.0487115142325074e-83,2.0417172151590645e-40,6.087095202259132e-35,6.00272486955935e-136,2.2214259370639563e-30,1.2206104147258395e-87,4.2314090246488634e-75,2.5445457820502135e-123,1.231615235373987e-22,8.029618573266456e-97,5.334719305610245e-16,1.8234386274257787e-16,1.1594479502782243e-16,1.4486104605573347e-16,1.199870080967773e-16,5.835003607762466e-17,9.95063725187872e-22,1.0401492983296743e-30,2.2214259548639325e-30,9.133968965677282e-44,1.0401492983296147e-30,7.903316699016608e-33,5.47974291175031e-58,5.75937638864705e-17,8.826977615755194e-34,4.1424100156462774e-39,6.606219220036048e-48,1.878258899085983e-67
6.601335449309263e-23,0.06210963536780779,0.0,1.542182246182665,0.031075110263184432,0.3194096818763547,0.35048479213953926,0.20701222018021462,0.09201819554070492,0.0,1.397999940750686e-66,2.463765258083013e-22,7.0542861514658645e-65,0.0,1.106463219309077e-109,1.1113864942038289e-44,2.1424930848341346e-73,8.025447605543116e-56,1.6397995620330727e-82,8.169528320465377e-40,1.2176833520107605e-34,1.9223623390679745e-134,4.443816453360263e-30,9.769830498708683e-87,3.440411480786515e-74,8.275458062288746e-122,2.4637652580842073e-22,1.2854861531949306e-95,1.0671755032922206e-15,3.6476690215156125e-16,2.319399351685572e-16,2.8978499313016e-16,2.4002611650094887e-16,1.1672540868849852e-16,1.9905595252718908e-21,4.161952050521449e-30,4.4438165245833544e-30,7.309951172177015e-43,4.1619520505209735e-30,3.162356137094377e-32,4.3995181358878547e-57,1.1521253592052503e-16,3.531924236692095e-33,3.315172448914984e-38,9.765498324351837e-47,1.1095990510156314e-65
1.3204103791053798e-22,0.06210963536780779,0.0,1.5421822461826626,0.031075110263184432,0.3194096818763542,0.350484792139539,0.20701222018021426,0.09201819554070385,0.0,1.1186831865775967e-65,4.928065303502268e-22,5.644858115489597e-64,0.0,3.64755378892827e-108,8.828387413473064e-44,1.714365503482241e-72,3.210701627981497e-55,1.3121718718038252e-81,3.268343295923137e-39,2.435631015580452e-34,6.153864702228488e-133,8.888597485998528e-30,7.817843759393634e-86,2.839265510558882e-73,2.7308366867273645e-120,4.928065303504613e-22,2.057375786144756e-94,2.134582648738122e-15,7.29612980969514e-16,4.639302154500387e-16,5.796328872790056e-16,4.801043333090733e-16,2.3347615391024e-16,3.981551131642711e-21,1.6650518302505442e-29,8.888597770937274e-30,5.849071574905266e-42,1.665051830250163e-29,1.2651483773551607e-31,3.542115926675183e-56,2.304500799886335e-16,1.4129864164357735e-32,2.6526184031035097e-37,1.4980776420854932e-45,6.805160453987088e-64
2.640964047454287e-22,0.06210963536780779,0.0,1.5421822461826578,0.031075110263184432,0.31940968187635327,0.3504847921395384,0.20701222018021354,0.09201819554070172,0.0,8.950598566857627e-65,9.856665394340769e-22,4.516458239960459e-63,0.0,1.2351064900644774e-106,7.0376218128505475e-43,1.3716954605222904e-71,1.2843851757889196e-54,1.049870402618738e-80,1.3074437194937642e-38,4.871526342719828e-34,1.969604814490164e-131,1.7778159551457666e-29,6.255066848828222e-85,2.409902981766449e-72,9.264095185415589e-119,9.856665394345277e-22,3.2922796890134805e-93,4.269396939563964e-15,1.459305138605363e-15,9.2791077601305e-16,1.1593286755766673e-15,9.602607669244473e-16,4.669776443536982e-16,7.963534369195486e-21,6.660749379686973e-29,1.7778160691305413e-29,4.6797015622505e-41,6.660749379683924e-29,5.061005397301665e-31,2.8686320377125463e-55,4.609251681248483e-16,5.652299551840258e-32,2.1222590212844344e-36,2.345358660982957e-44,4.260398565173959e-62
5.282071384152102e-22,0.06210963536780779,0.0,1.542182246182648,0.031075110263184432,0.3194096818763513,0.35048479213953726,0.20701222018021212,0.09201819554069744,0.0,7.16093211084685e-64,1.9713865576017743e-21,3.6133953050226456e-62,0.0,4.386018411738936e-105,5.620060847388247e-42,1.0975250016227674e-70,5.137749759791698e-54,8.399494876644323e-80,5.229987687801147e-38,9.743316996998547e-34,6.30332436640579e-130,3.555728368310637e-29,5.00437023643576e-84,2.1492642531655996e-71,3.3001698899162494e-117,1.9713865576026018e-21,5.2680302787119604e-92,8.539025520951806e-15,2.918689453876837e-15,1.855871897139265e-15,2.3187202521718724e-15,1.9205736341516958e-15,9.339806252405157e-16,1.592750094354557e-20,2.6644081674714013e-28,3.55572882426829e-29,3.74393898022161e-40,2.664408167468962e-28,2.024484550242561e-30,2.3503832530302064e-54,9.218753443972688e-16,2.2609269329926735e-31,1.6978283030034084e-35,3.71122214677101e-43,2.696211423452689e-60
1.056428605754773e-21,0.06210963536780779,0.0,1.5421822461826287,0.031075110263184432,0.3194096818763475,0.35048479213953493,0.2070122201802093,0.09201819554068891,0.0,5.728926997154975e-63,3.942826593937156e-21,2.8908077321383383e-61,0.0,1.6809493723515046e-103,4.4920336132297465e-41,8.782273068618337e-70,2.0551417159881455e-53,6.719808567876203e-79,2.0920376378433535e-37,1.9486898305555852e-33,2.0171580344616425e-128,7.111553194932552e-29,4.003622894649654e-83,2.0734611650547046e-70,1.270779117329551e-115,3.9428265939385175e-21,8.429154679509791e-91,1.707828268267211e-14,5.837458084418886e-15,3.711794139392465e-15,4.637503405361809e-15,3.841199368592196e-15,1.867986587013754e-15,3.18554344892239e-20,1.0657849504934997e-27,7.111555018800272e-29,2.995222278241585e-39,1.0657849504915482e-27,8.098103073048293e-30,1.9689006805344218e-53,1.8437756969420735e-15,9.043212676315324e-31,1.3581996655708041e-34,5.904572958293605e-42,1.7157460912422873e-58
2.1128715404338987e-21,0.06210963536780779,0.0,1.5421822461825898,0.031075110263184432,0.3194096818763398,0.35048479213953027,0.2070122201802036,0.09201819554067182,0.0,4.583214122221564e-62,7.885706666607866e-21,2.3126827816874895e-60,0.0,7.15433991813804e-102,3.5920205362768034e-40,7.028885305865702e-69,8.220650488839175e-53,5.375931922790065e-78,8.368235677576632e-37,3.897406092266992e-33,6.455056494358964e-127,1.422320284934507e-28,3.202948999031181e-82,2.2252096605148745e-69,5.440575930642986e-114,7.885706666609416e-21,1.348689247908711e-89,3.415679700189122e-14,1.1674995345499385e-14,7.423638623901942e-15,9.27506971173979e-15,7.682450837417207e-15,3.735998510558645e-15,6.371130316849318e-20,4.263183169366708e-27,1.4223210144890176e-28,2.3962062605944313e-38,4.263183169351098e-27,3.2392742731292053e-29,1.7168030009822876e-52,3.687576402031538e-15,3.616778732886142e-30,1.0864203096803686e-33,9.419654023255758e-41,1.094821757968875e-56
4.225757409792151e-21,0.06210963536780779,0.0,1.542182246182512,0.031075110263184432,0.31940968187632435,0.350484792139521,0.20701222018019222,0.09201819554063767,0.0,3.66660030779751e-61,1.577146681194908e-20,1.8501608641249084e-59,0.0,3.4255486700713287e-100,2.87297343184379e-39,5.6279151894695055e-68,3.2882769205868717e-52,4.300779565707489e-77,3.347311296346843e-36,7.794838615689591e-33,2.0656422038915132e-125,2.8446502162844865e-28,2.5623794725970708e-81,2.686457337097155e-68,2.620372354670763e-112,1.577146681194748e-20,2.1579223962040865e-88,6.831382562344341e-14,2.3350069867645996e-14,1.4847327592933216e-14,1.8550202324488172e-14,1.5364953774843278e-14,7.472022357642084e-15,1.2742304687868215e-19,1.7052819412612794e-26,2.844653134517373e-28,1.9169763837451516e-37,1.705281941248791e-26,1.2957163734237702e-28,1.6001070438901233e-51,7.375177812209888e-15,1.4462845239791123e-29,8.688977938557139e-33,1.504625880281983e-39,6.995030565696097e-55
8.451529148508655e-21,0.06210963536780779,0.0,1.5421822461823569,0.031075110263184432,0.31940968187629354,0.35048479213950245,0.2070122201801695,0.09201819554056935,0.0,2.933291850290211e-60,3.154298710263067e-20,1.480134547268241e-58,0.0,1.823312574079183e-98,2.2981208325183085e-38,4.509983256196431e-67,1.3153141132519923e-51,3.440637263747299e-76,1.338927923609372e-35,1.5589703662533938e-32,6.610093654076137e-124,5.689310080854351e-28,2.049911687540382e-80,3.599223020776926e-67,1.4013235248013986e-110,3.154298710260867e-20,3.4526915136463e-87,1.3662788279900375e-13,4.670021891188168e-14,2.9694705531045033e-14,3.710046754995464e-14,3.0729959648799604e-14,1.49440700517836e-14,2.5484655970566187e-19,6.821145112092551e-26,5.6893217538155845e-28,1.5335856571082754e-36,6.82114511199264e-26,5.18287926495482e-28,1.6427379587230101e-50,1.475038063256427e-14,5.781681098184735e-29,6.947308351027765e-32,2.404409027195651e-38,4.471231179988443e-53
1.6903072625941663e-20,0.06210963536780779,0.0,1.5421822461820462,0.031075110263184432,0.3194096818762319,0.3504847921394654,0.207012220180124,0.09201819554043272,0.0,2.3466381218616374e-59,6.30860276839905e-20,1.1841099809040026e-57,0.0,1.0488268500460738e-96,1.8383923632473817e-37,3.6202123694792173e-66,5.261263143046376e-51,2.7525152554311294e-75,5.355718504584894e-35,3.11794337562192e-32,2.1152361455501092e-122,1.1378629817473697e-27,1.6399325937940215e-79,5.199467369247439e-66,8.086176879538988e-109,6.308602768387134e-20,5.524318965640046e-86,2.7325599687994814e-13,9.340051700012285e-14,5.938946140746574e-14,7.420099800076637e-14,6.145997139312898e-14,2.9888165439965165e-14,5.096936869860281e-19,2.728461514234047e-25,1.1378676509378006e-27,1.2268703457171046e-35,2.728461514154117e-25,2.073154814545799e-27,1.8944290348327214e-49,2.950078627326377e-14,2.3099026703453895e-28,5.551633640783216e-31,3.841538828242657e-37,2.8574959129766446e-51
3.3806159580807674e-20,0.06210963536780779,0.0,1.5421822461814252,0.031075110263184432,0.31940968187610863,0.35048479213939115,0.20701222018003304,0.09201819554015947,0.0,1.8773123541424442e-58,1.2617210884669687e-19,9.472889230760468e-57,0.0,6.334592243209412e-95,1.4706703567964459e-36,2.9157247176576517e-65,2.1045065952241557e-50,2.2020143821296105e-74,2.142288763863042e-34,6.235889394357602e-32,6.7687655477932225e-121,2.2757269320630866e-27,1.31194737254669e-78,7.871715223930695e-65,4.8928182053615504e-107,1.2617210884615778e-19,8.838920380075462e-85,5.465122239611322e-13,1.8680111317568454e-13,1.187789731610955e-13,1.4840205890190508e-13,1.2291999486745468e-13,5.97763562159224e-14,1.0193883480523834e-18,1.0913852995603765e-24,2.2757456088366855e-27,9.814970045586056e-35,1.0913852994964482e-24,8.292628309785762e-27,2.4439211393800967e-48,5.900159755462568e-14,9.217509174341202e-28,4.431388414784384e-30,6.132097361436384e-36,1.82455005982857e-49
6.76123334905397e-20,0.06210963536780779,0.0,1.542182246180183,0.031075110263184432,0.31940968187586205,0.3504847921392428,0.20701222017985113,0.09201819553961296,0.0,1.5018506259748823e-57,2.5234427117205614e-19,7.578315155880533e-56,0.0,3.933210946088958e-93,1.1765159935648808e-35,2.3638649289778317e-64,8.418029056886024e-50,1.7616123768195797e-73,8.569157779501865e-34,1.2471781431823488e-31,2.1660065564218446e-119,4.551454844661909e-27,1.0495584170431377e-77,1.223679790648552e-63,3.0410562889732975e-105,2.523442711697752e-19,1.4142280636147076e-83,1.0930246738006804e-12,3.736023055231251e-13,2.3755799667150827e-13,2.9680418070224326e-13,2.458400417587739e-13,1.1955273776621331e-13,2.0387792962075745e-18,4.365542585871195e-24,4.551529551780055e-27,7.851978947965331e-34,4.365542585359535e-24,3.317055401812593e-26,3.440533837686527e-47,1.1800322011720126e-13,3.6694369311758716e-27,3.5293396759862796e-29,9.768252810069839e-35,1.1626201905553686e-47
1.3522468131000376e-19,0.06210963536780779,0.0,1.5421822461776986,0.031075110263184432,0.3194096818753689,0.35048479213894596,0.20701222017948728,0.09201819553851993,0.0,1.2014807978432597e-56,5.046885958225609e-19,6.0626536617880394e-55,0.0,2.478557981850824e-91,9.412001415743134e-35,1.9411471667566582e-63,3.3672121579343185e-49,1.4092902563698923e-72,3.4276636566033775e-33,2.494356550673334e-31,6.931223541163655e-118,9.102910717729112e-27,8.396469450903449e-77,1.9292519329419288e-62,1.9173648428161783e-103,5.046885958131879e-19,2.2627655440187753e-82,2.1860495561884985e-12,7.47204690203275e-13,4.751160437049471e-13,5.936084242951629e-13,4.916801353120836e-13,2.3910550086030116e-13,4.077567696607696e-18,1.7462173117909548e-23,9.10320954624919e-27,6.281584322257471e-33,1.746217311381717e-23,1.3268247903666757e-25,5.129039691039319e-46,2.3600646524175926e-13,1.4539066543084982e-26,2.79855965224243e-28,1.5495053873092717e-33,7.377396510464579e-46
2.704493769489319e-19,0.06210963536780779,0.0,1.54218224617273,0.031075110263184432,0.31940968187438257,0.3504847921383523,0.2070122201787596,0.09201819553633388,0.0,9.611847570982218e-56,1.0093772451227154e-18,4.8501235899829727e-54,0.0,1.5738940551951224e-89,7.5294800687889706e-34,1.6330056814464592e-62,1.34688497019528e-48,1.127432345116369e-71,1.371065571595978e-32,4.988713365646535e-31,2.2179919394679696e-116,1.8205822655341746e-26,6.717176394956489e-76,3.063894500602749e-61,1.2178619169192469e-101,1.009377245084725e-18,3.6204253841973e-81,4.372099251799021e-12,1.4944094595046497e-12,9.502321378222778e-13,1.187216911449975e-12,9.833603215013878e-13,4.782110270225004e-13,8.155170513765648e-18,6.984869801381227e-23,1.8207017969517034e-26,5.025267922219697e-32,6.984869798107417e-23,5.307318933244933e-25,7.905742905062214e-45,4.720129554885026e-13,5.707568454569396e-26,2.1999920208155552e-27,2.4375054236461456e-32,4.642730171648859e-44
5.408987682267882e-19,0.06210963536780779,0.0,1.5421822461627923,0.031075110263184432,0.3194096818724099,0.3504847921371651,0.20701222017730422,0.09201819553196176,0.0,7.689478532052403e-55,2.018754543719606e-18,3.8800992093578495e-53,0.0,1.003329617370396e-87,6.023429326364191e-33,1.4345450981434137e-61,5.3875400947087414e-48,9.019459319012068e-71,5.484262504245911e-32,9.977426995557868e-31,7.097574854480879e-115,3.641164729647993e-26,5.373741448466675e-75,4.8839043245490017e-60,7.764711197335676e-100,2.0187545435666453e-18,5.7926810256615315e-80,8.744198366359636e-12,2.9888189978716994e-12,1.9004643262587587e-12,2.3744338856354923e-12,1.966720690210735e-12,9.56422079242994e-13,1.631048021350224e-17,2.793948030861889e-22,3.641642855337088e-26,4.020214521716402e-31,2.7939480282428497e-22,2.1229431376485048e-24,1.2408403907920579e-43,9.440259359724986e-13,2.2009385744970048e-25,1.7008578424946924e-26,3.7730919313207907e-31,2.875400248296644e-42
8.113481595046443e-19,0.06210963536780779,0.0,1.5421822461528547,0.031075110263184432,0.3194096818704373,0.3504847921359779,0.20701222017584886,0.09201819552758965,0.0,2.2828139793005748e-54,3.028131842313077e-18,1.1519044894732546e-52,0.0,5.721468768597147e-87,1.7881365165579186e-32,4.3461702539273e-61,1.144852283480196e-47,2.6776520282334903e-70,1.1654057957633152e-31,1.4966140625434126e-30,3.395607405283357e-114,5.461747270353103e-26,1.5953295180741759e-74,1.8602417409514689e-59,4.427921455045855e-99,3.028131841987413e-18,2.208459677498547e-79,1.3116297204259837e-11,4.483228536003049e-12,2.850696514897064e-12,3.5616508596969018e-12,2.9500810552508214e-12,1.434633131359582e-12,2.4465893978649737e-17,5.937139633925769e-22,5.462763287454276e-26,1.1495301030934232e-30,5.93713962643129e-22,4.5112769564629615e-24,4.6746288478250976e-43,1.4160389164470042e-12,4.561430970957433e-25,4.769901972380064e-26,1.3670784179504455e-30,1.5863017015069265e-41
1.0817975507825005e-18,0.06210963536780779,0.0,1.542182246142917,0.031075110263184432,0.31940968186846463,0.35048479213479067,0.2070122201743935,0.09201819552321754,0.0,4.9741315605581555e-54,4.03750914090313e-18,2.5099393181695886e-52,0.0,2.2371234656649143e-86,3.8961309147080514e-32,9.735287900018762e-61,1.9529833190344933e-47,5.83446289723291e-70,1.9880451931716343e-31,1.9954854255275312e-30,1.1238289287925299e-113,7.282329887649501e-26,3.476139088993153e-74,5.00207150434625e-59,1.7313739571219476e-98,4.037509140347026e-18,5.942023746203267e-79,1.7488395765499645e-11,5.977638073898698e-12,3.800928703737198e-12,4.748867833634203e-12,3.9334414166216466e-12,1.9128441833722647e-12,3.262141180919759e-17,1.0128061788853951e-21,7.284063093303255e-26,2.424691926650307e-30,1.0128061773046985e-21,7.695743508508827e-24,1.2137444352062585e-42,1.8880518969120194e-12,7.6061931765527075e-25,9.887497666438211e-26,3.418761341563242e-30,5.916713480119474e-41
1.6226963333382128e-18,0.06210963536780779,0.0,1.542182246123042,0.031075110263184432,0.3194096818645194,0.35048479213241623,0.20701222017148274,0.09201819551447334,0.0,1.4438369600678567e-53,6.056263738075209e-18,7.285579853817054e-52,0.0,1.8718583620131494e-85,1.1308664393162695e-31,3.0042762021486645e-60,4.043403912086616e-47,1.693564610691243e-69,4.115995069363272e-31,2.9932281514875366e-30,6.557182904625091e-113,1.0923495301997372e-25,1.0090159534224368e-73,2.021721658570192e-58,1.448730853864855e-97,6.05626373692273e-18,2.403353161252815e-78,2.623259223867429e-11,8.966457149136823e-12,5.701393081891156e-12,7.123301781217532e-12,5.900162130751768e-12,2.8692662871537706e-12,4.893269170538453e-17,2.0968865555688695e-21,1.0927083684167614e-25,6.622585688303831e-30,2.096886551253443e-21,1.593318290749168e-23,4.4421423872982325e-42,2.832077857819776e-12,1.5170060181975987e-24,2.6246315220065106e-25,1.1679078056146065e-29,4.196865074392308e-40
2.163595115893925e-18,0.06210963536780779,0.0,1.5421822461031671,0.031075110263184432,0.31940968186057417,0.3504847921300418,0.207012220168572,0.09201819550572912,0.0,3.1575086033572003e-53,8.075018335234716e-18,1.593274193347312e-51,0.0,7.354225983846903e-85,2.4729832713417736e-31,6.94135666390092e-60,6.876771025600983e-47,3.7036348133284156e-69,7.000229571595728e-31,3.9909708774346455e-30,2.1816540451061075e-112,1.4564660997998742e-25,2.2066040992518128e-73,5.474427256349281e-58,5.691890748263312e-97,8.075018333273551e-18,6.510023018984944e-78,3.497678769447014e-11,1.1955276223508199e-11,7.601857460787343e-12,9.497735728344476e-12,7.866882831388707e-12,3.825688390553179e-12,6.524435428707984e-17,3.56625482381776e-21,1.4570763896218546e-25,1.3856664528462724e-29,3.566254814790137e-21,2.7098370702426755e-23,1.150009617103694e-41,3.776103818692633e-12,2.4908414152253028e-24,5.355608077441749e-25,2.862900453358124e-29,1.5233711251669773e-39
2.7044938984496375e-18,0.06210963536780779,0.0,1.5421822460832921,0.031075110263184432,0.31940968185662894,0.35048479212766737,0.20701222016566123,0.09201819549698491,0.0,5.923915873218791e-53,1.0093772932380751e-17,2.989199310721563e-51,0.0,2.3087736518917768e-84,4.639520903931301e-31,1.3863451244802142e-59,1.0506152268093137e-46,6.948522971153032e-69,1.0694769030272847e-30,4.988713603367934e-30,5.882536060539213e-112,1.8205826995771712e-25,4.13988960701889e-73,1.2295440453935596e-57,1.7869178038503831e-96,1.0093772929383426e-17,1.4624565363941032e-77,4.372098206021738e-11,1.4944095296950907e-11,9.502321840478801e-12,1.1872169674982432e-11,9.833603517568669e-12,4.782110493543199e-12,8.155642688889479e-17,5.448431547000457e-21,1.8215150845255e-25,2.5225528292103838e-29,5.448431530567658e-21,4.1400499681359314e-23,2.5113374457495505e-41,4.7201297795280964e-12,3.672896013135096e-24,9.507468989980638e-25,5.958457131271461e-29,4.467502924499563e-39
3.7862914635610626e-18,0.06210963536780779,0.0,1.542182246043542,0.031075110263184432,0.31940968184873847,0.3504847921229185,0.20701222015983975,0.09201819547949648,0.0,1.6208913109080176e-52,1.4131282126631562e-17,8.178994479589349e-51,0.0,2.100615824203843e-83,1.2693967166947458e-30,4.46110010819166e-59,2.0202958120883715e-46,1.901242480466579e-68,2.056566146496577e-30,6.98419905519219e-30,3.467968078610494e-111,2.5488159915588005e-25,1.1327492213788132e-72,4.766589867849959e-57,1.625836234455499e-95,1.41312821208652e-17,5.671217613600612e-77,6.120936745309633e-11,2.092173344099201e-11,1.3303250602297621e-11,1.6621037566760666e-11,1.376704484564955e-11,6.694954698269357e-12,1.1418182790750415e-16,1.0477140584094113e-20,2.550608934739404e-25,6.660283395480882e-29,1.0477140540711346e-20,7.961308578315894e-23,9.638630609319992e-41,6.608181701084499e-12,6.537898236380931e-24,2.353111886173141e-24,2.0575981081077675e-28,3.4614537248482564e-38
4.868089028672487e-18,0.06210963536780779,0.0,1.5421822460037917,0.031075110263184432,0.319409681840848,0.35048479211816963,0.20701222015401827,0.09201819546200808,0.0,3.417036075852073e-52,1.8168791320827658e-17,1.7242316449200406e-50,0.0,8.718013360307178e-83,2.6759568768913976e-30,1.0723445868636724e-58,3.3132799260689544e-46,4.008050448050209e-68,3.372763181246621e-30,8.97968450696032e-30,1.1697025527564046e-110,3.2770494061058713e-25,2.387973165401654e-72,1.2681660030206772e-56,6.747609679372555e-95,1.8168791311368368e-17,1.5090573085251294e-76,7.869774841871194e-11,2.6899371581261317e-11,1.710417936734673e-11,2.1369905456552862e-11,1.7700486115012976e-11,8.607798901332765e-12,1.4680889423411666e-16,1.718248355236247e-20,3.2799898283021044e-25,1.3808435111612283e-28,1.7182483462425978e-20,1.3056747776577915e-22,2.5574068378163098e-40,8.49623362248903e-12,9.971589814258565e-24,4.609471778607901e-24,5.095445896234911e-28,1.3454440206888659e-37
7.031684158895337e-18,0.06210963536780779,0.0,1.5421822459242913,0.031075110263184432,0.319409681825067,0.3504847921086719,0.20701222014237528,0.09201819542703127,0.0,1.0423019990571875e-51,2.624380970905573e-17,5.259442098756285e-50,0.0,9.121766024861344e-82,8.162061672820396e-30,4.2085396086780385e-58,6.869022445166044e-46,1.2225797157548138e-67,6.992341883019664e-30,1.2970655410328232e-29,8.001898493431133e-110,4.7335166028446725e-25,7.284058900024833e-72,5.683287274483732e-56,7.060159791020233e-94,2.624380968943928e-17,6.763948680857271e-76,1.136744970700252e-10,3.885464785048614e-11,2.4706036907135015e-11,3.086764123017998e-11,2.556736847761223e-11,1.2433487302472043e-11,2.1206802210595527e-16,3.562236445107068e-20,4.739612624465066e-25,4.149035472317052e-28,3.5622364180841545e-20,2.7069966212303375e-22,1.1589203372571858e-39,1.2272337464842538e-11,1.7956709213198978e-23,1.2271480630242056e-23,2.0175864025315424e-27,1.2267346686152056e-36
1.1358874419341037e-17,0.06210963536780779,0.0,1.5421822457652905,0.031075110263184432,0.3194096817935051,0.3504847920896764,0.2070122201190893,0.0920181953570777,0.0,4.5226373939013006e-51,4.2393846484855386e-17,2.282117511060362e-49,0.0,1.9834255516859346e-80,3.54131702385008e-29,2.694852921308998e-57,1.7859574357470585e-45,5.3048778034558356e-67,1.818020698335085e-29,2.0952597216390655e-29,1.0083837127821412e-108,7.64645246688942e-25,3.160615367640837e-71,4.12451439297876e-55,1.5351609821539768e-92,4.2393846433839524e-17,4.909445521365754e-75,1.8362794125343192e-10,6.276520034368096e-11,3.9909752025473434e-11,4.9863112753605336e-11,4.1301132498305844e-11,2.0084864084800592e-11,3.426062585465245e-16,9.261874892712335e-20,7.6623022260477115e-25,1.783803981563335e-27,9.261874776532884e-20,7.0387798937510255e-22,8.66497283149378e-39,1.9824545147727367e-11,3.6453697157600403e-23,4.21334043475279e-23,1.1948337607199498e-26,2.1625476681628007e-35
2.0013254940232437e-17,0.06210963536780779,0.0,1.5421822454472895,0.031075110263184432,0.31940968173038126,0.3504847920516854,0.20701222007251735,0.09201819521717075,0.0,2.556900663900186e-50,7.469392003382883e-17,1.2902098298910498e-48,0.0,6.999468246533434e-79,2.0019298473161148e-28,2.52251327388143e-56,5.535681777493042e-45,2.999145055188801e-66,5.635063778691562e-29,3.691648082582192e-29,1.932217250466598e-107,1.3472330077199027e-24,1.7868731952767013e-70,4.230606011066107e-54,5.417570293074693e-91,7.469391987567408e-17,5.036175178668764e-74,3.235346171454175e-10,1.1058630514905288e-10,7.03171824172023e-11,8.785405570514122e-11,7.276865772169698e-11,3.5387617569658325e-11,6.037626533822926e-16,2.870773446013541e-19,1.35214573526787e-24,1.0044815040260184e-26,2.8707733805915313e-19,2.1820596489333387e-21,9.207906346541782e-38,3.492896050620834e-11,7.720556454191875e-23,1.6632776262733553e-22,8.912396215062034e-26,5.545854963180211e-34
3.732201598201524e-17,0.06210963536780779,0.0,1.5421822448112883,0.031075110263184432,0.3194096816041335,0.3504847919757035,0.20701221997937347,0.09201819493735773,0.0,1.7001548453692848e-49,1.3929406712127212e-16,8.578976537834935e-48,0.0,3.2629293220687155e-77,1.3310363691209348e-27,3.0058831727914958e-55,1.9241580746300316e-44,1.9942155237347295e-65,1.9587024541512993e-28,6.884424803391017e-29,4.71776949987502e-106,2.5124108826677697e-24,1.1881420202737806e-69,5.335923643514122e-53,2.5255036918616054e-89,1.3929406657147963e-16,6.352287034635403e-73,6.033471190332295e-10,2.062285140357264e-10,1.311320438208834e-10,1.6383594122695414e-10,1.3570369689650687e-10,6.599312422017665e-11,1.1263951291977237e-15,9.978575494081152e-19,2.529487125049082e-24,6.670127325386454e-26,9.97857505965497e-19,7.587110191863748e-21,1.1932433630093385e-36,6.513779119401555e-11,1.617816468078259e-22,6.843092811051902e-22,7.209476820609611e-25,1.6604919270110828e-32
7.193953806558083e-17,0.06210963536780779,0.0,1.5421822435392891,0.031075110263184432,0.3194096813516381,0.3504847918237396,0.2070122197930858,0.09201819437773509,0.0,1.2364325672599635e-48,2.684943612541445e-16,6.239049930855023e-47,0.0,1.7717649627850445e-75,9.679393851949142e-27,4.11635079402975e-54,7.147916708590988e-44,1.4502873226400451e-64,7.276243160717548e-28,1.3269978240698954e-28,1.3136344162619487e-104,4.842776044102494e-24,8.640727589321872e-69,7.545436269356777e-52,1.3713455307924125e-87,2.684943592116368e-16,8.982906736402516e-72,1.1629687232450964e-09,3.9751292891279426e-10,2.52761769109197e-10,3.1579971074554573e-10,2.615737301582752e-10,1.2720413624442545e-10,2.1729388136382087e-15,3.7068693080757625e-18,4.906211351104214e-24,4.848930904060087e-25,3.706868992264375e-18,2.820307083639023e-20,1.7157910129677295e-35,1.255554524530114e-10,3.315253802393779e-22,2.808332663759788e-21,5.90261005875714e-24,5.229253626980798e-31
