Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34)
4.92304767290521e-22,0.06662394546715897,0.0,1.6542725659495383,0.031075110263184432,0.3194096818763515,0.3504847921395373,0.20701222018021223,0.09201819554069775,0.0,8.945329369354125e-62,1.2590788249531844e-20,6.711833695248018e-60,0.0,8.116752972992816e-102,8.076487918219734e-42,4.216564107937012e-68,5.576351701900167e-52,1.6937197571372212e-76,4.875773199365911e-37,4.947239168754604e-32,1.2473857566204475e-124,1.1865039916352647e-27,2.3328381323184143e-80,7.094639937889566e-69,4.285591450820741e-113,1.259078824958041e-20,4.728925011068487e-89,8.242781181896752e-15,2.817431385746358e-15,1.7915011269215948e-15,2.23827691039821e-15,1.8539431895707245e-15,9.015780434389923e-16,3.0352481842404e-20,4.106204237508635e-28,1.1865040196089575e-27,7.307398423067401e-40,4.106204237504537e-28,3.6172955706367276e-30,1.7322654518850412e-53,8.898927309999311e-16,8.29505830226606e-31
9.846228895648277e-22,0.06662394546715897,0.0,1.6542725659495197,0.031075110263184432,0.3194096818763478,0.3504847921395351,0.20701222018020948,0.0920181955406895,0.0,7.156489983323647e-61,2.518191805531916e-20,5.369636894002157e-59,0.0,2.683238065154708e-100,6.292617960363858e-41,3.37348841438012e-67,2.2305860622649708e-51,1.3550186891918627e-75,1.9503489597983996e-36,9.894612543601104e-32,3.991820910880873e-123,2.373040170173716e-27,1.8663295712472407e-79,5.873124682623596e-68,1.4183792279251903e-111,2.5181918055414487e-20,7.566554912787043e-88,1.6485785968108688e-14,5.634939201281357e-15,3.583050852741819e-15,4.476614539589419e-15,3.707936671908372e-15,1.803180544410665e-15,6.070578788659366e-20,1.6425151121429392e-27,2.373040282070768e-27,5.846057499436229e-39,1.6425151121396593e-27,1.446947683219907e-29,1.3975179094503883e-52,1.7798096025399535e-15,3.3180908278087046e-30
1.969259134113441e-21,0.06662394546715897,0.0,1.6542725659494821,0.031075110263184432,0.31940968187634033,0.3504847921395306,0.207012220180204,0.09201819554067302,0.0,5.725282583177387e-60,5.0364177666893473e-20,4.29577749148227e-58,0.0,9.135510671812586e-99,4.966663359579651e-40,2.699074058696251e-66,8.922435012876876e-51,1.084032105009535e-74,7.801475200003812e-36,1.9789359293293842e-31,1.2774125306309407e-121,4.746112527398782e-27,1.4930872835173284e-78,5.014204072578048e-67,4.8393042615722245e-110,5.0364177667076894e-20,1.2106707781022984e-86,3.297179553603112e-14,1.1269954832344268e-14,7.166150304388231e-15,8.953289797968252e-15,7.41592363650859e-15,3.606385546352689e-15,1.2141240242206006e-19,6.570127283439619e-27,4.746112974991548e-27,4.6769015046738226e-38,6.57012728341338e-27,5.787849743324449e-29,1.1366910226456872e-51,3.5596433456198646e-15,1.3272498326240534e-29
3.9385316232106675e-21,0.06662394546715897,0.0,1.654272565949407,0.031075110263184432,0.31940968187632546,0.35048479213952166,0.20701222018019302,0.09201819554064004,0.0,4.580262305425658e-59,1.0072869689004082e-19,3.436649184100367e-57,0.0,3.2747443391129055e-97,3.946357872379904e-39,2.159674138803137e-65,3.5689921579943735e-50,8.672325455228694e-74,3.120605952234006e-35,3.957885279267827e-31,4.087767841297136e-120,9.49225724244156e-27,1.1944792774944329e-77,4.5164277613686154e-66,1.7408522256309578e-108,1.0072869689037869e-19,1.937090838788704e-85,6.594381465387028e-14,2.2539986094441743e-14,1.433234920770491e-14,1.790664031471158e-14,1.4831897565408715e-14,7.212795550231445e-15,2.4282564128134103e-19,2.6280642804041023e-26,9.492259032821743e-27,3.7415434059225353e-37,2.628064280383111e-26,2.3151517794634065e-28,9.39214657232747e-51,7.119310831779156e-15,5.309026333617038e-29
7.87707660140512e-21,0.06662394546715897,0.0,1.6542725659492572,0.031075110263184432,0.3194096818762957,0.35048479213950373,0.20701222018017107,0.0920181955405741,0.0,3.6642243399491226e-58,2.0145773533633034e-19,2.7493302239994166e-56,0.0,1.2727900840590856e-95,3.146297089446712e-38,1.728387765212073e-64,1.4276004937741012e-49,6.937887810348447e-73,1.2482455553470033e-34,7.915783979144292e-31,1.3080933481905187e-118,1.898454667489771e-26,9.555872022821716e-77,4.4212204465654076e-65,6.801223506815258e-107,2.0145773533689023e-19,3.0993594171934647e-84,1.3188785281752568e-13,4.508004861852329e-14,2.866474701443369e-14,3.581334134814086e-14,2.966384542200774e-14,1.4425615557967814e-14,4.856521581532961e-19,1.0512283855693982e-25,1.8984553836436683e-26,2.9932436056176067e-36,1.0512283855526072e-25,9.260631522111338e-28,7.991423190900232e-50,1.4238645804095616e-14,2.1236159340826038e-28
1.5754166557794026e-20,0.06662394546715897,0.0,1.6542725659489574,0.031075110263184432,0.3194096818762362,0.3504847921394679,0.20701222018012716,0.0920181955404422,0.0,2.931385270213479e-57,4.029158122288888e-19,2.1994685303943804e-55,0.0,5.512089366890503e-94,2.5127219717322478e-37,1.383741589703311e-63,5.71040923625357e-49,5.550321226764847e-72,4.992988570300603e-34,1.5831581378895545e-30,4.1859109366100576e-117,3.7969125549292367e-26,7.644712739431272e-76,4.829891550036232e-64,2.963899171334986e-105,4.0291581222954524e-19,4.958986327641925e-83,2.6377592885674484e-13,9.016017366623281e-14,5.732954262827291e-14,7.162674341476996e-14,5.932774113040089e-14,2.885125557335595e-14,9.713053485107783e-19,4.204918889068364e-25,3.7969154195484765e-26,2.39459843681428e-35,4.2049188889339525e-25,3.704258001651766e-27,7.157434648316639e-49,2.847731574872004e-14,8.494474537610846e-28
3.1508346470571835e-20,0.06662394546715897,0.0,1.654272565948358,0.031075110263184432,0.3194096818761172,0.3504847921393963,0.20701222018003934,0.09201819554017843,0.0,2.3451105354741596e-56,8.058319660139235e-19,1.7595765655933436e-54,0.0,2.6849286546765784e-92,2.008451294209766e-36,1.1086410161566381e-62,2.2841651467307777e-48,4.4402613728086315e-71,1.9971966979024436e-33,3.166317617839133e-30,1.3394934553017808e-115,7.593828333601111e-26,6.115776240017769e-75,5.932573553600595e-63,1.4524510243400756e-103,8.058319660133826e-19,7.934387132339184e-82,5.275520797828167e-13,1.803204237598374e-13,1.1465913385747796e-13,1.432535475471103e-13,1.1865553252796753e-13,5.770253560379382e-14,1.942612355680026e-18,1.6819686249613245e-24,7.593839792085368e-26,1.9156801703206411e-34,1.6819686248539673e-24,1.4817046887830224e-26,6.948808112711685e-48,5.695465563793489e-14,3.397791975299097e-27
6.301670629612746e-20,0.06662394546715897,0.0,1.6542725659471589,0.031075110263184432,0.31940968187587915,0.35048479213925304,0.20701222017986373,0.09201819553965088,0.0,1.8760893561003066e-55,1.6116642735836633e-18,1.407661950263327e-53,0.0,1.4486551188836063e-90,1.6060705215161535e-35,8.895482200907746e-62,9.136663491359481e-48,3.552210854803667e-70,7.98878933116671e-33,6.332636577735603e-30,4.286382185902158e-114,1.5187659906116634e-25,4.892623411400644e-74,8.055913746617092e-62,7.873461761228959e-102,1.6116642735751673e-18,1.2695026618219938e-80,1.0551043770254944e-12,3.60640923939789e-13,2.2931831632199465e-13,2.865071558081195e-13,2.373111152462223e-13,1.1540509566331594e-13,3.885228875835623e-18,6.727876638318318e-24,1.5187705740068269e-25,1.5325447045076671e-33,6.727876637457466e-24,5.926825007860001e-26,7.515617777223416e-47,1.139093354162286e-13,1.359117222168686e-26
1.260334259472387e-19,0.06662394546715897,0.0,1.6542725659447606,0.031075110263184432,0.3194096818754031,0.35048479213896655,0.2070122201795125,0.09201819553859576,0.0,1.5008718559674246e-54,3.2233288887218256e-18,1.1261298413696842e-52,0.0,8.408354476800974e-89,1.28458021166473e-34,7.158548339911234e-61,3.654665977412639e-47,2.841769386709438e-69,3.195516240371603e-32,1.2665274497517803e-29,1.371642800231016e-112,3.0375323111834785e-25,3.914099697210882e-73,1.1740498203978856e-60,4.583903181759796e-100,3.223328888675176e-18,2.0312048354274918e-79,2.110208953072987e-12,7.212819242706625e-13,4.586366812754542e-13,5.73014372315452e-13,4.746222803752175e-13,2.308102157769457e-13,7.770471939415002e-18,2.691151082864154e-23,3.0375506447670505e-25,1.226035990753462e-32,2.6911510821762097e-23,2.370733874875824e-25,9.143006144091715e-46,2.2781869497227213e-13,5.436469752756769e-26
2.520668652494612e-19,0.06662394546715897,0.0,1.6542725659399642,0.031075110263184432,0.319409681874451,0.3504847921383935,0.20701222017881007,0.09201819553648555,0.0,1.2006976332067477e-53,6.44665811899288e-18,9.009039888289632e-52,0.0,5.105174489428393e-87,1.0275536872849541e-33,5.794297224437722e-60,1.461866507124027e-46,2.2734157904325402e-68,1.2782065977244003e-31,2.5330550337039225e-29,4.389257761779037e-111,6.075064976601951e-25,3.1312801448924437e-72,1.7865625837909291e-59,2.7880620199600066e-98,6.446658118780949e-18,3.2499281978758993e-78,4.220418031416521e-12,1.4425639248162885e-12,9.172734112800786e-13,1.1460288052713733e-12,9.49244609403151e-13,4.616204559825472e-13,1.554099815964466e-17,1.0764605185270673e-22,6.075138310942076e-25,9.808288832154812e-32,1.076460517976785e-22,9.482964212455415e-25,1.2323223137472616e-44,4.556374140821834e-13,2.174588073906171e-25
5.041337438539062e-19,0.06662394546715897,0.0,1.6542725659303714,0.031075110263184432,0.3194096818725468,0.3504847921372475,0.2070122201774052,0.09201819553226512,0.0,9.605581659351951e-53,1.2893316579513911e-17,7.207232425878084e-51,0.0,3.178936492928207e-85,8.219987573220458e-33,4.743370833882371e-59,5.8474662606956064e-46,1.81873274475307e-67,5.112826594007276e-31,5.066110201591016e-29,1.4045626119153827e-109,1.2150130404538266e-24,2.5050242707373345e-71,2.7849664206639277e-58,1.7377561569460681e-96,1.2893316578615526e-17,5.199885485496754e-77,8.440835893097808e-12,2.885127925443059e-12,1.8345468716801477e-12,2.2920576709482417e-12,1.8984892625387905e-12,9.23240936307118e-13,3.108221097237294e-17,4.305842243863249e-22,1.2150423741910426e-24,7.8466314242367184e-31,4.305842239461063e-22,3.7932082031619166e-24,1.7872687328219158e-43,9.112748522933035e-13,8.698352641127995e-25
7.562006224583512e-19,0.06662394546715897,0.0,1.6542725659207786,0.031075110263184432,0.3194096818706426,0.35048479213610145,0.20701222017600032,0.09201819552804469,0.0,2.8516571052096624e-52,1.9339975040013862e-17,2.1396471757917383e-50,0.0,1.8049859675713256e-84,2.440271523729533e-32,1.376882311598983e-58,1.242586594894001e-45,5.399362930655932e-67,1.0864756639161924e-30,7.59916536946092e-29,6.719680043263454e-109,1.8225195929573944e-24,7.436790934145158e-71,1.0547597641525322e-57,9.86865680382293e-96,1.9339975038073128e-17,1.9824563740785056e-76,1.2661253459773332e-11,4.3276919256053476e-12,2.7518203324710376e-12,3.4380865363901356e-12,2.8477339107542025e-12,1.384861416545057e-12,4.6623584157355534e-17,9.149914873207372e-22,1.8225819271497067e-24,2.243646198729266e-30,9.149914860584483e-22,8.060600378114059e-24,6.6113671376368534e-43,1.366912290495721e-12,1.8483999578210556e-24
1.0082675010627963e-18,0.06662394546715897,0.0,1.6542725659111859,0.031075110263184432,0.3194096818687384,0.3504847921349554,0.20701222017459545,0.09201819552382426,0.0,6.213610804705573e-52,2.5786633500492732e-17,4.66217865503597e-50,0.0,7.033230002517454e-84,5.317178790998303e-32,2.952082566857588e-58,2.1197065571724003e-45,1.1764927761883447e-66,1.8533996733151727e-30,1.0132220537313634e-28,2.2239823180381084e-108,2.430026155170899e-24,1.6204376191066394e-70,2.825686845458565e-57,3.8459285673842913e-95,2.5786633497153765e-17,5.333945179340837e-76,1.6881670731443118e-11,5.770255925303154e-12,3.669093793652747e-12,4.584115401597056e-12,3.796978554049387e-12,1.846481896696364e-12,6.216511771457778e-17,1.5608678405633264e-21,2.4301324899701988e-24,4.732499661818508e-30,1.5608678379012231e-21,1.375048762473592e-23,1.6977138654330787e-42,1.8225497286894355e-12,3.1531528885053688e-24
1.5124012582716862e-18,0.06662394546715897,0.0,1.6542725658920003,0.031075110263184432,0.3194096818649301,0.35048479213266337,0.2070122201717857,0.0920181955153834,0.0,1.803619551692409e-51,3.8679950421401e-17,1.3532866704372436e-49,0.0,5.8519944616246605e-83,1.5433996414274462e-31,8.35387188372387e-58,4.3885832010089286e-45,3.41499562858515e-66,3.837228621930431e-30,1.5198330872978714e-28,1.297622658916131e-107,3.6450393023865366e-24,4.703630568453396e-70,1.1370726125825098e-56,3.200748373119257e-94,3.86799504144303e-17,2.1574053817663085e-75,2.532250458242235e-11,8.655383923608657e-12,5.503640716933399e-12,6.876173131459425e-12,5.695467829092282e-12,2.7697228567956584e-12,9.324856121280462e-17,3.231578615856763e-21,3.64525945508282e-24,1.2925924396432137e-29,3.2315786085963854e-21,2.846881649335738e-23,6.138829972970229e-42,2.7338246050564404e-12,6.528202571314261e-24
2.0165350154805762e-18,0.06662394546715897,0.0,1.6542725658728148,0.031075110263184432,0.31940968186112173,0.3504847921303713,0.20701222016897594,0.09201819550694254,0.0,3.9443125568592706e-51,5.157326734223175e-17,2.9594853619366176e-49,0.0,2.2946027342358955e-82,3.375224818439445e-31,1.8031143299097666e-57,7.463830588379042e-45,7.468210314544302e-66,6.526120857667088e-30,2.026444120858058e-28,4.317347499626228e-107,4.8600524853090734e-24,1.0286309602593278e-69,3.0725505345880175e-56,1.2551367608353945e-93,5.157326733032059e-17,5.843818096724478e-75,3.3763337348560425e-11,1.1540511920206093e-11,7.338187641651237e-12,9.168230860457707e-12,7.593957086041745e-12,3.692963816576376e-12,1.243325944568328e-16,5.496068824546735e-21,4.8604269073841206e-24,2.7045357584300325e-29,5.49606880936401e-21,4.8418289020011514e-23,1.5777764105639626e-41,3.645099481391443e-12,1.1102762738696009e-23
2.5206687726894664e-18,0.06662394546715897,0.0,1.6542725658536293,0.031075110263184432,0.3194096818573134,0.35048479212807926,0.2070122201661662,0.09201819549850168,0.0,7.400067173111134e-51,6.446658426297945e-17,5.5523973796643625e-49,0.0,7.192954837341781e-82,6.332361453954911e-31,3.385849083035962e-57,1.140304662944404e-44,1.4011378964970711e-65,9.970438043866482e-30,2.5330551544114715e-28,1.1641145582235992e-106,6.0750657064890054e-24,1.929851676944182e-69,6.89159246969828e-56,3.9347561904337645e-93,6.446658424472559e-17,1.3127956611090716e-74,4.2204168952368837e-11,1.4425639914973463e-11,9.172734567908917e-12,1.1460288588530188e-11,9.492446323605392e-12,4.616204776015762e-12,1.5541725957126447e-16,8.39675128271156e-21,6.0756377388161455e-24,4.923504003994282e-29,8.39675125507959e-21,7.397265643742537e-23,3.426266723062284e-41,4.556374357692157e-12,1.6962512710909659e-23
3.528936287107246e-18,0.06662394546715897,0.0,1.654272565815258,0.031075110263184432,0.31940968184969665,0.3504847921234951,0.20701222016054666,0.09201819548161995,0.0,2.024793200603048e-50,9.025321810422045e-17,1.5192371225947725e-48,0.0,6.525858321518918e-81,1.7326424494014764e-30,9.61410416321536e-57,2.1927654161834836e-44,3.833768558506188e-65,1.917279867264468e-29,3.546277221497554e-28,6.862876972710735e-106,8.505092266024157e-24,5.280425788315328e-69,2.6667603839162022e-55,3.570260291761551e-92,9.025321806898646e-17,5.090852063684033e-74,5.908582859998679e-11,2.0195895898903034e-11,1.2841828425140533e-11,1.6044404041839577e-11,1.3289424739357521e-11,6.462686693849096e-12,2.1758852510110105e-16,1.614665484326177e-20,8.50619226389722e-24,1.2999502559953435e-28,1.614665477032589e-20,1.4224880779071473e-22,1.3021193229254272e-40,6.3789241101885645e-12,3.261831022390344e-23
4.537203801525026e-18,0.06662394546715897,0.0,1.6542725657768866,0.031075110263184432,0.3194096818420799,0.3504847921189109,0.20701222015492712,0.09201819546473824,0.0,4.2685103967446197e-50,1.1603985194512417e-16,3.202736755498508e-48,0.0,2.7058679585535284e-80,3.652613309024968e-30,2.117439104448907e-56,3.5961296323951276e-44,8.082050525297901e-65,3.144334042199235e-29,4.559499288556127e-28,2.3147631500111172e-105,1.0935118980942862e-23,1.1131779961406738e-68,7.088837856952774e-55,1.4804226139438377e-91,1.1603985188721483e-16,1.3546275309396131e-73,7.596748352676998e-11,2.596615187539972e-11,1.6510922288626266e-11,2.062851949138878e-11,1.7086403076373564e-11,8.3091686102961e-12,2.797623569900771e-16,2.6480472320307004e-20,1.0936922974620283e-23,2.69512236794629e-28,2.6480472169118756e-20,2.3329088919266106e-22,3.4374537127626336e-40,8.201473862545709e-12,5.349394472113946e-23
6.553738830360586e-18,0.06662394546715897,0.0,1.6542725657001445,0.031075110263184432,0.3194096818268464,0.35048479210974265,0.20701222014368806,0.09201819543097482,0.0,1.302028079530507e-49,1.6761311962591968e-16,9.769341108824752e-48,0.0,2.827489643315769e-79,1.1141577072329805e-29,7.193183412411092e-56,7.455420523497692e-44,2.4652761141043402e-64,6.518767383309509e-29,6.585943422590756e-28,1.583522214112797e-104,1.5795172876865423e-23,3.395538194226975e-68,3.1736515454448563e-54,1.5470486027211825e-90,1.6761311950557663e-16,6.071758209068455e-73,1.0973077921982905e-10,3.7506663806097576e-11,2.3849110034357448e-11,2.979675037920822e-11,2.4680359514230592e-11,1.2002132439031695e-11,4.041177187587132e-16,5.489875969825351e-20,1.579891287871782e-23,8.098063403445387e-28,5.489875924398851e-20,4.836680914521975e-22,1.5477564817713632e-39,1.1846573366842259e-11,1.109025241468999e-22
1.0586808888031705e-17,0.06662394546715897,0.0,1.6542725655466597,0.031075110263184432,0.31940968179637946,0.3504847920914061,0.20701222012120996,0.09201819536344803,0.0,5.6496110395397075e-49,2.7075965498346335e-16,4.239001019975771e-47,0.0,6.141951539597109e-78,4.8344156678520603e-29,3.838410122194659e-55,1.9384219264305017e-43,1.0697043610729237e-63,1.6948905286425221e-28,1.0638831690329956e-27,1.995523950761809e-103,2.5515282533036625e-23,1.4733530227196704e-67,2.3012712524850383e-53,3.360682442866477e-89,2.707596546699209e-16,4.4070361194458637e-72,1.7725731396440384e-10,6.058768757831191e-11,3.8525485600858155e-11,4.813321210973157e-11,3.986827144525187e-11,1.938806007986939e-11,6.528592339872115e-16,1.4273770189562887e-19,2.552500660101149e-23,3.4816182770978204e-27,1.4273769994262461e-19,1.2576236601431939e-21,1.150817373264332e-38,1.9136772373764435e-11,2.8834843569830325e-22
1.8652949003373945e-17,0.06662394546715897,0.0,1.6542725652396906,0.031075110263184432,0.31940968173544554,0.350484792054733,0.20701222007625372,0.09201819522839469,0.0,3.1940420952881636e-48,4.770527256823617e-16,2.396545652817579e-46,0.0,2.1661563953699216e-76,2.7331627022758978e-28,3.0079749808352484e-54,6.008254575915121e-43,6.047638916303268e-63,5.253414460939553e-28,1.8744608224488122e-27,3.8237287577458866e-102,4.495550930262187e-23,8.329691269759042e-67,2.3591652834785527e-52,1.1852830870344544e-87,4.770527247090951e-16,4.520796863935838e-71,3.123101568896011e-10,1.0674973476601798e-10,6.787823703401068e-11,8.480613539031766e-11,7.024409152855484e-11,3.4159915295011314e-11,1.1504654299426918e-15,4.424240324801343e-19,4.4985649632290493e-23,1.9605411776435797e-26,4.424240214825327e-19,3.8985821712260326e-21,1.2185697659326815e-37,3.371717038092514e-11,8.937532047452451e-22
3.478522923405843e-17,0.06662394546715897,0.0,1.6542725646257532,0.031075110263184432,0.31940968161357775,0.3504847919813867,0.20701221998634134,0.0920181949582889,0.0,2.1238080232595508e-47,8.896388670154014e-16,1.5935310322143325e-45,0.0,1.0094467294245987e-74,1.817355011937027e-27,3.118375027084273e-53,2.0884205455477694e-42,4.02124445035941e-62,1.8260442475360073e-27,3.495616128752352e-27,9.336150427758579e-101,8.383599267073747e-23,5.538644958022554e-66,2.974592371503107e-51,5.5235966814700364e-86,8.896388636293857e-16,5.702224066312337e-70,5.824149364878145e-10,1.9907382771454116e-10,1.2658374110092128e-10,1.5815198122964813e-10,1.309957165802195e-10,6.370362545916161e-11,2.1461704814040275e-15,1.5378300239897395e-18,8.39407580113511e-23,1.3018715818316141e-25,1.5378299509615814e-18,1.35546923511357e-20,1.5760554704586046e-36,6.287796636851201e-11,3.1066136317573395e-21
6.704978969542739e-17,0.06662394546715897,0.0,1.6542725633978823,0.031075110263184432,0.31940968136984216,0.3504847918346942,0.20701221980651655,0.092018194418081,0.0,1.5445330840114893e-46,1.7148111494224542e-15,1.158891766771025e-44,0.0,5.48027317950689e-73,1.3216655431341224e-26,3.893581487075813e-52,7.758123571879162e-42,2.9244380952548497e-61,6.78344071087508e-27,6.73792673924706e-27,2.599594685190859e-99,1.6159707872269087e-22,4.027963112235816e-65,4.2055971535904997e-50,2.998776628658992e-84,1.7148111368377398e-15,8.063638607922362e-69,1.1226208706999184e-09,3.8372200790403507e-10,2.439947540371785e-10,3.0484367002094366e-10,2.524989062238424e-10,1.227910447229286e-10,4.139551205493293e-15,5.7127742245821305e-18,1.6198626396598673e-22,9.464115156333596e-25,5.7127736936949376e-18,5.0379737754994045e-20,2.263976275936894e-35,1.2119955823674785e-10,1.1540535996670403e-20
1.3157891061816532e-16,0.06662394546715897,0.0,1.654272560942155,0.031075110263184432,0.3194096808823709,0.3504847915413092,0.20701221944686723,0.09201819333767966,0.0,1.1772463592551888e-45,3.3651557132004525e-15,8.833113394337011e-44,0.0,3.225012799184172e-71,1.0073761287487403e-25,5.445099868206682e-51,2.9875580071857403e-41,2.2290128542087596e-60,2.6122196314826375e-26,1.3222547951787004e-26,7.751849114495666e-98,3.1711972808946712e-22,3.0701219383028494e-64,6.317372760149626e-49,1.7647170972629095e-82,3.3651556647255403e-15,1.211392886587372e-67,2.2030182393684502e-09,7.530183454528186e-10,4.788167991195673e-10,5.982270360540766e-10,4.955050436725055e-10,2.409658789923292e-10,8.13419500945311e-15,2.199919010315135e-17,3.186184326124687e-22,7.212803854720324e-24,2.1999186057147096e-17,1.942096062113096e-19,3.4310411392890338e-34,2.3784274154546934e-10,4.4441185436230004e-20
1.9610803154090324e-16,0.06662394546715897,0.0,1.654272558486447,0.031075110263184432,0.3194096803948997,0.35048479124792414,0.20701221908721826,0.09201819225729763,0.0,3.688776662528316e-45,5.015500275596975e-15,2.767766372761738e-43,0.0,2.2660062985677105e-70,3.1565063401352665e-25,2.31457987857999e-50,6.636377004550754e-41,6.984375468806161e-60,5.802623518096609e-26,1.9707169153060991e-26,4.345345116879143e-97,4.7264301380674605e-22,9.619901613234408e-64,2.74369988366505e-48,1.239952718015772e-81,5.015500167908133e-15,5.2613605926755454e-67,3.283396275265456e-09,1.1223146525613355e-09,7.136388698152934e-10,8.916103866879355e-10,7.385108586700249e-10,3.5914070758421977e-10,1.2139348453435065e-14,4.8867641381354633e-17,4.7597214355111915e-22,2.2600117591854952e-23,4.886762870387574e-17,4.3178024842978797e-19,1.4351784344804944e-33,3.544859242838593e-10,9.871890725571041e-20
2.6063715246364116e-16,0.06662394546715897,0.0,1.6542725560307592,0.031075110263184432,0.3194096799074286,0.3504847909545392,0.20701221872756956,0.09201819117693494,0.0,8.360036684608792e-45,6.665844836612021e-15,6.272719467814318e-43,0.0,1.0010862916280145e-69,7.153729354997521e-25,6.619770349555729e-50,1.1722269308575414e-40,1.5828997102913373e-59,1.024955570808828e-25,2.619179034306903e-26,1.5569168672280762e-96,6.281669358745521e-22,2.180200584093271e-63,7.944187073031325e-48,5.47792139484949e-81,6.6658446463855184e-15,1.5234149459292698e-66,4.363754978720414e-09,1.4916109292295933e-09,9.484609661245968e-10,1.1849937219225246e-09,9.815163512168141e-10,4.773155304986021e-10,1.61550113033261e-14,8.631812650053998e-17,6.340473967598039e-22,5.121926407808513e-23,8.631809776922413e-17,7.633260180211023e-19,4.031916871729497e-33,4.711291064519207e-10,1.7437370100611917e-19
3.251662733863791e-16,0.06662394546715897,0.0,1.6542725535750906,0.031075110263184432,0.3194096794199574,0.35048479066115423,0.20701221836792122,0.09201819009659158,0.0,1.5884725783147006e-44,8.316189396245592e-15,1.1918676322158901e-42,0.0,3.3729817159165423e-69,1.3592647935918666e-24,1.5216756318495671e-49,1.8245234890790046e-40,3.00763367124156e-59,1.595301618974808e-25,3.2676411521811117e-26,4.343595493786387e-96,7.836914942929163e-22,4.142552206021754e-63,1.8408949994441418e-47,1.8456887601404982e-80,8.316189100157699e-15,3.5302258803341744e-66,5.444094350073759e-09,1.8609071754576e-09,1.183283088047726e-09,1.478377041757848e-09,1.2245215213132983e-09,5.95490347735478e-10,2.0181183317195228e-14,1.3435064394956553e-16,7.928441922224759e-22,9.732026975506884e-23,1.343505893580097e-16,1.1890891951125026e-18,9.139574856676331e-33,5.877722880496564e-10,2.7140556642579946e-19
4.54224515231855e-16,0.06662394546715897,0.0,1.654272548663813,0.031075110263184432,0.31940967844501517,0.3504847900743843,0.20701221764862549,0.09201818793596288,0.0,4.206662349085316e-44,1.1616878511368304e-14,3.156364999090268e-42,0.0,2.3403722488972576e-68,3.599664768110025e-24,5.446941812116108e-49,3.56023858045208e-40,7.964946630042091e-59,3.1129522002397854e-25,4.564565384549752e-26,2.1505622656485627e-95,1.094742520181444e-21,1.097048737970046e-62,6.655214422724268e-47,1.2806477602012367e-79,1.1616877933586446e-14,1.276266261863062e-65,7.60471509773766e-09,2.599499576592887e-09,1.6529274087363816e-09,2.065143635230713e-09,1.71053089415692e-09,8.318399651767161e-10,2.8265053939967022e-14,2.6216177038327673e-16,1.1126024098604685e-21,2.577269193575182e-22,2.621616258120317e-16,2.324166116783303e-18,3.205559816321495e-32,8.210586495341614e-10,5.29600511604646e-19
5.832827570773309e-16,0.06662394546715897,0.0,1.6542725437526138,0.031075110263184432,0.3194096774700729,0.35048478948761447,0.20701221692933106,0.0920181857754115,0.0,8.779841890727315e-44,1.4917567620965115e-14,6.587755770233009e-42,0.0,9.363404619614168e-68,7.512961405509546e-24,1.4255521372979328e-48,5.870782956070181e-40,1.6623861435781874e-58,5.133214089998506e-25,5.861489612412027e-26,7.014422907618943e-95,1.4057960914725984e-21,2.2896809050197444e-62,1.7516641548433578e-46,5.123640753484424e-79,1.4917566668194388e-14,3.359180546125794e-65,9.765258520987031e-09,3.3380918559672542e-09,2.122571831883253e-09,2.651910167106566e-09,2.196538977204286e-09,1.068189559907947e-09,3.63909583817061e-14,4.3230100888091794e-16,1.4352467963581278e-21,5.37908198292372e-22,4.3230070714273245e-16,3.838954177244356e-18,8.28301304841943e-32,1.0543450087373974e-09,8.733037413376633e-19
7.123409989228068e-16,0.06662394546715897,0.0,1.6542725388414932,0.031075110263184432,0.3194096764951307,0.35048478890084467,0.20701221621003793,0.09201818361493745,0.0,1.5893789330053696e-43,1.821825672503602e-14,1.1925579104308555e-41,0.0,2.8833277357386696e-67,1.360040925292401e-23,3.103155130700478e-48,8.75615659697805e-40,3.0093497638411016e-58,7.6560872828082265e-25,7.158413835767945e-26,1.8256063087080494e-94,1.7168522081666644e-21,4.144915859295831e-62,3.8273103887347e-46,1.5777528598629597e-78,1.8218255303981534e-14,7.339700446213565e-65,1.1925724622695735e-08,4.076684013580767e-09,2.592216357490438e-09,3.23867663738544e-09,2.682545770458971e-09,1.304539131929185e-09,4.4558894600038583e-14,6.447683470563734e-16,1.760777351605472e-21,9.737524119027886e-22,6.447678008325607e-16,5.7354990730778276e-18,1.7899521024395025e-31,1.2876313656593893e-09,1.302515254171615e-18
