Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549)
4.121871881388335e-23,0.12990822726252158,0.0,0.003225621282928408,0.031075110263184432,0.319409681876355,0.35048479213953926,0.20701222018021495,0.09201819554070598,1.040326808182693e-114,1.7127447916746798e-51,1.2315929850635596e-16,7.464856711949291e-48,4.34738660010798e-81,7.283803031101436e-83,1.165626162135804e-33,4.11729492667002e-57,1.303197887872433e-38,6.241917688816823e-59,2.160090863820949e-35,4.869287381710134e-22,2.062739996207296e-95,2.4251822502918113e-18,1.3191880497091205e-59,1.5689324060799295e-52,3.69992166654707e-89,1.2315978683795039e-16,2.2878151216190576e-75,9.636900444627694e-19,3.29394959936953e-19,2.31207412835948e-19,2.6168414853400623e-19,2.1675045779259374e-19,1.0540638718213821e-19,5.3041884829554736e-20,1.4824637118724737e-31,2.0328976903394505e-16,5.224224906559736e-43,5.521991770724799e-31,6.174032316181954e-31,2.016732161170493e-16,1.0404021974101462e-19,1.5902572609153692e-43,3.4526884507424743e-53,8.016836875162289e-19,7.412530826137369e-20,4.462940556398072e-20,9.385511676797407e-32,4.30847947824057e-33,2.8303216149876266e-51,1.2911700701542934e-34,5.0039778030290095e-90,6.944243024119996e-21,6.791235900666809e-32,3.498320870135798e-35
8.247324885175791e-23,0.12990822726252158,0.0,0.0032256212829284052,0.031075110263184432,0.31940968187635477,0.3504847921395389,0.20701222018021495,0.09201819554070598,3.330541966566218e-113,1.3715849304880917e-50,2.464255990096762e-16,5.977698930946757e-47,3.477911174685224e-80,2.333694577929313e-81,4.665542357990933e-33,3.2963394339205473e-56,5.216187783201272e-38,4.998596569052814e-58,8.64599281453898e-35,9.742805247678922e-22,6.610648688165612e-94,4.8524715225213166e-18,1.056420348353138e-58,1.256099902934164e-51,1.1854366592719917e-87,2.4642657609713233e-16,3.6645111457089035e-74,1.928217352179212e-18,6.590761014147307e-19,4.626157009290375e-19,5.235956508008046e-19,4.336892304896685e-19,2.1090435246197291e-19,1.0612985296384333e-19,5.933718259482908e-31,4.0675615819737205e-16,4.1825564776642375e-42,2.2102357808825693e-30,2.4712219257115905e-30,4.0352164788667585e-16,2.081708306373209e-19,6.365173372328524e-43,2.7642501424327967e-52,1.6040638856217913e-18,1.483150173118431e-19,8.929758558850496e-20,3.7566506056518835e-31,1.7245146134537582e-32,2.2659880087548483e-50,5.168045167032624e-34,8.011137328894163e-89,1.3894519274258204e-20,2.718264207420497e-31,1.4002400368134203e-34
1.6498230892750703e-22,0.12990822726252158,0.0,0.0032256212829284005,0.031075110263184432,0.3194096818763544,0.35048479213953826,0.20701222018021495,0.09201819554070598,1.0660147768253648e-111,1.0978238548000382e-49,4.929582000163159e-16,4.784485688186007e-46,2.7823349351276414e-79,7.47243020973375e-80,1.866824658231441e-32,2.638073373591832e-55,2.087154553203343e-37,4.0009032120780787e-57,3.4595233185323084e-34,1.94898409796165e-21,2.116989844364581e-92,9.707050066980313e-18,8.455644512698928e-58,1.0052616767508334e-50,3.795737792016333e-86,4.92960154615495e-16,5.866425253645871e-73,3.8572719675091374e-18,1.3184383843534735e-18,9.254322771364264e-19,1.0474186553289514e-18,8.675667758766867e-19,4.219002830301598e-19,2.1230578922960208e-19,2.3742602064376893e-30,8.136889365242256e-16,3.347316346462563e-41,8.843822088999257e-30,9.888106618318857e-30,8.072185114259273e-16,4.1643205242993276e-19,2.5468984500688695e-42,2.2122402251129455e-51,3.2088242818350218e-18,2.966944354127501e-19,1.7863394563369847e-19,1.5031495686622026e-30,6.900304738127393e-32,1.8134829906985694e-49,2.067891235950971e-33,1.2821637888712516e-87,2.779507177485494e-20,1.087659753277809e-30,5.602784044595252e-34
3.3000042907900526e-22,0.12990822726252158,0.0,0.003225621282928391,0.031075110263184432,0.31940968187635355,0.350484792139537,0.20701222018021495,0.09201819554070598,3.411658561360824e-110,8.784815023162266e-49,9.860234020295908e-16,3.828519391731132e-45,2.2258871310087093e-78,2.3919151478747706e-78,7.468514236143457e-32,2.1108595170280132e-54,8.349977286239708e-37,3.201533150332398e-56,1.3840345980428308e-33,3.898391244349165e-21,6.776900206725801e-91,1.9416207155898246e-17,6.766228718832487e-57,8.04362075797026e-50,1.2150107083312769e-84,9.860273116522158e-16,9.38884708616533e-72,7.71538119775715e-18,2.637162950163707e-18,1.851065429636044e-18,2.095064664363444e-18,1.7353218666221976e-18,8.438921442006034e-19,4.246576617498458e-19,9.498586851543264e-30,1.6275544931779307e-15,2.6783616516082676e-40,3.5381047107444254e-29,3.9558865220428296e-29,1.6146122385044235e-15,8.329544960151536e-19,1.0189252232235312e-41,1.770128295315371e-50,6.4183450742699e-18,5.93453271614437e-19,3.5730666570866565e-19,6.0135770668662856e-30,2.760571216116104e-31,1.4510634854361045e-48,8.272911474361345e-33,2.0517674790817472e-86,5.559617677732974e-20,4.3513472546094385e-30,2.2414784494101393e-33
6.600366693820017e-22,0.12990822726252158,0.0,0.003225621282928372,0.031075110263184432,0.3194096818763519,0.3504847921395344,0.20701222018021495,0.09201819554070596,1.0918287027465147e-108,7.028741801062006e-48,1.9721538060561242e-15,3.0631878946654823e-44,1.7807710969589213e-77,7.655308659337194e-77,2.9876488324173043e-31,1.688847961100619e-53,3.340262748539332e-36,2.5615507921218524e-55,5.536588965517671e-33,7.797205537124192e-21,2.1690133855004068e-89,3.883452133373387e-17,5.413668302201857e-56,6.435507609233366e-49,3.888633760666696e-83,1.9721616257256382e-15,1.502420897971757e-70,1.543159965660582e-17,5.2746120815151674e-18,3.7023317349746374e-18,4.190356682345226e-18,3.470832047999116e-18,1.687875866677771e-18,8.493614067452378e-19,3.7997439680321806e-29,3.255285606485333e-15,2.1428927728568398e-39,1.415357067549854e-28,1.5824833928593079e-28,3.229399692661388e-15,1.6659993831855832e-18,4.0760325976793403e-41,1.4162370950101753e-49,1.2837386659173332e-17,1.1869709440173022e-18,7.146521057969203e-19,2.4056265991312388e-29,1.1043183570220951e-30,1.1609616373828167e-47,3.3094339154256224e-32,3.28307218448355e-85,1.1119838678740453e-19,1.7406805602314128e-29,8.966643513859459e-33
1.3201091499879946e-21,0.12990822726252158,0.0,0.0032256212829283337,0.031075110263184432,0.3194096818763486,0.35048479213952916,0.20701222018021495,0.09201819554070595,3.494420254302861e-107,5.623349375588786e-47,3.944414614109125e-15,2.4506992772776594e-43,1.4248133444691484e-76,2.4498876181267545e-75,1.1951081622918458e-30,1.3511425162382162e-52,1.3361594681603325e-35,2.0493703503575317e-54,2.214725704084968e-32,1.5594834122674245e-20,6.941491413834626e-88,7.767114968940414e-17,4.3312087893493084e-55,5.1486505015871666e-48,1.2444587312710648e-81,3.944430253872409e-15,2.404037740007965e-69,3.0864036567713746e-17,1.0549510343142064e-17,7.40486434700926e-18,8.380940717959975e-18,6.941852410296547e-18,3.3758433121772283e-18,1.698768896555641e-18,1.519959435086308e-28,6.510747833100105e-15,1.7143956033587412e-38,5.661658645071098e-28,6.3301911481170215e-28,6.458974600975208e-15,3.3320891575263944e-18,1.6304793782080157e-40,1.1330434596709477e-48,2.567546982911489e-17,2.3740062888209983e-18,1.4293429857267119e-18,9.622897955233804e-29,4.417453175661164e-30,9.28813651901546e-47,1.3238274335365693e-31,5.25311049975185e-84,2.224028068280549e-19,6.963005567789718e-29,3.5868033548719275e-32
2.6402541111999805e-21,0.12990822726252158,0.0,0.0032256212829282573,0.03107511026318443,0.31940968187634206,0.3504847921395187,0.20701222018021495,0.09201819554070592,1.1188323750122117e-105,4.4988218787129295e-46,7.888936230214864e-15,1.9606190083611472e-42,1.1404793889929993e-75,7.839942547323527e-74,4.780529909560585e-30,1.0809396805240131e-51,5.344746612067168e-35,1.6395481685335865e-53,8.859083055304108e-32,3.1190091293774325e-20,2.2213810308067787e-86,1.5534440640074084e-16,3.46507669386127e-54,4.11901816956671e-47,3.9824214316984054e-80,7.888967510165651e-15,3.8465918313808435e-68,6.172891036357193e-17,2.1099306862091763e-17,1.4809929576508236e-17,1.6762108787794215e-17,1.388389313306577e-17,6.75177820535663e-18,3.397583875454924e-18,6.079961439801147e-28,1.3021672286329524e-14,1.3715490377432544e-37,2.264709533955026e-27,2.5321279750393673e-27,1.2918124417602415e-14,6.664268706207826e-18,6.52205016000482e-40,9.064562774357599e-48,5.135163616953681e-17,4.748076978420253e-18,2.8587247445994223e-18,3.8492374952277703e-28,1.7670172204362543e-29,7.430686588038827e-46,5.295417473294177e-31,8.40513161995696e-83,4.448116469913589e-19,2.7852588934982175e-28,1.4347505330443407e-31
5.280544033623953e-21,0.12990822726252158,0.0,0.0032256212829281047,0.031075110263184425,0.31940968187632895,0.3504847921394979,0.20701222018021492,0.09201819554070587,3.5879972898859094e-104,3.599114455137861e-45,1.5777979462425284e-14,1.568519041871574e-41,9.143954250753275e-75,2.5088299633522975e-72,1.9122314160855402e-29,8.64762024217961e-51,2.137920392906284e-34,1.3116592904426005e-52,3.5436692702351808e-31,6.238060563597442e-20,7.108585348423148e-85,3.1069091982339885e-16,2.7721052207110602e-53,3.295253643503944e-46,1.274399417372361e-78,1.5778042022750943e-14,6.154652090021442e-67,1.2345865784985763e-16,4.219889988277478e-17,2.962006005722514e-17,3.352444492188168e-17,2.7767974571301664e-17,1.3503648000437376e-17,6.7952138303673946e-18,2.4320093172374126e-27,2.6043521192787848e-14,1.0972522526431694e-36,9.05893028954953e-27,1.012861492897564e-26,2.5836424050855102e-14,1.3328627803569925e-17,2.6088465669059427e-39,7.2517361899877265e-47,1.0270396885253583e-16,9.496218357586218e-18,5.717488258397353e-18,1.5397106608560349e-27,7.068140782866487e-29,5.944620220661678e-45,2.118188539336898e-30,1.3448330661629506e-81,8.896293276459793e-19,1.1141148907772147e-27,5.7390605205704834e-31
1.0561123878471896e-20,0.12990822726252158,0.0,0.0032256212829277994,0.031075110263184418,0.31940968187630275,0.35048479213945627,0.2070122201802149,0.09201819554070574,1.1580302742409058e-102,2.8793143451538695e-44,3.155606592684192e-14,1.2548247679763186e-40,7.379545140157431e-74,8.028333240795516e-71,7.648964569114083e-29,6.918137515586311e-50,8.551725067982886e-34,1.0493357346637098e-51,1.4174749177487264e-30,1.2476163432037422e-19,2.2747738798247095e-83,6.213839466686534e-16,2.2177017229514846e-52,2.6362185580632274e-45,4.078117430832603e-77,3.155619104791674e-14,9.847527472687407e-66,2.469181524007064e-16,8.439808585527528e-17,5.924032110553475e-17,6.704911716773254e-17,5.553613741856325e-17,2.700738762548666e-17,1.3590473728647958e-17,9.728086761448264e-27,5.2087219005702465e-14,8.77807011532246e-36,3.623590547492518e-26,4.051466574498358e-26,5.167302331735354e-14,2.6657345998291068e-17,1.0435439059579628e-38,5.801423229334084e-46,2.0540863422715454e-16,1.8992501115787952e-17,1.1435015270203263e-17,6.1588739690827126e-27,2.8272706935452106e-28,4.755724557051151e-44,8.472797273560686e-30,2.1517412997311114e-80,1.7792646902672725e-18,4.456482229970255e-27,2.2956358905046456e-30
2.1122283568167783e-20,0.12990822726252158,0.0,0.0032256212829271888,0.0310751102631844,0.31940968187625035,0.35048479213937295,0.2070122201802148,0.09201819554070549,3.8320031942171784e-101,2.303460588579711e-43,6.311223885565831e-14,1.003863628722016e-39,6.109658472853183e-73,2.5690790144456754e-69,3.059593608678263e-28,5.53452686505861e-49,3.420698726488337e-33,8.394719086674803e-51,5.669914090335175e-30,2.4952369168917255e-19,7.279318925049386e-82,1.2427700003589158e-15,1.774168396940937e-51,2.1089811038001532e-44,1.305003865156123e-75,6.311248909822923e-14,1.5756111259660125e-64,4.93837139815513e-16,1.6879645752481416e-16,1.1848084354965706e-16,1.3409846157013793e-16,1.1107246299624562e-16,5.401486701513635e-17,2.7180993479031562e-17,3.8912446108166444e-26,1.0417461463152352e-13,7.022476936454563e-35,1.449439906015595e-25,1.6205907480323376e-25,1.0334622185032271e-13,5.331478238772111e-17,4.1741860110489596e-38,4.641152116785617e-45,4.1081796501087485e-16,3.7985066631670655e-17,2.2870069230655248e-17,2.4635558527701827e-26,1.1309111535924652e-27,3.80459099827084e-43,3.389127545472343e-29,3.442788917219747e-79,3.558535420758065e-18,1.7825974253741976e-26,9.182566962990362e-30
4.224460294755956e-20,0.12990822726252158,0.0,0.003225621282925967,0.031075110263184366,0.3194096818761455,0.35048479213920636,0.20701222018021465,0.09201819554070499,1.3879063274242034e-99,1.8427721158604458e-42,1.2622458471322363e-13,8.030924295728856e-39,5.546999613280051e-72,8.221072650295124e-68,1.2238389997283078e-27,4.4276287511700005e-48,1.3682812304597265e-32,6.715788553111111e-50,2.267968520004435e-29,4.990478064267638e-19,2.3293888575759356e-80,2.4855421077384555e-15,1.4193375249898791e-50,1.6871873860235803e-43,4.176022428288052e-74,1.2622508519877775e-13,2.52098318586921e-63,9.876751078975638e-16,3.375931997620434e-16,2.3696188982791435e-16,2.6819715001776344e-16,2.2214511368424713e-16,1.0802982635264024e-16,5.43620327950887e-17,1.5564998317488055e-25,2.08349405883133e-13,5.617989897185935e-34,5.797767003514369e-25,6.482371209742138e-25,2.066926189161502e-13,1.0662965516653229e-16,1.6696763450241144e-37,3.712926822735533e-44,8.216366267162464e-16,7.5970197661353e-17,4.574017689891991e-17,9.854235941300416e-26,4.523650367431075e-27,3.0436773402893405e-42,1.3556527556294847e-28,5.508452129922464e-78,7.117076902732479e-18,7.130398768308907e-26,3.673031494489224e-29
8.448924170634311e-20,0.12990822726252158,0.0,0.0032256212829235237,0.031075110263184297,0.3194096818759358,0.3504847921388732,0.2070122201802143,0.092018195540704,6.51060733111976e-98,1.4742191506997404e-41,2.5244927642808445e-13,6.424745556666299e-38,6.54727487586276e-71,2.6307464168692647e-66,4.8953591118189284e-27,3.5421067335095573e-47,5.47312840159698e-32,5.3726361560022745e-49,9.071879847754493e-29,9.980960359019252e-19,7.45405522675595e-79,4.971086322493594e-15,1.135471142967625e-49,1.3497509100762042e-42,1.3363287866821224e-72,2.52450277399569e-13,4.033577404990735e-62,1.9753510170714153e-15,6.751866798291079e-16,4.739239879444789e-16,5.363945254842735e-16,4.442904131907974e-16,2.1605974726046604e-16,1.0872411068836271e-16,6.226003351221529e-25,4.1669898838622134e-13,4.494395273488124e-33,2.31910828162228e-24,2.592950112330402e-24,4.1338541304736183e-13,2.1325940072395895e-16,6.678708168447349e-37,2.970343056216892e-43,1.6432739506787143e-15,1.5194045971238538e-16,9.148039122489199e-17,3.9416968825106987e-25,1.809461298150148e-26,2.434943689883132e-41,5.422614579233086e-28,8.813475593578144e-77,1.4234159950652605e-17,2.8521613207108635e-25,1.4692135629296468e-28
1.6897851922391022e-19,0.12990822726252158,0.0,0.003225621282918637,0.03107511026318416,0.3194096818755165,0.35048479213820677,0.20701222018021365,0.09201819554070204,4.7321074465675425e-96,1.179375903782741e-40,5.048986598567264e-13,5.139798915281675e-37,1.1988784285363297e-69,8.418393604788142e-65,1.9581442676208518e-26,2.833688206112898e-46,2.189252056612482e-31,4.298111050207874e-48,3.6287530926437187e-28,1.9961924948521626e-18,2.3852994137645175e-77,9.942174751988107e-15,9.083773635642801e-49,1.0798011286650609e-41,4.27625469318603e-71,5.04900661799928e-13,6.453727294503117e-61,3.950702727458123e-15,1.3503736223336614e-15,9.47848206417808e-16,1.0727892707023291e-15,8.88581004726087e-16,4.321195980073891e-16,2.1744826351954982e-16,2.4904021848377285e-24,8.333981533918758e-13,3.595517587530664e-32,9.276436121527372e-24,1.0371803585470815e-23,8.267710013080112e-13,4.2651889183802937e-16,2.671482953752905e-36,2.3762743606751472e-42,3.286548600810549e-15,3.0388098378112095e-16,1.8296081583460741e-16,1.5766792541586955e-24,7.237847499475058e-26,1.947955680536687e-40,2.1690466085021594e-27,1.410139564994745e-75,2.8468326382378073e-17,1.1408648909809925e-24,5.876856368185592e-28
3.379570742590444e-19,0.12990822726252158,0.0,0.0032256212829088636,0.03107511026318389,0.31940968187467783,0.350484792136874,0.20701222018021234,0.09201819554069808,4.904628467615945e-94,9.435009563444149e-40,1.0097974267096926e-12,4.1118401552678093e-36,3.119412215487193e-68,2.693886765349945e-63,7.832578318765881e-26,2.266953814653133e-45,8.757009618572568e-31,3.4384896903284307e-47,1.4515014677613049e-27,3.9923854127522964e-18,7.632960909965975e-76,1.988435161091407e-14,7.26702070527024e-48,8.638410633353131e-41,1.3684019142000215e-69,1.0098014305957523e-12,1.0325966429815305e-59,7.90140571638761e-15,2.700747436824471e-15,1.8956967323252624e-15,2.145578738278584e-15,1.7771621578854227e-15,8.642393352263181e-16,4.3489655736048133e-16,9.961610744078468e-24,1.6667964834010952e-12,2.876414659831399e-31,3.7105750753032436e-23,4.148721964842782e-23,1.6535421778222147e-12,8.53037874063039e-16,1.068592426526791e-35,1.9010183048980772e-41,6.573097909901815e-15,6.077620317852741e-16,3.659216488851247e-16,6.3067180185927525e-24,2.8951394647798493e-25,1.558364838392063e-39,8.676188511352273e-27,2.2561694293638613e-74,5.693666058936987e-17,4.563460289470176e-24,2.3507431195265485e-27
6.7591418432931275e-19,0.12990822726252158,0.0,0.003225621282889317,0.03107511026318335,0.31940968187300045,0.35048479213420847,0.2070122201802097,0.09201819554069017,5.9091363735021734e-92,7.548008584492112e-39,2.0195949603983525e-12,3.2894725895316385e-35,9.408523158482728e-67,8.62043895115425e-62,3.1330315791594763e-25,1.8135677468926512e-44,3.502804125993621e-30,2.7507920923268474e-46,5.806006332416091e-27,7.984771248551198e-18,2.442547936932597e-74,3.976870532851375e-14,5.813617282910428e-47,6.910729150881095e-40,4.378886786860661e-68,2.0196029681678275e-12,1.6521548499057647e-58,1.580280996687122e-14,5.401494783732927e-15,3.791394139983323e-15,4.29115758199167e-15,3.554324344559129e-15,1.7284789525644766e-15,8.697930977565834e-16,3.984644951407284e-23,3.3335931434111768e-12,2.3011320314883922e-30,1.4842301776024905e-22,1.6594888148071333e-22,3.307084530822243e-12,1.706075838500533e-15,4.2743627347383977e-35,1.5208123551937074e-40,1.3146196563394724e-14,1.2155241272603008e-15,7.318432503105177e-16,2.5226874075464555e-23,1.158055881802227e-24,1.2466919923162593e-38,3.470476238990093e-26,3.609697956172646e-73,1.1387333437751696e-16,1.8253842610195875e-23,9.402974814281733e-27
1.3518284044698495e-18,0.12990822726252158,0.0,0.0032256212828502243,0.031075110263182267,0.3194096818696457,0.3504847921288774,0.20701222018020443,0.09201819554067436,8.577245075381575e-90,6.038407241830501e-38,4.039190027706585e-12,2.631578347512907e-34,3.4190278275314996e-65,2.758540674665413e-60,1.2532126835916948e-24,1.4508615080061853e-43,1.4011217062224086e-29,2.200633809885861e-45,2.322402625211179e-26,1.5969542920143546e-17,7.816154111348385e-73,7.953741276270414e-14,4.6508941137928564e-46,5.528583582521076e-39,1.4012438786538897e-66,4.0392060432336814e-12,2.643447938186122e-57,3.160561155834008e-14,1.0802988349257425e-14,7.582790378671794e-15,8.582314903660188e-15,7.10864823932675e-15,3.4569587588417553e-15,1.7395859894058208e-15,1.5938583135752108e-22,6.6671864633979106e-12,1.8409058549548494e-29,5.936921182547959e-22,6.637954698890785e-22,6.6141692367087786e-12,3.4121517673254205e-15,1.709739453052325e-34,1.216646143013068e-39,2.629239401162212e-14,2.431048316077181e-15,1.4636861944588266e-15,1.0090750028171587e-22,4.632223742125076e-24,9.973536489242583e-38,1.3881909976701471e-25,3.6090401154458196e-73,2.2774670345046503e-16,7.301537335518533e-23,3.761191346284492e-26
2.703656844750923e-18,0.12990822726252158,0.0,0.0032256212827720386,0.031075110263180102,0.3194096818629362,0.3504847921182152,0.20701222018019388,0.09201819554064275,1.102971295828341e-87,4.83072594434645e-37,8.078380162046701e-12,2.10526293198228e-33,1.0981733222458497e-63,8.827330508155374e-59,5.012850851000862e-24,1.1607008224801772e-42,5.60448693743587e-29,1.7605071023164197e-44,9.289610685098725e-26,3.193908626330641e-17,2.5011694297221744e-71,1.5907482762704902e-13,3.7207154059989826e-45,4.422866977362143e-38,4.483980589266967e-65,8.078412193052207e-12,4.22951684833903e-56,6.321118710330844e-14,2.1605970967138656e-14,1.5165588549536125e-14,1.7164628083966843e-14,1.4217294114543332e-14,6.913920657798258e-15,3.479171016133032e-15,6.375435538401293e-22,1.333437310323766e-11,1.4727249491761393e-28,2.374768709179157e-21,2.655181273023745e-21,1.3228338648027773e-11,6.824303624774794e-15,6.838914518673142e-34,9.733111489536592e-39,5.258478947304345e-14,4.8620966851777884e-15,2.9273710479462743e-15,4.036300089070432e-22,1.852889558342259e-23,7.978829514536684e-37,5.552767676301749e-25,3.60956036191072e-73,4.554935275829767e-16,2.920614993277533e-22,1.5044775852975014e-25
5.4073137253130705e-18,0.12990822726252158,0.0,0.003225621282615667,0.03107511026317577,0.3194096818495173,0.3504847920968909,0.20701222018017282,0.09201819554057952,1.412020446179535e-85,3.864580817729693e-36,1.6156760429621528e-11,1.6842106769614705e-32,3.514571914906171e-62,2.824745826633442e-57,2.005140373949811e-23,9.28579211419675e-42,2.241794798200645e-28,1.4084057036129904e-43,3.715844310701906e-25,6.387817294954483e-17,8.003742357555648e-70,3.181496573395952e-13,2.9765723707512845e-44,3.538293637017904e-37,1.4348738212018174e-63,1.615682449143652e-11,6.767227089764879e-55,1.2642222764156115e-13,4.321191815024515e-14,3.0331207665198103e-14,3.432924859246061e-14,2.843457820770599e-14,1.3827853601303833e-14,6.9583380433072675e-15,2.5501759666379675e-21,2.6668746382382278e-11,1.1781803427152423e-27,9.499076442894036e-21,1.0620719923317202e-20,2.6456677468849454e-11,1.3648607338871932e-14,2.735534676422079e-33,7.786405891173858e-38,1.0516958265575442e-13,9.724193389242726e-15,5.854736615690378e-15,1.6145200497527052e-21,7.41155850442534e-23,6.383063905463492e-36,2.22110995282134e-24,3.84544871814006e-73,9.109875197944624e-16,1.168246009750686e-21,6.017918536112091e-25
1.0814627486437365e-17,0.12990822726252158,0.0,0.0032256212823029247,0.031075110263167102,0.3194096818226794,0.3504847920542422,0.20701222018013066,0.09201819554045305,1.807403973511343e-83,3.0916646821243267e-35,3.2313520960349575e-11,1.3473690417777715e-31,1.1246728120046356e-60,9.03918679980791e-56,8.020561644679877e-23,7.428930417186514e-41,8.96717924499158e-28,1.126724571589152e-42,1.4863377314625379e-24,1.2775634632167237e-16,2.5611975835446808e-68,6.362993167001128e-13,2.381257914927818e-43,2.8306349486097204e-36,4.591596307100591e-62,3.2313649083194197e-11,1.082756349637595e-53,2.5284386651287723e-13,8.642374030595495e-14,6.066253699212545e-14,6.865846620098599e-14,5.686911576498227e-14,2.7655756070563443e-14,1.391665999257385e-14,1.0200717724726123e-20,5.3337492938532015e-11,9.425448711828336e-27,3.799631805472285e-20,4.248283771010848e-20,5.291335510322758e-11,2.729721476385978e-14,1.0941946856701985e-32,6.229020818939692e-37,2.1033917806066653e-13,1.9448386660798168e-14,1.1709451194302529e-14,6.4580802157737246e-21,2.964623574438861e-22,5.106451505228422e-35,8.884462737266676e-24,3.4354798463723546e-72,1.821976880003281e-15,4.6729840688872556e-21,2.4071739345128648e-24
1.622194124756166e-17,0.12990822726252158,0.0,0.0032256212819901826,0.031075110263158436,0.31940968179584156,0.35048479201159355,0.2070122201800885,0.09201819554032659,1.1500713700073876e-82,9.178379552050938e-35,4.8470281486656006e-11,3.976603451589339e-31,4.972139758162354e-60,4.228732870456927e-55,1.7043693704056132e-22,2.1242663065124623e-40,1.9055255936357925e-27,3.3449635792389984e-42,3.1584676836769228e-24,1.9163451969345067e-16,1.2253229483368307e-67,9.544489759960562e-13,7.069359450347657e-43,8.093846861460775e-36,2.1480509986134482e-61,4.8470473669940936e-11,4.099745793468709e-53,3.792650631805529e-13,1.2963549025128217e-13,9.099395741452475e-14,1.0298766040106513e-13,8.53036226932425e-14,4.148369512194953e-14,2.0874969836796296e-14,2.167654547442748e-20,8.000623949254226e-11,2.6950902160949977e-26,8.074219371837578e-20,9.027596830116283e-20,7.937003273034048e-11,4.09458221856412e-14,2.325144593113403e-32,1.781098359644069e-36,3.1550878250508445e-13,2.9172579795749655e-14,1.7564149216085903e-14,1.3723420455997647e-20,6.29982534042808e-22,1.4610753149472039e-34,1.887951901692938e-23,3.6342218395123012e-68,2.7329676159979476e-15,9.930091172425857e-21,5.115255597073038e-24
2.1629255008685955e-17,0.12990822726252158,0.0,0.003225621281677441,0.03107511026314977,0.3194096817690037,0.3504847919689449,0.20701222018004634,0.09201819554020012,5.2655751378674e-82,1.999920601113505e-34,6.462704200854083e-11,8.6221999783002e-31,1.6991117011106487e-59,1.3642198621833447e-54,2.907453664769758e-22,4.480824157109339e-40,3.250602487899829e-27,7.288499597171092e-42,5.3879742875815125e-24,2.5551269306487967e-16,4.0553962684576755e-67,1.2725986352274251e-12,1.5403762189010767e-42,1.707226726541905e-35,6.929768153670019e-61,6.462729825167672e-11,1.071103238251003e-52,5.056858176461327e-13,1.7284716798634763e-13,1.213254689322675e-13,1.3731683119271406e-13,1.1373809899251968e-13,5.531167075534044e-14,2.783326757601456e-14,3.697766827846576e-20,1.06674986044413e-10,5.684727674207861e-26,1.3773671139871693e-19,1.5400008401531948e-19,1.0582671035018815e-10,5.4594429604216204e-14,3.966410059088487e-32,3.75683844034319e-36,4.206783959890263e-13,3.889677279406781e-14,2.341883068108765e-14,2.3410540760405582e-20,1.0746761255847955e-21,3.0836259395591673e-34,3.220629587292314e-23,8.68691055869486e-68,3.643959727778461e-15,1.6939567326254696e-20,8.72604253221151e-24
3.2443882530934546e-17,0.12990822726252158,0.0,0.0032256212810519587,0.03107511026313244,0.31940968171532796,0.3504847918836475,0.20701222017996204,0.09201819553994718,6.97846936940296e-81,5.805152569002933e-34,9.694056304193323e-11,2.4806460372826316e-30,1.0447426755019929e-58,7.509304257515488e-54,6.019513620995906e-22,1.2239317802407163e-39,6.729959562516427e-27,2.1156265937555463e-41,1.1155116371397468e-23,3.832690398069179e-16,2.3661941727103335e-66,1.90889795353861e-12,4.471236980375662e-42,4.662965736176214e-35,3.8144685440637294e-60,9.694094740338791e-11,3.9761860351926626e-52,7.58526288760842e-13,2.592703539837901e-13,1.819887057625452e-13,2.059751178379088e-13,1.7060697970682837e-13,8.296770787747023e-14,4.174983464486948e-14,7.655767528655397e-20,1.6001247914313318e-10,1.5526762812605825e-25,2.851664618646052e-19,3.1883727631962184e-19,1.5874006557283244e-10,8.189164443384093e-14,8.212014854002933e-32,1.0261111756629636e-35,6.310176441721734e-13,5.834515846994238e-14,3.512815475348501e-14,4.8468550876371936e-20,2.2249805415138988e-21,8.431961484088149e-34,6.667925352364735e-23,1.2431747791751575e-67,5.4659471802246314e-15,3.5071222530780707e-20,1.8066232699667242e-23
