Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93)
1.6304098177345227e-20,0.06210963536780779,0.0,0.0015421822461820682,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070571,0.0,2.1071271844850614e-59,6.085052178028754e-20,1.0641026775205264e-57,0.0,8.121059309282077e-97,1.8379906057376927e-40,3.251582900076327e-69,1.763619375589282e-47,2.471578253466161e-75,4.985038044051967e-38,3.007456456735528e-32,1.7684805730866226e-122,1.0984549958223637e-27,1.4725519606018667e-79,4.2794351644201406e-66,6.285862874785005e-109,6.085052178029567e-20,4.787417346358776e-89,2.635729431974001e-16,9.009079193379484e-17,5.728494640677735e-17,7.157162387181336e-17,5.928208614795078e-17,2.8829053418745297e-17,4.916322575512382e-22,2.5396189957614962e-28,2.8563758258224406e-26,1.1022070585575728e-38,2.539618995689691e-28,1.929667409715207e-30,2.74749917592183e-26,2.845540135526271e-17,1.0637104151528673e-48,9.135150532432007e-56,9.722152132061933e-30
3.262236151383671e-20,0.06210963536780779,0.0,0.0015421822461814687,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070545,0.0,1.6874107029311768e-58,1.2175391108601408e-19,8.521451672635238e-57,0.0,2.6043555300186666e-95,1.3963608446160513e-39,2.620214453131095e-68,7.059073627094693e-47,1.9792671409589205e-74,1.995314356027491e-37,6.017525820905226e-32,5.667614132136303e-121,2.1978643400374622e-27,1.1792358606839522e-78,3.4293722164232864e-65,2.0158233960899392e-107,1.2175391108598642e-19,7.668781966789034e-88,5.273748797912254e-16,1.8025985562316656e-16,1.1461966253342338e-16,1.4320542986630365e-16,1.186156771314313e-16,5.768315379913694e-17,9.836921544938191e-22,1.01650944210038e-27,5.715234169088704e-26,8.824358358919746e-38,1.0165094420428922e-27,7.723701892595896e-30,5.497385405862705e-26,5.693552504008343e-17,4.257614591564951e-48,7.313676244876802e-55,1.951141674925197e-29
6.525888818681968e-20,0.06210963536780779,0.0,0.0015421822461802695,0.031075110263184432,0.3194096818763547,0.35048479213953926,0.20701222018021462,0.09201819554070492,0.0,1.3506124785604672e-57,2.4356068969746707e-19,6.820615126212648e-56,0.0,8.354501427809245e-94,1.0874468020880298e-38,2.124131864592789e-67,2.824548937758133e-46,1.5842159198926572e-73,7.983856441408956e-37,1.2037664549244605e-31,1.8149931215606604e-119,4.396683028478651e-27,9.438666388907669e-78,2.7496971958783153e-64,6.466551307043463e-106,2.4356068969723596e-19,1.2277187191667855e-86,1.0549787489530308e-15,3.605979829986119e-16,2.292890947897455e-16,2.864730418535354e-16,2.3728285904505933e-16,1.1539135455844996e-16,1.9678134625424527e-21,4.0673618331423325e-27,1.1432953467750824e-25,7.062168589274536e-37,4.067361832682255e-27,3.090489532949277e-29,1.0997157865744452e-25,1.1389577240963626e-16,1.7036020185626903e-47,5.853168713194224e-54,3.9266019769176125e-29
1.305319415327856e-19,0.06210963536780779,0.0,0.001542182246177871,0.031075110263184432,0.3194096818763542,0.350484792139539,0.20701222018021426,0.09201819554070387,0.0,1.08076361615307e-56,4.871742469203728e-19,5.457873953670815e-55,0.0,2.684137980972464e-92,8.58094846783702e-38,1.7430988203225373e-66,1.1300034986845757e-45,1.2676936971411013e-72,3.194062454068212e-36,2.4077942005923306e-31,5.810149398825086e-118,8.794320405404994e-27,7.552845379464772e-77,2.2084285653295476e-63,2.0775763235667816e-104,4.871742469192075e-19,1.9649210213024112e-85,2.110186471173262e-15,7.2127423773631e-16,4.5862795931451e-16,5.730082658210038e-16,4.746172226589833e-16,2.308077560711951e-16,3.936062135293466e-21,1.6272095838552277e-26,2.2868402513593425e-25,5.650807860925512e-36,1.6272095834870957e-26,1.236399227846494e-28,2.1996702785507945e-25,2.278162671483874e-16,6.815545324700499e-47,4.683441560509085e-53,7.947952095118532e-29
2.610780482247175e-19,0.06210963536780779,0.0,0.0015421822461730741,0.031075110263184432,0.31940968187635327,0.3504847921395384,0.20701222018021356,0.09201819554070176,0.0,8.647203596083136e-56,9.744013613661835e-19,4.3668519715443893e-54,0.0,8.653762779315944e-91,6.817296702459212e-37,1.4641710261461385e-65,4.5203818680981935e-45,1.0142833578783172e-71,1.2777289645297107e-35,4.815849691928045e-31,1.859595306662738e-116,1.758959515943355e-26,6.043041304295884e-76,1.7801167144600129e-62,6.698183734887605e-103,9.744013613610403e-19,3.144330565418603e-84,4.2206018512002066e-15,1.4426267471589365e-15,9.173056884125205e-16,1.1460787137279595e-15,9.492859490335026e-16,4.616405590731618e-16,7.872583707409327e-21,6.509368073749296e-26,4.57393423993521e-25,4.521075529410514e-35,6.509368070803968e-26,4.946016815949279e-28,4.39957926250349e-25,4.556572566244715e-16,2.7264865412601022e-46,3.7471666939782336e-52,1.627237038837238e-28
5.221702616085813e-19,0.06210963536780779,0.0,0.0015421822461634805,0.031075110263184432,0.3194096818763514,0.35048479213953726,0.20701222018021215,0.09201819554069754,0.0,6.918200770338164e-55,1.9488555902578023e-18,3.4937027142390307e-53,0.0,2.8098666815814095e-89,5.43485019552965e-36,1.2826930115423064e-64,1.8082263245309603e-44,8.114780495042152e-71,5.111123831301334e-35,9.631960674599374e-31,5.951261039101385e-115,3.5180144668194116e-26,4.834739062406756e-75,1.4452917535384924e-61,2.1748916669688254e-101,1.9488555902362642e-18,5.0312944796479054e-83,8.441432353600037e-15,2.8853317657931105e-15,1.834661146802465e-15,2.2922196094299463e-15,1.898623398369228e-15,9.233061649830005e-16,1.5745723758087298e-20,2.603853180463902e-25,9.14813893471633e-25,3.617032127390567e-34,2.6038531781075195e-25,1.9785011474105787e-27,8.799397230408871e-25,9.113392355709667e-16,1.0907149169285608e-45,2.998064041876547e-51,3.4048079202189354e-28
1.044354688376309e-18,0.06210963536780779,0.0,0.0015421822461442931,0.031075110263184432,0.31940968187634755,0.350484792139535,0.20701222018020934,0.0920181955406891,0.0,5.534735779004833e-54,3.897764048041027e-18,2.7950506289923958e-52,0.0,9.250804260425935e-88,4.3402848237823005e-35,1.2042639259881616e-63,7.233052455326748e-44,6.492029855109306e-70,2.0444911278757077e-34,1.9264182639941628e-30,1.9044925065080137e-113,7.036124368852909e-26,3.86791366124861e-74,1.190070889984738e-60,7.160298177475632e-100,3.897764047952947e-18,8.050363639310957e-82,1.68830923277836e-14,5.770741802217142e-15,3.6693720643580545e-15,4.584501400386224e-15,3.7972982833874254e-15,1.8466373764263004e-15,3.1492391485155016e-20,1.0415624623765012e-24,1.8296615194796127e-24,2.8936943827689778e-33,1.0415624604913495e-24,7.914276932570641e-27,1.7599033166219594e-24,1.822703193441268e-15,4.364174964359871e-45,2.3991170027605575e-50,7.410698573827018e-28
2.0887235419117643e-18,0.06210963536780779,0.0,0.0015421822461059182,0.031075110263184432,0.31940968187633995,0.3504847921395304,0.20701222018020374,0.09201819554067221,0.0,4.427858689366661e-53,7.795580963607423e-18,2.236075886934601e-51,0.0,3.126003563742591e-86,3.469189635147589e-34,1.2483622115295694e-62,2.8932504138331057e-43,5.193706068971648e-69,8.178047702779145e-34,3.852862657062454e-30,6.094518383019507e-112,1.4072344174045444e-25,3.094379894275202e-73,1.0061647208346559e-59,2.419583063891378e-98,7.79558096325125e-18,1.2880815804920649e-80,3.3766408153687334e-14,1.1541561871687935e-14,7.338793902572032e-15,9.169064980507996e-15,7.594647998810802e-15,3.693299797807389e-15,6.298727744155261e-20,4.1662922272322436e-24,3.659383519702589e-24,2.3149829748887452e-32,4.166292212150851e-24,3.165832040276734e-26,3.5198305037840874e-24,3.645431109091109e-15,1.7476596155496352e-44,1.921274332843215e-49,1.7225475443789794e-27
4.177461248982675e-18,0.06210963536780779,0.0,0.0015421822460291684,0.031075110263184432,0.31940968187632474,0.3504847921395212,0.2070122201801925,0.09201819554063845,0.0,3.542314978172174e-52,1.5591214794740014e-17,1.7888748634084179e-50,0.0,1.1063728579652197e-84,2.774136404231903e-33,1.454601819763684e-61,1.1573060518998025e-42,4.154997729439771e-68,3.271235719301351e-33,7.70575144319839e-30,1.9502686608474137e-110,2.8144783788932664e-25,2.475523501714526e-72,8.914918023693079e-59,8.563506656334927e-97,1.5591214793307606e-17,2.06094924745543e-79,6.753302331564933e-14,2.308320199712046e-14,1.467763759141118e-14,1.8338192133588405e-14,1.5189347211205492e-14,7.386624634547519e-15,1.259832513587238e-19,1.6665253640493677e-23,7.318934512976607e-24,1.8519973609963644e-31,1.6665253519842054e-23,1.26641050825279e-25,7.03968487810828e-24,7.290886940027745e-15,7.022299204467596e-44,1.5433094794285888e-48,4.406701142964463e-27
8.354936663124494e-18,0.06210963536780779,0.0,0.0015421822458756688,0.031075110263184432,0.31940968187629426,0.35048479213950284,0.20701222018017001,0.09201819554057092,0.0,2.8338631932518864e-51,3.118248245700438e-17,1.431105552702994e-49,0.0,4.219082776060414e-83,2.2188230050915326e-32,1.893136871410626e-60,4.6292359803575826e-42,3.324011333288325e-67,1.3084976152541877e-32,1.541152901546769e-29,6.240896160172076e-109,5.628966303671574e-25,1.980426635907952e-71,8.516843675559608e-58,3.265628260320864e-95,3.1182482451259316e-17,3.2975337706669157e-78,1.3506618768025572e-13,4.6166482193949244e-14,2.9355325018734276e-14,3.667644641109669e-14,3.037874476218669e-14,1.477327428393959e-14,2.5200000717315755e-19,6.666118383136693e-23,1.463846447083685e-23,1.4816022709140494e-30,6.666118286615133e-23,5.066224926031051e-25,1.4079393626756403e-23,1.4581798600448834e-14,2.859586906829438e-43,1.2547746559108722e-47,1.2659801234461409e-26
1.6709887491408134e-17,0.06210963536780779,0.0,0.0015421822455686702,0.031075110263184432,0.3194096818762333,0.35048479213946615,0.20701222018012505,0.09201819554043585,0.0,2.2670950388954673e-50,6.236501778152985e-17,1.1448867076138067e-48,0.0,1.7844612337015878e-81,1.7748639672116904e-31,2.681636615387011e-59,1.8516967466965695e-41,2.659214326531878e-66,5.233997115197891e-32,3.0823084159996007e-29,1.997092602544336e-107,1.1257942160431638e-24,1.5843444425445175e-70,9.029309287743211e-57,1.381191844067909e-93,6.236501775851873e-17,5.276066012014916e-77,2.7013225257271353e-13,9.233304237146173e-14,5.871070007196007e-14,7.335295485150311e-14,6.075753636891675e-14,2.9546573486370995e-14,5.041327504231259e-19,2.6664507231171165e-22,2.92792362718057e-23,1.185283553049986e-29,2.666450645899757e-22,2.0269485550221745e-24,2.815881112405161e-23,2.916362191548231e-14,1.2249388736931242e-42,1.0682543909668238e-46,4.0705172962393347e-26
2.5064838319691776e-17,0.06210963536780779,0.0,0.001542182245261672,0.031075110263184432,0.31940968187617236,0.35048479213942946,0.2070122201800801,0.09201819554030077,0.0,6.730442180346688e-50,9.354755310605203e-17,3.398884325443308e-48,0.0,9.241415927367841e-81,5.268963358897794e-31,9.892639814080813e-59,3.9348570583259064e-41,7.894546969896964e-66,1.1122248027655322e-31,4.623463930451403e-29,9.554455580523859e-107,1.6886918024395147e-24,4.7035252079412036e-70,3.004210681505286e-56,7.152944577022632e-93,9.354755305713417e-17,2.0115012300631633e-76,4.0519805362893214e-13,1.384996023328292e-13,8.806607532376547e-14,1.1002946317729939e-13,9.113632448041484e-14,4.431987259244967e-14,7.563647249944601e-19,5.666209875244196e-22,4.3921719958022476e-23,3.3891714145055036e-29,5.66620965443568e-22,4.307937050461833e-24,4.2238228621345776e-23,4.3745445224707095e-14,2.7855124823374853e-42,3.2121302607644355e-46,8.02897162028968e-26
3.341978914797542e-17,0.06210963536780779,0.0,0.001542182244954674,0.031075110263184432,0.3194096818761114,0.35048479213939276,0.20701222018003512,0.0920181955401657,0.0,1.4665283785076003e-49,1.2473008843057098e-16,7.405992336404825e-48,0.0,3.321519256196086e-80,1.1480598427790839e-30,2.6039487745680886e-58,6.712404532923042e-41,1.720180763252397e-65,1.8973250351844624e-31,6.164619444902176e-29,3.162196629779715e-106,2.251589389556211e-24,1.0248737024459956e-69,7.3188702465538455e-56,2.5708846816061727e-92,1.247300883471056e-16,5.4120943360302856e-76,5.402635908494265e-13,1.8466616207805162e-13,1.1742145077415103e-13,1.4670597138848553e-13,1.2151510909668142e-13,5.90931716021756e-14,1.0086959305883451e-18,9.665889280982139e-22,5.856591552948673e-23,7.148745514178766e-29,9.665888815247523e-22,7.349887232178558e-24,5.631764611863891e-23,5.832726852812318e-14,5.157842055810763e-42,7.181874855985636e-46,1.3141343092360527e-25
5.01296908045427e-17,0.06210963536780779,0.0,0.0015421822443406783,0.031075110263184432,0.3194096818759895,0.3504847921393193,0.2070122201799452,0.09201819553989557,0.0,4.256880828484373e-49,1.870951590796012e-16,2.1497317941376086e-47,0.0,2.385026607471517e-79,3.332404925928112e-30,1.025694633711011e-57,1.3897183640100477e-40,4.993155686547505e-65,3.928171239267875e-31,9.246930473801308e-29,1.8450418349950535e-105,3.377384565480209e-24,2.974893141860617e-69,2.5960524116180196e-55,1.8460267265500277e-91,1.8709515890676153e-16,2.1890150261929426e-75,8.103940460857214e-13,2.769992810612173e-13,1.7613220214097919e-13,2.2005898754187488e-13,1.8227267012612144e-13,8.863976939549356e-14,1.5135912299829544e-18,2.0011999665253984e-21,8.785832436228035e-23,1.9525445009907897e-28,2.001199839331673e-21,1.522064637586292e-23,8.447648111322274e-23,8.74909151213227e-14,1.2869539830652897e-41,2.237699813971478e-45,2.607425892487725e-25
6.683959246110999e-17,0.06210963536780779,0.0,0.0015421822437266838,0.031075110263184432,0.3194096818758676,0.3504847921392459,0.20701222017985527,0.09201819553962544,0.0,9.309319888401181e-49,2.494602297286194e-16,4.701221802621863e-47,0.0,8.825015553185641e-79,7.287522838796392e-30,2.743051668161175e-57,2.3635472003510644e-40,1.0919470243947703e-64,6.680791139688508e-31,1.2329241502696654e-28,6.1386787585905604e-105,4.50317974405317e-24,6.505756916209034e-69,6.565149286940755e-55,6.830614425317777e-91,2.4946022943463036e-16,5.929441085879741e-75,1.0805235311082405e-12,3.693323992495406e-13,2.3484295423806004e-13,2.9341200327380194e-13,2.430302183023518e-13,1.181863668344882e-13,2.0188514347527713e-18,3.403517333620623e-21,1.1715702840768094e-22,4.085376669582068e-28,3.4035170675041624e-21,2.5892218953726493e-23,1.1263531610780277e-22,1.1665456169316165e-13,2.64120514924959e-41,5.329719617965267e-45,4.325053963634659e-25
8.354949411767727e-17,0.06210963536780779,0.0,0.00154218224311269,0.031075110263184432,0.3194096818757457,0.35048479213917244,0.20701222017976534,0.09201819553935531,0.0,1.7465553030210833e-48,3.1182530037762465e-16,8.820132915469976e-47,0.0,2.6424700492534714e-78,1.3672298280201507e-29,6.111173015126182e-57,3.610966314145094e-40,2.0486414570953867e-64,1.0206739999947841e-30,1.5411552531587948e-28,1.6552122627650373e-104,5.6289749254643105e-24,1.2205686750889235e-68,1.4073312679859253e-54,2.0452856832174167e-90,3.1182529992844163e-16,1.3320307745492702e-74,1.3506519766194442e-12,4.616655165862473e-13,2.935537071175568e-13,3.667650185541623e-13,3.03787752707289e-13,1.4773296389385076e-13,2.524502607567062e-18,5.199805757990058e-21,1.4646247732372892e-22,7.437272649476066e-28,5.199805273553033e-21,3.956666330438753e-23,1.407941511023787e-22,1.4581820824211423e-13,4.9089729554367e-41,1.1161128495409592e-44,6.497328269648795e-25
1.1696929743081183e-16,0.06210963536780779,0.0,0.0015421822418847059,0.031075110263184432,0.31940968187550195,0.3504847921390256,0.20701222017958548,0.09201819553881505,0.0,4.778894203459529e-48,4.3655544167559585e-16,2.4133494129120332e-46,0.0,2.181502454916243e-77,3.7409591371484597e-29,2.342858329802547e-56,6.943760725320024e-40,5.605457077328663e-64,1.962720062741594e-30,2.1576174589358105e-28,9.758078546603577e-104,7.880565296979398e-24,3.339698752284092e-68,5.100423226347167e-54,1.6884910251252805e-89,4.365554408117522e-16,5.165444320204679e-74,1.8909056838351892e-12,6.463317486513173e-13,4.1097521527295846e-13,5.134710477318185e-13,4.253027793382694e-13,2.0682615684983352e-13,3.537002402113234e-18,9.999042688756739e-21,2.0509403344132208e-22,1.9636594740914973e-27,9.999041409755388e-21,7.612634578999796e-23,1.9711182109151802e-22,2.0414550126992307e-13,1.4779152310199007e-40,4.446842440440931e-44,1.223437380586736e-24
1.503891007439464e-16,0.06210963536780779,0.0,0.0015421822406567261,0.031075110263184432,0.3194096818752582,0.3504847921388788,0.20701222017940563,0.09201819553827481,0.0,1.0074491128596121e-47,5.612855829735148e-16,5.087634557441411e-46,0.0,8.75343288157203e-77,7.8863629818526e-29,6.2003040845780855e-56,1.1387750263997763e-39,1.1816986355610512e-63,3.2188560039653165e-30,2.7740796647111805e-28,3.291279047180398e-103,1.0132155680021828e-23,7.0404917998904e-68,1.312413048374726e-53,6.77518471748612e-89,5.612855815567368e-16,1.3744759499033895e-73,2.431155169096512e-12,8.309979772575213e-13,5.283967266061967e-13,6.601770750754237e-13,5.468177500367697e-13,2.659193482639297e-13,4.551090094915183e-18,1.6398404761066694e-20,2.637529840535458e-22,4.071157893735191e-27,1.6398402109429167e-20,1.2491247743831947e-22,2.5342949108064075e-22,2.6247279420477883e-13,3.5050521684140162e-40,1.2750875449689877e-43,1.9817978644898785e-24
2.1722870737021554e-16,0.06210963536780779,0.0,0.0015421822382007794,0.031075110263184432,0.3194096818747707,0.35048479213858513,0.20701222017904594,0.09201819553719433,0.0,3.0730325644835913e-47,8.107458655691959e-16,1.5518864960479173e-45,0.0,8.716130901002545e-76,2.40557376299478e-28,2.7614922262515368e-55,2.3608846279126896e-39,3.604547705803147e-63,6.673265108906057e-30,4.00700407625698e-28,2.2515540028119743e-102,1.4635336480683856e-23,2.1475685763943254e-67,5.649215284992152e-53,6.746305341330161e-88,8.10745862631787e-16,6.16072414938383e-73,3.5116414757058866e-12,1.2003304240947932e-12,7.632397588049455e-13,9.535891242612567e-13,7.898475236600437e-13,3.8410572646711394e-13,6.584028407065412e-18,3.399682931623389e-20,3.811530572130841e-22,1.2232652236246434e-26,3.3996821348966394e-20,2.5925773924931863e-22,3.660648310588364e-22,3.7912737979567227e-13,1.4055418378848073e-39,7.432397726640076e-43,4.052408767354767e-24
3.509079206227538e-16,0.06210963536780779,0.0,0.0015421822332889374,0.031075110263184432,0.31940968187379565,0.3504847921379978,0.20701222017832657,0.0920181955350334,0.0,1.3334151720034129e-46,1.3096664307599313e-15,6.73376859496169e-45,0.0,1.822031229793426e-74,1.0437947889837888e-27,1.9937529006122273e-54,6.138340196150057e-39,1.5640441479987032e-62,1.7350602767651132e-29,6.47285289932882e-28,2.837364970782356e-101,2.3641698220315506e-23,9.318484144123458e-67,3.9599429498748465e-52,1.4102550502924735e-86,1.3096664231222232e-15,4.471610263555366e-72,5.672563434760263e-12,1.938995276269137e-12,1.2329258613318922e-12,1.5404132006275984e-12,1.2759063998177887e-12,6.204784643736052e-13,1.0668955953968414e-17,8.839232726239107e-20,6.162818887052057e-22,5.259210589062717e-26,8.839229300889099e-20,6.756738928086897e-22,5.913355110150286e-22,6.124365498622058e-13,9.537146361948008e-39,8.783520729043885e-42,1.0409172945746162e-23
6.182663471278304e-16,0.06210963536780779,0.0,0.0015421822234654588,0.031075110263184432,0.3194096818718456,0.35048479213682315,0.20701222017688783,0.09201819553071176,0.0,7.538544456071458e-46,2.3075075611388934e-15,3.8069774431191366e-44,0.0,6.271018465952912e-73,5.901142263316828e-27,2.0380865623882697e-53,1.9026152840508904e-38,8.84241951667775e-62,5.377923150964255e-29,1.1404550545393463e-27,5.436825167781567e-100,4.165442225280474e-23,5.268262162983924e-66,3.967770594492806e-51,4.853775247340002e-85,2.3075075374644953e-15,4.58703815245115e-71,9.994204746718285e-12,3.416324814618557e-12,2.172298218907646e-12,2.714061265339826e-12,2.2480214678071633e-12,1.0932238661877746e-12,1.891500897861638e-17,2.739772621028539e-19,1.0878542815381602e-21,2.9615238191876987e-25,2.73977069218177e-19,2.1045349987414443e-21,1.0418768709266162e-21,1.0790548855343825e-12,9.514949045617997e-38,1.6734586636018508e-40,3.198479719827987e-23
1.1529832001379835e-15,0.06210963536780779,0.0,0.0015421822038193223,0.031075110263184432,0.31940968186794544,0.35048479213447387,0.20701222017401036,0.09201819552206926,0.0,5.012589432955961e-45,4.303189821886785e-15,2.5313660612617627e-43,0.0,2.881828201545979e-71,3.923829930922435e-26,2.565518698818103e-52,6.613336513924013e-38,5.879572494122406e-61,1.869322478590428e-28,2.1267945837206613e-27,1.3274743835551192e-98,7.767987253068558e-23,3.503015124596363e-65,4.936059585098286e-50,2.2305374329714735e-83,4.3031897395946585e-15,5.785776454224661e-70,1.863667701722434e-11,6.370983227322246e-12,4.0510435441884904e-12,5.061357042683683e-12,4.192240866546653e-12,2.038714373821821e-12,3.5711865559535856e-17,9.52322426478336e-19,2.0362579818483734e-21,1.9665594603847967e-24,9.523211456560985e-19,7.387287315820781e-21,1.9429595907466053e-21,2.012291539035884e-12,1.1887763873072793e-36,4.113491473434443e-39,1.1058439325176025e-22
1.6877000531481366e-15,0.06210963536780779,0.0,0.0015421821841742804,0.031075110263184432,0.3194096818640453,0.3504847921321246,0.20701222017113297,0.09201819551342785,0.0,1.5066128985090782e-44,6.2988720826213005e-15,7.608420592951597e-43,0.0,1.9181776843265902e-70,1.1793687963271956e-25,1.0578332262451116e-51,1.4168268368272397e-37,1.76719834640724e-60,4.004795803580984e-28,3.1131341128598235e-27,7.086017299956684e-98,1.1370532575910283e-22,1.0528865052289486e-64,2.0279639888765495e-49,1.484671010513047e-82,6.2988719063189946e-15,2.387090262401878e-69,2.727806890889062e-11,9.325640754701104e-12,5.9297896830302384e-12,7.4086523505881e-12,6.1364459490446705e-12,2.9842044867978516e-12,5.291500262247961e-17,2.0402342653757838e-18,2.991673565862908e-21,5.909189946640301e-24,2.040230416715955e-18,1.5956828726484952e-20,2.844042310562346e-21,2.9455281687478273e-12,4.894994760558962e-36,2.1503298752224084e-38,2.364484306922815e-22
2.7571337591684428e-15,0.06210963536780779,0.0,0.0015421821448874785,0.031075110263184432,0.31940968185624496,0.350484792127426,0.2070122201653781,0.09201819549614829,0.0,6.592248579717282e-44,1.0290236604050199e-14,3.329096901383792e-42,0.0,4.2509261076002e-69,5.160379491794375e-25,7.700630640600588e-51,3.78107618017498e-37,7.732451248745428e-60,1.0687571225661386e-27,5.085813171011692e-27,8.863931950019468e-97,1.8575624106755086e-22,4.606949519010171e-64,1.4705788706885946e-48,3.29021963290658e-81,1.0290236133550215e-14,1.7388496559323771e-68,4.455761225062639e-11,1.5234953153498056e-11,9.687284401813718e-12,1.2103241558087984e-11,1.0024813165875117e-11,4.875183528782985e-12,8.853971489554207e-17,5.444755813155368e-18,4.923540379105588e-21,2.5851645395329097e-23,5.444738975970031e-18,4.335923894134802e-20,4.6462077501810815e-21,4.812001356809863e-12,3.5576324945639297e-35,2.622698600346019e-37,6.299697504329441e-22
3.710228372837056e-15,0.06210963536780779,0.0,0.001542182109878207,0.031075110263184432,0.31940968184929325,0.3504847921232386,0.20701222016024937,0.0920181954807521,0.0,1.5603498773022876e-43,1.3847397749335281e-14,7.879794180483359e-42,0.0,2.0138367087516574e-68,1.2214345877697706e-24,2.34411174495e-50,6.846899219904758e-37,1.830229732811159e-59,1.935341117479413e-27,6.843892960422934e-27,3.392437812654839e-96,2.4996905719680266e-22,1.0904402389222111e-63,4.4707013085095046e-48,1.5587108968564434e-80,1.3847396897335817e-14,5.294307988285248e-68,5.995374781046766e-11,2.0501413892946494e-11,1.3036020177524864e-11,1.6287125018605784e-11,1.3490133381946225e-11,6.560449765107479e-12,1.2165775922750732e-16,9.859540889318335e-18,6.6688844459677196e-21,6.118681397770411e-23,9.859501038339834e-18,7.962162512679492e-20,6.252323364225899e-21,6.475428875819778e-12,1.0824123550328608e-34,9.696364377698965e-37,1.1400077363687802e-21
4.663322986505669e-15,0.06210963536780779,0.0,0.0015421820748724104,0.031075110263184432,0.31940968184234153,0.35048479211905115,0.20701222015512064,0.09201819546535936,0.0,3.044432095743429e-43,1.7404558894577865e-14,1.5374436138594492e-41,0.0,6.818839000209878e-68,2.3831682842258598e-24,5.625690967832039e-50,1.0816342440245966e-36,3.571000467232489e-59,3.0573419121813413e-27,8.601972749700253e-27,9.751630713785028e-96,3.1418188270007845e-22,2.127581326440626e-63,1.0720220353170927e-47,5.277785617862746e-80,1.7404557548635313e-14,1.270775838200685e-67,7.534645302284655e-11,2.576787181971189e-11,1.6384758539207194e-11,2.0471006987717497e-11,1.695540811622549e-11,8.245714747603747e-12,1.5606537499822243e-16,1.557553461675444e-17,8.436505622174704e-21,1.1938041679896787e-22,1.5575456864302334e-17,1.2752853365858494e-19,7.858438978257218e-21,8.138856319269372e-12,2.5960902979232785e-34,2.772137123681031e-36,1.800207126283531e-21
5.6164176001742825e-15,0.06210963536780779,0.0,0.0015421820398700884,0.031075110263184432,0.3194096818353898,0.3504847921148637,0.207012220149992,0.09201819544997007,0.0,5.251034871988203e-43,2.0961720039777948e-14,2.6517820693076433e-41,0.0,1.905979889392009e-67,4.110489395502141e-24,1.1509789366217643e-49,1.5689405835930734e-36,6.159259720937812e-59,4.434759494215206e-27,1.0360052538843656e-26,2.336486718413647e-95,3.783947175773853e-22,3.669651148755057e-63,2.192011899808535e-47,1.475229590991044e-79,2.0961718087448715e-14,2.600176815742741e-67,9.073572861219862e-11,3.10343269338079e-11,1.9733499487296722e-11,2.465488746543255e-11,2.0420637369285432e-11,9.930978476278925e-12,1.9176214173844995e-16,2.2592735062128372e-17,1.0226403906967762e-20,2.0590484521035666e-22,2.2592600956368595e-17,1.8750039393923974e-19,9.46455459227504e-21,9.802283687165751e-12,5.308785951760627e-34,6.542511874032261e-36,2.610567873777288e-21
6.569512213842896e-15,0.06210963536780779,0.0,0.0015421820048712395,0.031075110263184432,0.3194096818284381,0.3504847921106763,0.2070122201448634,0.0920181954345842,0.0,8.326357058638636e-43,2.4518881184935535e-14,4.2048255285690955e-41,0.0,4.605065033158748e-67,6.5178427892885945e-24,2.1120061907230502e-49,2.1466089404387125e-36,9.766493063028268e-59,6.067593851365932e-27,1.2118132327853141e-26,4.921148333881262e-95,4.426075618287306e-22,5.818819811368769e-63,4.0205597067650495e-47,3.5643230813338086e-79,2.4518878513776013e-14,4.771573867070966e-67,1.0612157533723312e-10,3.6300779235248806e-11,2.3082243022250055e-11,2.883876645176078e-11,2.3885821141725594e-11,1.1616240951140478e-11,2.2874761913326916e-16,3.091114020444265e-17,1.2038579299624677e-20,3.2649265205108947e-22,3.0910927559949576e-17,2.599774828679202e-19,1.1070670206279365e-20,1.146571097951636e-11,9.736882892363031e-34,1.358807715279857e-35,3.571089930733951e-21
